d,p_los,p_ref_perp,p_tot_perp,p_ref_par,p_tot_par
7.086392651880160543e+00,-6.093219745982651148e+01,-6.675774725510811436e+01,-5.743767494329303958e+01,-6.828816729587072132e+01,-6.526534013789729727e+01
7.127323367432815360e+00,-6.095277970861292971e+01,-6.676517839670053434e+01,-5.736579714787644235e+01,-6.831107812851557526e+01,-6.578038846801875650e+01
7.168490497132688155e+00,-6.097350163422800051e+01,-6.677268138860071645e+01,-5.740519346274719226e+01,-6.833419886537282650e+01,-6.568652720604112005e+01
7.209895406498274539e+00,-6.099436351292551706e+01,-6.678025677933918303e+01,-5.755837498541525576e+01,-6.835753099392738363e+01,-6.502433741725261029e+01
7.251539468935243704e+00,-6.101536561246813051e+01,-6.678790511875057234e+01,-5.783021564530603342e+01,-6.838107600582209500e+01,-6.403377112448447406e+01
7.293424065782001975e+00,-6.103650819205930844e+01,-6.679562695791801730e+01,-5.822825236443548391e+01,-6.840483539680094793e+01,-6.295078976172472096e+01
7.335550586355513936e+00,-6.105779150227711227e+01,-6.680342284911624517e+01,-5.876310594167357237e+01,-6.842881066665280798e+01,-6.191546797300944860e+01
7.377920427997376684e+00,-6.107921578501019155e+01,-6.681129334575393841e+01,-5.944895525927977076e+01,-6.845300331915549918e+01,-6.099040987592726992e+01
7.420534996120180971e+00,-6.110078127339563281e+01,-6.681923900231468849e+01,-6.030378668912889850e+01,-6.847741486202056649e+01,-6.019710624280648403e+01
7.463395704254119245e+00,-6.112248819175913894e+01,-6.682726037429716825e+01,-6.134847186592200785e+01,-6.850204680683856395e+01,-5.953904270545199040e+01
7.506503974093877041e+00,-6.114433675555709158e+01,-6.683535801815408206e+01,-6.260162410704293023e+01,-6.852690066902505350e+01,-5.901303738315153424e+01
7.549861235545794358e+00,-6.116632717132092978e+01,-6.684353249123014962e+01,-6.406074518792679839e+01,-6.855197796776724317e+01,-5.861428318504546553e+01
7.593468926775286398e+00,-6.118845963660368170e+01,-6.685178435169899558e+01,-6.564336242802879440e+01,-6.857728022597166273e+01,-5.833848446847242997e+01
7.637328494254560951e+00,-6.121073433992862078e+01,-6.686011415849903017e+01,-6.704746877456285858e+01,-6.860280897021243618e+01,-5.818273279774631135e+01
7.681441392810582691e+00,-6.123315146074034487e+01,-6.686852247126834925e+01,-6.765644519640927967e+01,-6.862856573068077637e+01,-5.814586327857454506e+01
7.725809085673338572e+00,-6.125571116935790883e+01,-6.687700985027848333e+01,-6.705497449905958263e+01,-6.865455204113527543e+01,-5.822861665074280779e+01
7.770433044524379440e+00,-6.127841362693047245e+01,-6.688557685636727967e+01,-6.565062644608588016e+01,-6.868076943885338892e+01,-5.843374161428896230e+01
7.815314749545619222e+00,-6.130125898539503027e+01,-6.689422405087069023e+01,-6.406422968064303802e+01,-6.870721946458425577e+01,-5.876607128206025976e+01
7.860455689468452078e+00,-6.132424738743673487e+01,-6.690295199555352212e+01,-6.260357494621727881e+01,-6.873390366250241357e+01,-5.923252128971766695e+01
7.905857361623116475e+00,-6.134737896645140864e+01,-6.691176125253940654e+01,-6.135462512246452604e+01,-6.876082358016321905e+01,-5.984181386342192610e+01
7.951521271988370110e+00,-6.137065384651045008e+01,-6.692065238423951712e+01,-6.032221767623336461e+01,-6.878798076845941978e+01,-6.060340567867019246e+01
7.997448935241449952e+00,-6.139407214232831222e+01,-6.692962595328057773e+01,-5.948982536390673914e+01,-6.881537678157937421e+01,-6.152429757653212761e+01
8.043641874808296066e+00,-6.141763395923214119e+01,-6.693868252243171924e+01,-5.883878941709485844e+01,-6.884301317696670708e+01,-6.260048671736594628e+01
8.090101622914104951e+00,-6.144133939313413606e+01,-6.694782265453054038e+01,-5.835364806852091135e+01,-6.887089151528181219e+01,-6.379584076943997673e+01
8.136829720634136009e+00,-6.146518853050611852e+01,-6.695704691240818818e+01,-5.802320106083107021e+01,-6.889901336036493262e+01,-6.499716020586527065e+01
8.183827717944840430e+00,-6.148918144835675292e+01,-6.696635585881358566e+01,-5.784042051161164011e+01,-6.892738027920114519e+01,-6.595347483031643776e+01
8.231097173775271614e+00,-6.151331821421113233e+01,-6.697575005633662215e+01,-5.780218827346466526e+01,-6.895599384188729175e+01,-6.631033681946807690e+01
8.278639656058786045e+00,-6.153759888609293682e+01,-6.698523006733066154e+01,-5.790916884590421887e+01,-6.898485562160087170e+01,-6.589211558224356224e+01
8.326456741785072779e+00,-6.156202351250907867e+01,-6.699479645383404147e+01,-5.816592392827629254e+01,-6.901396719457102336e+01,-6.491107194434152916e+01
8.374550017052435180e+00,-6.158659213243679886e+01,-6.700444977749084785e+01,-5.858132141084851696e+01,-6.904333014005182179e+01,-6.372126511245091507e+01
8.422921077120424371e+00,-6.161130477531335714e+01,-6.701419059947073720e+01,-5.916927332624096891e+01,-6.907294604029769403e+01,-6.255905168673302796e+01
8.471571526462744472e+00,-6.163616146102825155e+01,-6.702401948038810531e+01,-5.994976938797728394e+01,-6.910281648054129278e+01,-6.152823139659980001e+01
8.520502978820468698e+00,-6.166116219991791780e+01,-6.703393698022033220e+01,-6.094985258470464373e+01,-6.913294304897394227e+01,-6.066167694158315271e+01
8.569717057255584081e+00,-6.168630699276295815e+01,-6.704394365822531654e+01,-6.220288507290987923e+01,-6.916332733672848576e+01,-5.996343256240162845e+01
8.619215394204807978e+00,-6.171159583078799926e+01,-6.705404007285834211e+01,-6.373940299013432309e+01,-6.919397093786497521e+01,-5.942808958119189811e+01
8.668999631533747419e+00,-6.173702869566397311e+01,-6.706422678168809171e+01,-6.554395813053447739e+01,-6.922487544935894732e+01,-5.904860066576645750e+01
8.719071420591363974e+00,-6.176260555951298414e+01,-6.707450434131206407e+01,-6.739755674218214665e+01,-6.925604247109279754e+01,-5.881923826178153547e+01
8.769432422264735294e+00,-6.178832638491573448e+01,-6.708487330727125197e+01,-6.855591437822087642e+01,-6.928747360584992521e+01,-5.873665977755636192e+01
8.820084307034163018e+00,-6.181419112492137913e+01,-6.709533423396423757e+01,-6.811463631928367590e+01,-6.931917045931214716e+01,-5.880028316263459232e+01
8.871028755028570245e+00,-6.184019972306006707e+01,-6.710588767456059145e+01,-6.646965143861471859e+01,-6.935113464006012407e+01,-5.901243919990558595e+01
8.922267456081234727e+00,-6.186635211335779161e+01,-6.711653418091367485e+01,-6.460001718652543445e+01,-6.938336775957721159e+01,-5.937844097038453128e+01
8.973802109785850689e+00,-6.189264822035394076e+01,-6.712727430347298707e+01,-6.294044453444891474e+01,-6.941587143225666523e+01,-5.990649859590310200e+01
9.025634425552885531e+00,-6.191908795912119956e+01,-6.713810859119577401e+01,-6.157383452593821005e+01,-6.944864727541228433e+01,-6.060710275408111158e+01
9.077766122666302451e+00,-6.194567123528804586e+01,-6.714903759145825290e+01,-6.048390025203965337e+01,-6.948169690929287867e+01,-6.149079110836189699e+01
9.130198930340570840e+00,-6.197239794506360511e+01,-6.716006184996635398e+01,-5.963841063759652883e+01,-6.951502195710017418e+01,-6.256138006011972408e+01
9.182934587778033730e+00,-6.199926797526509148e+01,-6.717118191066587940e+01,-5.900927881963237809e+01,-6.954862404501083972e+01,-6.379727161133119751e+01
9.235974844226603864e+00,-6.202628120334758677e+01,-6.718239831565230702e+01,-5.857598675856999648e+01,-6.958250480220230827e+01,-6.510557325592803579e+01
9.289321459037767070e+00,-6.205343749743629900e+01,-6.719371160508028140e+01,-5.832522962219847074e+01,-6.961666586088266229e+01,-6.624015709675225594e+01
9.342976201724962237e+00,-6.208073671636122981e+01,-6.720512231707249384e+01,-5.825006641346381286e+01,-6.965110885632488191e+01,-6.678230711806206443e+01
9.396940852022254376e+00,-6.210817870969420795e+01,-6.721663098762844868e+01,-5.834938062033452155e+01,-6.968583542690514321e+01,-6.644410597031045995e+01
9.451217199943393155e+00,-6.213576331778827466e+01,-6.722823815053283170e+01,-5.862784401553079761e+01,-6.972084721414574915e+01,-6.542783742403032932e+01
9.505807045841166314e+00,-6.216349037181950621e+01,-6.723994433726358011e+01,-5.909646193436446993e+01,-6.975614586276249440e+01,-6.416447942045151365e+01
9.560712200467126110e+00,-6.219135969383106044e+01,-6.725175007689966833e+01,-5.977378363708783127e+01,-6.979173302071674811e+01,-6.294203884111151126e+01
9.615934485031656820e+00,-6.221937109677956101e+01,-6.726365589602889372e+01,-6.068780845794719880e+01,-6.982761033927228311e+01,-6.187889654534146189e+01
9.671475731264372655e+00,-6.224752438458375536e+01,-6.727566231865515078e+01,-6.187810278921882912e+01,-6.986377947305706471e+01,-6.100785493608177035e+01
9.727337781474892253e+00,-6.227581935217544640e+01,-6.728776986610589006e+01,-6.339492515665821060e+01,-6.990024208013004170e+01,-6.032990841237887025e+01
9.783522488613934698e+00,-6.230425578555259847e+01,-6.729997905693919336e+01,-6.527916757063293574e+01,-6.993699982205311017e+01,-5.983707750834604155e+01
9.840031716334783241e+00,-6.233283346183462470e+01,-6.731229040685099108e+01,-6.744948314712652859e+01,-6.997405436396836365e+01,-5.952088915203559338e+01
9.896867339055118507e+00,-6.236155214931991964e+01,-6.732470442858213744e+01,-6.928230502205443031e+01,-7.001140737468080033e+01,-5.937531204516609762e+01
9.954031242019166115e+00,-6.239041160754545245e+01,-6.733722163182542886e+01,-6.935639203387701457e+01,-7.004906052674654404e+01,-5.939770548149490281e+01
1.001152532136025997e+01,-6.241941158734840656e+01,-6.734984252313283548e+01,-6.760347910873741739e+01,-7.008701549656672114e+01,-5.958910826224415302e+01
1.006935148416370929e+01,-6.244855183093005024e+01,-6.736256760582256220e+01,-6.544965284958107077e+01,-7.012527396448726336e+01,-5.995430170621353483e+01
1.012751164853008135e+01,-6.247783207192143351e+01,-6.737539737988647914e+01,-6.357031544078673591e+01,-7.016383761490456550e+01,-6.050163187555847344e+01
1.018600774363880923e+01,-6.250725203545127329e+01,-6.738833234189745269e+01,-6.206353293352066913e+01,-7.020270813637728224e+01,-6.124208996584545162e+01
1.024484170981219400e+01,-6.253681143821560084e+01,-6.740137298491704598e+01,-6.089227040899082510e+01,-7.024188722174432087e+01,-6.218608656553332992e+01
1.030401549857974608e+01,-6.256650998854952661e+01,-6.741451979840336151e+01,-6.000768443236867711e+01,-7.028137656824925728e+01,-6.333357076725054213e+01
1.036353107274294238e+01,-6.259634738650073871e+01,-6.742777326811906846e+01,-5.937160566127006689e+01,-7.032117787767118955e+01,-6.464638296457805211e+01
1.042339040644032444e+01,-6.262632332390489154e+01,-6.744113387603992749e+01,-5.895797507303855411e+01,-7.036129285646237008e+01,-6.598198894979840645e+01
1.048359548521296070e+01,-6.265643748446288441e+01,-6.745460210026345749e+01,-5.875095789043766104e+01,-7.040172321589245996e+01,-6.699632641046110848e+01
1.054414830607033693e+01,-6.268668954381973180e+01,-6.746817841491805723e+01,-5.874329563027063728e+01,-7.044247067219993141e+01,-6.721871878017999791e+01
1.060505087755659126e+01,-6.271707916964533780e+01,-6.748186329007253903e+01,-5.893550772712146113e+01,-7.048353694675043357e+01,-6.652761250986037567e+01
1.066630521981710977e+01,-6.274760602171683388e+01,-6.749565719164613142e+01,-5.933602649776464943e+01,-7.052492376620243419e+01,-6.531905392989527570e+01
1.072791336466557333e+01,-6.277826975200259341e+01,-6.750956058131892235e+01,-5.996235570560317285e+01,-7.056663286268035051e+01,-6.402266829122855540e+01
1.078987735565133121e+01,-6.280907000474786628e+01,-6.752357391644288498e+01,-6.084344027541106925e+01,-7.060866597395511235e+01,-6.285456990420392032e+01
1.085219924812719405e+01,-6.284000641656191988e+01,-6.753769764995341518e+01,-6.202330552373415173e+01,-7.065102484363255542e+01,-6.188590150347951635e+01
1.091488110931759437e+01,-6.287107861650675744e+01,-6.755193223028156524e+01,-6.356435735294421363e+01,-7.069371122134964480e+01,-6.112859873679440170e+01
1.097792501838717882e+01,-6.290228622618721488e+01,-6.756627810126681766e+01,-6.553831225832682605e+01,-7.073672686297871337e+01,-6.057611658494426621e+01
1.104133306650977175e+01,-6.293362885984257815e+01,-6.758073570207061209e+01,-6.793390505154243897e+01,-7.078007353084005615e+01,-6.021872961867838114e+01
1.110510735693771167e+01,-6.296510612443942989e+01,-6.759530546709059706e+01,-7.017299640708131392e+01,-7.082375299392263912e+01,-6.004876620953626798e+01
1.116925000507165322e+01,-6.299671761976605211e+01,-6.760998782587564904e+01,-7.042119410484988862e+01,-7.086776702811367556e+01,-6.006226404245037997e+01
1.123376313853072261e+01,-6.302846293852786630e+01,-6.762478320304157364e+01,-6.839476555489659404e+01,-7.091211741643670052e+01,-6.025942686550676797e+01
1.129864889722306565e+01,-6.306034166644425909e+01,-6.763969201818791532e+01,-6.599052195483359640e+01,-7.095680594929862650e+01,-6.064465145131172363e+01
1.136390943341687176e+01,-6.309235338234656609e+01,-6.765471468581526437e+01,-6.397778528220391081e+01,-7.100183442474590834e+01,-6.122614425197614452e+01
1.142954691181173565e+01,-6.312449765827721393e+01,-6.766985161524389980e+01,-6.241046452213726070e+01,-7.104720464872988828e+01,-6.201441412123553221e+01
1.149556350961047535e+01,-6.315677405958989254e+01,-6.768510321053297218e+01,-6.122072397151639933e+01,-7.109291843538177602e+01,-6.301737703438426053e+01
1.156196141659132692e+01,-6.318918214505083597e+01,-6.770046987040106501e+01,-6.034461433196268842e+01,-7.113897760729705055e+01,-6.422582163090592644e+01
1.162874283518061524e+01,-6.322172146694111916e+01,-6.771595198814745231e+01,-5.973688832449342101e+01,-7.118538399582990905e+01,-6.557409305209404238e+01
1.169590998052578534e+01,-6.325439157115982880e+01,-6.773154995157459268e+01,-5.936846282811807640e+01,-7.123213944139764919e+01,-6.685479925174108473e+01
1.176346508056886897e+01,-6.328719199732822887e+01,-6.774726414291173171e+01,-5.922282246737053413e+01,-7.127924579379526904e+01,-6.764125744768981008e+01
1.183141037612042012e+01,-6.332012227889471490e+01,-6.776309493873952761e+01,-5.929373885335798633e+01,-7.132670491252072509e+01,-6.751665331795167901e+01
1.189974812093381473e+01,-6.335318194324063512e+01,-6.777904270991595581e+01,-5.958442656384512048e+01,-7.137451866711057846e+01,-6.657959072452833027e+01
1.196848058178002283e+01,-6.338637051178685056e+01,-6.779510782150333625e+01,-6.010808976967965123e+01,-7.142268893748679659e+01,-6.530696106727801009e+01
1.203761003852277511e+01,-6.341968750010094880e+01,-6.781129063269662538e+01,-6.089003003134115488e+01,-7.147121761431446885e+01,-6.405734336983155686e+01
1.210713878419421619e+01,-6.345313241800524651e+01,-6.782759149675300137e+01,-6.197173278436930843e+01,-7.152010659937097614e+01,-6.298111228298024855e+01
1.217706912507095574e+01,-6.348670476968534615e+01,-6.784401076092269989e+01,-6.341707133085605363e+01,-7.156935780592672813e+01,-6.211967130172324403e+01
1.224740338075054247e+01,-6.352040405379918298e+01,-6.786054876638121414e+01,-6.531642369205944476e+01,-7.161897315913761020e+01,-6.147481997936480980e+01
1.231814388422844431e+01,-6.355422976358683229e+01,-6.787720584816290170e+01,-6.775229153132144688e+01,-7.166895459644977961e+01,-6.103773173255539319e+01
1.238929298197541762e+01,-6.358818138698051570e+01,-6.789398233509581360e+01,-7.048746840734763452e+01,-7.171930406801634206e+01,-6.079930584272253213e+01
1.246085303401532052e+01,-6.362225840671520416e+01,-6.791087854973822857e+01,-7.178381220821533759e+01,-7.177002353712701677e+01,-6.075357536810721371e+01
1.253282641400342712e+01,-6.365646030043962611e+01,-6.792789480831635274e+01,-6.999370663880215204e+01,-7.182111498065039257e+01,-6.089870263196925748e+01
1.260521550930514678e+01,-6.369078654082752422e+01,-6.794503142066376711e+01,-6.729787749686585130e+01,-7.187258038948944261e+01,-6.123711707558871353e+01
1.267802272107521766e+01,-6.372523659568923193e+01,-6.796228869016206886e+01,-6.502224030693446366e+01,-7.192442176905035467e+01,-6.177510470332065040e+01
1.275125046433733189e+01,-6.375980992808355552e+01,-6.797966691368343106e+01,-6.327488935798083958e+01,-7.197664113972504651e+01,-6.252128386517402703e+01
1.282490116806427771e+01,-6.379450599642981956e+01,-6.799716638153439874e+01,-6.196330474727731286e+01,-7.202924053738782106e+01,-6.348192487484779178e+01
1.289897727525849547e+01,-6.382932425462003323e+01,-6.801478737740143288e+01,-6.100306666276814127e+01,-7.208222201390606187e+01,-6.464750703856960001e+01
1.297348124303308303e+01,-6.386426415213128394e+01,-6.803253017829804605e+01,-6.033649231232774923e+01,-7.213558763766579318e+01,-6.595715226484671234e+01
1.304841554269334658e+01,-6.389932513413809545e+01,-6.805039505451352966e+01,-5.992713552808895372e+01,-7.218933949411206186e+01,-6.722198907274767521e+01
1.312378265981874925e+01,-6.393450664162486419e+01,-6.806838226956341487e+01,-5.975408374112505072e+01,-7.224347968630459604e+01,-6.804937551453562605e+01
1.319958509434534477e+01,-6.396980811149830259e+01,-6.808649208014152521e+01,-5.980853398346506822e+01,-7.229801033548908151e+01,-6.802560669266404147e+01
1.327582536064873153e+01,-6.400522897669979727e+01,-6.810472473607381971e+01,-6.009239552525110639e+01,-7.235293358168453892e+01,-6.718969364588490123e+01
1.335250598762743124e+01,-6.404076866631767473e+01,-6.812308048027384189e+01,-6.061867179227819236e+01,-7.240825158428690145e+01,-6.598007691452946233e+01
1.342962951878678979e+01,-6.407642660569938187e+01,-6.814155954870008713e+01,-6.141377493141064292e+01,-7.246396652268944649e+01,-6.476290797248975650e+01
1.350719851232331692e+01,-6.411220221656338936e+01,-6.816016217031486235e+01,-6.252240792132908354e+01,-7.252008059692028041e+01,-6.370385695379442836e+01
1.358521554120957830e+01,-6.414809491711098133e+01,-6.817888856704516343e+01,-6.401587049501054594e+01,-7.257659602829744472e+01,-6.285348640857090885e+01
1.366368319327952996e+01,-6.418410412213778216e+01,-6.819773895374530071e+01,-6.600153709608703423e+01,-7.263351506010197056e+01,-6.221787522469827536e+01
1.374260407131432515e+01,-6.422022924314491377e+01,-6.821671353816114447e+01,-6.859987119543232836e+01,-7.269083995826929367e+01,-6.178999832224754840e+01
1.382198079312869865e+01,-6.425646968844991136e+01,-6.823581252089638838e+01,-7.161026190887420739e+01,-7.274857301209956972e+01,-6.156138892808755969e+01
1.390181599165777548e+01,-6.429282486329722701e+01,-6.825503609538058924e+01,-7.295679509552327602e+01,-7.280671653498728801e+01,-6.152611955002527822e+01
1.398211231504438601e+01,-6.432929416996832117e+01,-6.827438444783899740e+01,-7.076673177849616536e+01,-7.286527286517078039e+01,-6.168199482086062346e+01
1.406287242672695115e+01,-6.436587700789142730e+01,-6.829385775726427710e+01,-6.785351880431544203e+01,-7.292424436650195219e+01,-6.203066672300369078e+01
1.414409900552778865e+01,-6.440257277375064859e+01,-6.831345619539013114e+01,-6.550993860382349965e+01,-7.298363342923686048e+01,-6.257699638800208675e+01
1.422579474574199665e+01,-6.443938086159474210e+01,-6.833317992666665930e+01,-6.374766837144389342e+01,-7.304344247084777919e+01,-6.332699520466061216e+01
1.430796235722679377e+01,-6.447630066294524909e+01,-6.835302910823773459e+01,-6.244103963696407789e+01,-7.310367393685703519e+01,-6.428206940217393139e+01
1.439060456549143829e+01,-6.451333156690411386e+01,-6.837300388992026967e+01,-6.149457510423783901e+01,-7.316433030169355334e+01,-6.542371923241445586e+01
1.447372411178762341e+01,-6.455047296026069148e+01,-6.839310441418520270e+01,-6.084654428006573568e+01,-7.322541406957233789e+01,-6.667633048222208458e+01
1.455732375320037875e+01,-6.458772422759805920e+01,-6.841333081614050116e+01,-6.045896973127863561e+01,-7.328692777539791336e+01,-6.783699581639024245e+01
1.464140626273956514e+01,-6.462508475139874520e+01,-6.843368322351619781e+01,-6.031048651004710592e+01,-7.334887398569193806e+01,-6.853329916743795991e+01
1.472597442943183665e+01,-6.466255391214977521e+01,-6.845416175665091885e+01,-6.039244840624132138e+01,-7.341125529954612716e+01,-6.843206943900032968e+01
1.481103105841313017e+01,-6.470013108844695182e+01,-6.847476652848079937e+01,-6.070743964542280935e+01,-7.347407434960076955e+01,-6.761790794899778234e+01
1.489657897102175177e+01,-6.473781565709833785e+01,-6.849549764452993372e+01,-6.126979919747975600e+01,-7.353733380304986156e+01,-6.648386216387918068e+01
1.498262100489194104e+01,-6.477560699322711457e+01,-6.851635520290288639e+01,-6.210836107146257490e+01,-7.360103636267351135e+01,-6.534779740201010156e+01
1.506916001404800198e+01,-6.481350447037348772e+01,-6.853733929427905025e+01,-6.327230771312859758e+01,-7.366518476789822500e+01,-6.435823052506660247e+01
1.515619886899894553e+01,-6.485150746059591143e+01,-6.855845000190892335e+01,-6.484170259742045062e+01,-7.372978179588638170e+01,-6.356397823729104601e+01
1.524374045683374490e+01,-6.488961533457130315e+01,-6.857968740161227572e+01,-6.694208728816985854e+01,-7.379483026265512535e+01,-6.297321732313552900e+01
1.533178768131708836e+01,-6.492782746169450547e+01,-6.860105156177812091e+01,-6.972926425705516351e+01,-7.386033302422600855e+01,-6.258111876089081704e+01
1.542034346298565950e+01,-6.496614321017685256e+01,-6.862254254336670556e+01,-7.299484023846599712e+01,-7.392629297780619879e+01,-6.238069637815776503e+01
1.550941073924507485e+01,-6.500456194714371350e+01,-6.864416039991323260e+01,-7.414145052769703170e+01,-7.399271306300205708e+01,-6.236671775225736525e+01
1.559899246446727794e+01,-6.504308303873122554e+01,-6.866590517753346035e+01,-7.144570428572704657e+01,-7.405959626306633936e+01,-6.253691632757878693e+01
1.568909161008852671e+01,-6.508170585018203269e+01,-6.868777691493127691e+01,-6.838715862314930405e+01,-7.412694560617977402e+01,-6.289203298875031578e+01
1.577971116470799551e+01,-6.512042974593994415e+01,-6.870977564340796562e+01,-6.602944199434141126e+01,-7.419476416676836550e+01,-6.343493820528163951e+01
1.587085413418687985e+01,-6.515925408974372601e+01,-6.873190138687337480e+01,-6.428134579750818034e+01,-7.426305506685743296e+01,-6.416811632674816224e+01
1.596252354174811217e+01,-6.519817824471986967e+01,-6.875415416185889228e+01,-6.299337051107136176e+01,-7.433182147746349244e+01,-6.508729108167914035e+01
1.605472242807661232e+01,-6.523720157347425186e+01,-6.877653397753213937e+01,-6.206421640147169683e+01,-7.440106662002523308e+01,-6.616603300900582951e+01
1.614745385142020240e+01,-6.527632343818275729e+01,-6.879904083571369711e+01,-6.143060141161285514e+01,-7.447079376787510796e+01,-6.732221707817866729e+01
1.624072088769101896e+01,-6.531554320068094910e+01,-6.882167473089526766e+01,-6.105406510382050556e+01,-7.454100624775237804e+01,-6.836401249066588548e+01
1.633452663056750964e+01,-6.535486022255250305e+01,-6.884443565025986800e+01,-6.091297212932544625e+01,-7.461170744135957023e+01,-6.897545060491717095e+01
1.642887419159711371e+01,-6.539427386521670371e+01,-6.886732357370361512e+01,-6.099835008874826769e+01,-7.468290078696324485e+01,-6.889569129819741988e+01
1.652376670029944350e+01,-6.543378349001470440e+01,-6.889033847385930187e+01,-6.131228757852309030e+01,-7.475458978104103380e+01,-6.819310716345867718e+01
1.661920730427005921e+01,-6.547338845829476384e+01,-6.891348031612164959e+01,-6.186837887854941442e+01,-7.482677797997619962e+01,-6.718417461032784388e+01
1.671519916928492933e+01,-6.551308813149630339e+01,-6.893674905867425196e+01,-6.269439536833802151e+01,-7.489946900180162004e+01,-6.614564999896370523e+01
1.681174547940541331e+01,-6.555288187123287003e+01,-6.896014465251818137e+01,-6.383816198447625112e+01,-7.497266652799464737e+01,-6.522165306225987536e+01
1.690884943708388732e+01,-6.559276903937386294e+01,-6.898366704150228657e+01,-6.537870650705022513e+01,-7.504637430532486064e+01,-6.446736901055265889e+01
1.700651426326993132e+01,-6.563274899812526542e+01,-6.900731616235498223e+01,-6.744488821382401511e+01,-7.512059614775643013e+01,-6.389719373697224114e+01
1.710474319751722660e+01,-6.567282111010899825e+01,-6.903109194471778665e+01,-7.022529141863260804e+01,-7.519533593840711205e+01,-6.351032360123130616e+01
1.720353949809098637e+01,-6.571298473844126420e+01,-6.905499431118040832e+01,-7.372093383901274422e+01,-7.527059763156594840e+01,-6.330184630450504102e+01
1.730290644207600081e+01,-6.575323924680969867e+01,-6.907902317731728203e+01,-7.566307447454791202e+01,-7.534638525477170390e+01,-6.326712693303853996e+01
1.740284732548540347e+01,-6.579358399954914205e+01,-6.910317845172573925e+01,-7.304652332950993809e+01,-7.542270291095432810e+01,-6.340333085165791260e+01
1.750336546336995625e+01,-6.583401836171654509e+01,-6.912746003606572742e+01,-6.973007749589561399e+01,-7.549955478064175907e+01,-6.370961833364112437e+01
1.760446418992799877e+01,-6.587454169916436797e+01,-6.915186782510075147e+01,-6.719441739634504529e+01,-7.557694512423455535e+01,-6.418638167188233012e+01
1.770614685861608351e+01,-6.591515337861292778e+01,-6.917640170674069111e+01,-6.532838932253861230e+01,-7.565487828435078654e+01,-6.483309110182480595e+01
1.780841684226019694e+01,-6.595585276772156647e+01,-6.920106156208558446e+01,-6.395264082480793633e+01,-7.573335868824396755e+01,-6.564330051521167775e+01
1.791127753316762394e+01,-6.599663923515845454e+01,-6.922584726547120226e+01,-6.294990027085668771e+01,-7.581239085029673674e+01,-6.659369008667718504e+01
1.801473234323945860e+01,-6.603751215066937164e+01,-6.925075868451573058e+01,-6.224807420294868621e+01,-7.589197937459324805e+01,-6.762215324083446433e+01
1.811878470408382924e+01,-6.607847088514512279e+01,-6.927579568016787448e+01,-6.180311311694718768e+01,-7.597212895757338913e+01,-6.859374734621735570e+01
1.822343806712968117e+01,-6.611951481068780367e+01,-6.930095810675643975e+01,-6.158911896021582066e+01,-7.605284439077175307e+01,-6.928298777094073557e+01
1.832869590374125934e+01,-6.616064330067588628e+01,-6.932624581204083825e+01,-6.159314056315700725e+01,-7.613413056364517217e+01,-6.945678656178588994e+01
1.843456170533328375e+01,-6.620185572982795463e+01,-6.935165863726325597e+01,-6.181280624626735687e+01,-7.621599246649185488e+01,-6.906477042235688657e+01
1.854103898348675017e+01,-6.624315147426537465e+01,-6.937719641720178743e+01,-6.225595364068393422e+01,-7.629843519346621861e+01,-6.829090907979859537e+01
1.864813127006536675e+01,-6.628452991157361396e+01,-6.940285898022480637e+01,-6.294213983331005835e+01,-7.638146394569278641e+01,-6.738068761236283422e+01
1.875584211733277940e+01,-6.632599042086249597e+01,-6.942864614834660131e+01,-6.390660264495239318e+01,-7.646508403448389402e+01,-6.650372308103507635e+01
1.886417509807035842e+01,-6.636753238282507539e+01,-6.945455773728404836e+01,-6.520822967413805316e+01,-7.654930088466466032e+01,-6.574441926035203210e+01
1.897313380569570640e+01,-6.640915517979546223e+01,-6.948059355651442104e+01,-6.694466075748289313e+01,-7.663412003801026628e+01,-6.513610526137580337e+01
1.908272185438185176e+01,-6.645085819580522468e+01,-6.950675340933432267e+01,-6.927773541363556831e+01,-7.671954715679999026e+01,-6.468812170570465980e+01
1.919294287917715280e+01,-6.649264081663888248e+01,-6.953303709291954249e+01,-7.243667406467159253e+01,-7.680558802749284553e+01,-6.440023550898266080e+01
1.930380053612586266e+01,-6.653450242988792240e+01,-6.955944439838606286e+01,-7.616859686326078815e+01,-7.689224856453012080e+01,-6.426928768759248101e+01
1.941529850238937627e+01,-6.657644242500373366e+01,-6.958597511085193332e+01,-7.663302157350743471e+01,-7.697953481427011013e+01,-6.429199513070554417e+01
1.952744047636824121e+01,-6.661846019334944913e+01,-6.961262900950019628e+01,-7.309687012232812720e+01,-7.706745295906087279e+01,-6.446590362582041678e+01
1.964023017782481162e+01,-6.666055512825036544e+01,-6.963940586764259422e+01,-6.989187465069511518e+01,-7.715600932145672175e+01,-6.478929991078406658e+01
1.975367134800664815e+01,-6.670272662504336836e+01,-6.966630545278425757e+01,-6.753829144266879325e+01,-7.724521036858511991e+01,-6.526019474364147754e+01
1.986776774977057869e+01,-6.674497408112517860e+01,-6.969332752668930198e+01,-6.580860502054882488e+01,-7.733506271667020826e+01,-6.587392903582484394e+01
1.998252316770755854e+01,-6.678729689599929031e+01,-6.972047184544703669e+01,-6.452827653099450345e+01,-7.742557313572014266e+01,-6.661827688467747066e+01
