d,p_los,p_ref_perp,p_tot_perp,p_ref_par,p_tot_par
6.552517720264219179e+02,-9.638090288881684842e+01,-9.646667117212301434e+01,-9.118989795762183803e+01,-9.755761120238028639e+01,-9.172204844503086463e+01
6.590364795939696023e+02,-9.643091953302500485e+01,-9.651619195748507707e+01,-9.126548912671366054e+01,-9.760084862934292005e+01,-9.179475468906936442e+01
6.628430474783968975e+02,-9.648093627305605935e+01,-9.656571572329073661e+01,-9.134138751067574447e+01,-9.764412543559139124e+01,-9.186778221603795203e+01
6.666716019440027594e+02,-9.653095310781297655e+01,-9.661524245146881640e+01,-9.141758885768356890e+01,-9.768744138860127180e+01,-9.194112674964463849e+01
6.705222699843860710e+02,-9.658097003621122667e+01,-9.666477212406260833e+01,-9.149408898504941590e+01,-9.773079625728783526e+01,-9.201478408128819808e+01
6.743951793266546701e+02,-9.663098705717874282e+01,-9.671430472322903427e+01,-9.157088377784984345e+01,-9.777418981199610926e+01,-9.208875006874761482e+01
6.782904584356632540e+02,-9.668100416965569366e+01,-9.676384023123793554e+01,-9.164796918743719800e+01,-9.781762182449088527e+01,-9.216302063475284001e+01
6.822082365182739068e+02,-9.673102137259436972e+01,-9.681337863047131975e+01,-9.172534123027517694e+01,-9.786109206794689896e+01,-9.223759176587769559e+01
6.861486435276425482e+02,-9.678103866495909813e+01,-9.686291990342252234e+01,-9.180299598653574833e+01,-9.790460031693903886e+01,-9.231245951119142035e+01
6.901118101675298249e+02,-9.683105604572602942e+01,-9.691246403269556708e+01,-9.188092959888211908e+01,-9.794814634743273984e+01,-9.238761998109458773e+01
6.940978678966340567e+02,-9.688107351388299548e+01,-9.696201100100425663e+01,-9.195913827113928107e+01,-9.799172993677430554e+01,-9.246306934603994421e+01
6.981069489329554472e+02,-9.693109106842952372e+01,-9.701156079117166087e+01,-9.203761826725603612e+01,-9.803535086368154339e+01,-9.253880383554361799e+01
7.021391862581797341e+02,-9.698110870837645336e+01,-9.706111338612913642e+01,-9.211636590995370000e+01,-9.807900890823418649e+01,-9.261481973688012204e+01
7.061947136220888979e+02,-9.703112643274606341e+01,-9.711066876891578659e+01,-9.219537757971701808e+01,-9.812270385186465660e+01,-9.269111339411864492e+01
7.102736655469988136e+02,-9.708114424057174574e+01,-9.716022692267765137e+01,-9.227464971356177159e+01,-9.816643547734872755e+01,-9.276768120693373021e+01
7.143761773322202089e+02,-9.713116213089801931e+01,-9.720978783066699691e+01,-9.235417880414101433e+01,-9.821020356879643032e+01,-9.284451962975330730e+01
7.185023850585482705e+02,-9.718118010278026020e+01,-9.725935147624157651e+01,-9.243396139840568537e+01,-9.825400791164284442e+01,-9.292162517045916559e+01
7.226524255927730565e+02,-9.723119815528471577e+01,-9.730891784286397694e+01,-9.251399409679993369e+01,-9.829784829263908819e+01,-9.299899438962088993e+01
7.268264365922235584e+02,-9.728121628748834837e+01,-9.735848691410086531e+01,-9.259427355218480216e+01,-9.834172449984347963e+01,-9.307662389945664927e+01
7.310245565093315463e+02,-9.733123449847857955e+01,-9.740805867362237791e+01,-9.267479646870515353e+01,-9.838563632261246994e+01,-9.315451036273564966e+01
7.352469245962240620e+02,-9.738125278735338952e+01,-9.745763310520123923e+01,-9.275555960108908948e+01,-9.842958355159198902e+01,-9.323265049211198630e+01
7.394936809093429702e+02,-9.743127115322101872e+01,-9.750721019271230716e+01,-9.283655975350748690e+01,-9.847356597870864903e+01,-9.331104104901724838e+01
7.437649663140911116e+02,-9.748128959519995362e+01,-9.755678992013173456e+01,-9.291779377873403689e+01,-9.851758339716113255e+01,-9.338967884285223420e+01
7.480609224895021043e+02,-9.753130811241871356e+01,-9.760637227153634399e+01,-9.299925857715415134e+01,-9.856163560141148139e+01,-9.346856073002653886e+01
7.523816919329437951e+02,-9.758132670401582232e+01,-9.765595723110291715e+01,-9.308095109611032569e+01,-9.860572238717674054e+01,-9.354768361333347571e+01
7.567274179648425161e+02,-9.763134536913973704e+01,-9.770554478310756963e+01,-9.316286832875439927e+01,-9.864984355142041750e+01,-9.362704444083058775e+01
7.610982447334375820e+02,-9.768136410694853566e+01,-9.775513491192509719e+01,-9.324500731337241177e+01,-9.869399889234414047e+01,-9.370664020519193116e+01
7.654943172195625039e+02,-9.773138291661001631e+01,-9.780472760202823679e+01,-9.332736513267883538e+01,-9.873818820937933083e+01,-9.378646794302861167e+01
7.699157812414542832e+02,-9.778140179730149839e+01,-9.785432283798709818e+01,-9.340993891271388350e+01,-9.878241130317896079e+01,-9.386652473381148809e+01
7.743627834595910144e+02,-9.783142074820966627e+01,-9.790392060446849598e+01,-9.349272582233696482e+01,-9.882666797560943905e+01,-9.394680769938906906e+01
7.788354713815532477e+02,-9.788143976853058348e+01,-9.795352088623525333e+01,-9.357572307230250885e+01,-9.887095802974238268e+01,-9.402731400308680065e+01
7.833339933669215043e+02,-9.793145885746945112e+01,-9.800312366814563347e+01,-9.365892791464889910e+01,-9.891528126984673008e+01,-9.410804084911876544e+01
7.878584986321948236e+02,-9.798147801424063630e+01,-9.805272893515264343e+01,-9.374233764182480400e+01,-9.895963750138064086e+01,-9.418898548173592644e+01
7.924091372557403474e+02,-9.803149723806741633e+01,-9.810233667230346555e+01,-9.382594958602412305e+01,-9.900402653098366557e+01,-9.427014518458190651e+01
7.969860601827718938e+02,-9.808151652818207822e+01,-9.815194686473873276e+01,-9.390976111856302566e+01,-9.904844816646884453e+01,-9.435151728009060434e+01
8.015894192303567252e+02,-9.813153588382554915e+01,-9.820155949769203119e+01,-9.399376964909376397e+01,-9.909290221681494870e+01,-9.443309912871946210e+01
8.062193670924521030e+02,-9.818155530424758126e+01,-9.825117455648921805e+01,-9.407797262498918656e+01,-9.913738849215877735e+01,-9.451488812835279418e+01
8.108760573449667390e+02,-9.823157478870641057e+01,-9.830079202654775372e+01,-9.416236753069851773e+01,-9.918190680378748425e+01,-9.459688171367577070e+01
8.155596444508602190e+02,-9.828159433646885645e+01,-9.835041189337621859e+01,-9.424695188704663451e+01,-9.922645696413093219e+01,-9.467907735549131587e+01
8.202702837652630024e+02,-9.833161394681005163e+01,-9.840003414257360248e+01,-9.433172325073573461e+01,-9.927103878675423232e+01,-9.476147256023850218e+01
8.250081315406304157e+02,-9.838163361901345638e+01,-9.844965875982877890e+01,-9.441667921350403958e+01,-9.931565208635021236e+01,-9.484406486916773815e+01
8.297733449319257488e+02,-9.843165335237075908e+01,-9.849928573091985129e+01,-9.450181740179908729e+01,-9.936029667873201277e+01,-9.492685185802956482e+01
8.345660820018335926e+02,-9.848167314618174828e+01,-9.854891504171357042e+01,-9.458713547600957838e+01,-9.940497238082573972e+01,-9.500983113632189259e+01
8.393865017259997785e+02,-9.853169299975418483e+01,-9.859854667816479434e+01,-9.467263112989877527e+01,-9.944967901066317495e+01,-9.509300034673778157e+01
8.442347639983096315e+02,-9.858171291240380185e+01,-9.864818062631586315e+01,-9.475830209015244066e+01,-9.949441638737440030e+01,-9.517635716472756258e+01
8.491110296361879364e+02,-9.863173288345413425e+01,-9.869781687229604472e+01,-9.484414611576607967e+01,-9.953918433118084863e+01,-9.525989929789963639e+01
8.540154603859346025e+02,-9.868175291223649026e+01,-9.874745540232092367e+01,-9.493016099736183833e+01,-9.958398266338797100e+01,-9.534362448535060253e+01
8.589482189280894318e+02,-9.873177299808979512e+01,-9.879709620269188974e+01,-9.501634455697974602e+01,-9.962881120637823074e+01,-9.542753049746877991e+01
8.639094688828286053e+02,-9.878179314036060532e+01,-9.884673925979552678e+01,-9.510269464729084632e+01,-9.967366978360402641e+01,-9.551161513515998536e+01
8.688993748153924344e+02,-9.883181333840290961e+01,-9.889638456010301582e+01,-9.518920915115211301e+01,-9.971855821958087063e+01,-9.559587622941384666e+01
8.739181022415408506e+02,-9.888183359157808638e+01,-9.894603209016969458e+01,-9.527588598112161833e+01,-9.976347633988029884e+01,-9.568031164083045326e+01
8.789658176330486867e+02,-9.893185389925484685e+01,-9.899568183663436116e+01,-9.536272307906679657e+01,-9.980842397112311914e+01,-9.576491925923949111e+01
8.840426884232240354e+02,-9.898187426080910711e+01,-9.904533378621889028e+01,-9.544971841551270586e+01,-9.985340094097254848e+01,-9.584969700305911999e+01
8.891488830124632159e+02,-9.903189467562397397e+01,-9.909498792572749437e+01,-9.553686998926784213e+01,-9.989840707812754772e+01,-9.593464281893189138e+01
8.942845707738359806e+02,-9.908191514308954595e+01,-9.914464424204632564e+01,-9.562417582703713492e+01,-9.994344221231597203e+01,-9.601975468134747871e+01
8.994499220587043737e+02,-9.913193566260301282e+01,-9.919430272214290767e+01,-9.571163398284974733e+01,-9.998850617428800547e+01,-9.610503059208008381e+01
9.046451082023736490e+02,-9.918195623356831447e+01,-9.924396335306555272e+01,-9.579924253768919584e+01,-1.000335987958096240e+02,-9.619046857982759491e+01
9.098703015297722914e+02,-9.923197685539635415e+01,-9.929362612194285020e+01,-9.588699959893396851e+01,-1.000787199096558595e+02,-9.627606669966100128e+01
9.151256753611731938e+02,-9.928199752750471418e+01,-9.934329101598319767e+01,-9.597490330017932081e+01,-1.001238693496045329e+02,-9.636182303285464457e+01
9.204114040179391623e+02,-9.933201824931764179e+01,-9.939295802247420397e+01,-9.606295180060973848e+01,-1.001690469504295606e+02,-9.644773568626690974e+01
9.257276628283060518e+02,-9.938203902026599224e+01,-9.944262712878219190e+01,-9.615114328463535287e+01,-1.002142525478947448e+02,-9.653380279198455582e+01
9.310746281331985301e+02,-9.943205983978712936e+01,-9.949229832235172921e+01,-9.623947596159915463e+01,-1.002594859787472927e+02,-9.662002250703736195e+01
9.364524772920802889e+02,-9.948208070732485453e+01,-9.954197159070503176e+01,-9.632794806519470399e+01,-1.003047470807115644e+02,-9.670639301282342615e+01
9.418613886888331308e+02,-9.953210162232936398e+01,-9.959164692144149456e+01,-9.641655785327890271e+01,-1.003500356924828196e+02,-9.679291251492877279e+01
9.473015417376797132e+02,-9.958212258425710672e+01,-9.964132430223725123e+01,-9.650530360748697944e+01,-1.003953516537209509e+02,-9.687957924274928700e+01
9.527731168891310745e+02,-9.963214359257079877e+01,-9.969100372084453454e+01,-9.659418363251147355e+01,-1.004406948050444015e+02,-9.696639144877630656e+01
9.582762956359731561e+02,-9.968216464673926680e+01,-9.974068516509133531e+01,-9.668319625631282577e+01,-1.004860649880239407e+02,-9.705334740881332323e+01
9.638112605192865203e+02,-9.973218574623744814e+01,-9.979036862288076293e+01,-9.677233982919392474e+01,-1.005314620451766530e+02,-9.714044542105698099e+01
9.693781951345018797e+02,-9.978220689054626291e+01,-9.984005408219067590e+01,-9.686161272406795320e+01,-1.005768858199599123e+02,-9.722768380637035079e+01
9.749772841374906420e+02,-9.983222807915262820e+01,-9.988974153107308496e+01,-9.695101333534380217e+01,-1.006223361567653427e+02,-9.731506090717458335e+01
9.806087132506859234e+02,-9.988224931154925912e+01,-9.993943095765379780e+01,-9.704054007934210802e+01,-1.006678129009129350e+02,-9.740257508786984886e+01
9.862726692692490360e+02,-9.993227058723473988e+01,-9.998912235013177963e+01,-9.713019139347511555e+01,-1.007133158986450781e+02,-9.749022473402091293e+01
9.919693400672615553e+02,-9.998229190571335323e+01,-1.000388156967788120e+02,-9.721996573613662918e+01,-1.007588449971208178e+02,-9.757800825225180574e+01
9.976989146039580874e+02,-1.000323132664951089e+02,-1.000885109859390099e+02,-9.730986158627480620e+01,-1.008044000444099026e+02,-9.766592406982380226e+01
1.003461582929994393e+03,-1.000823346690955873e+02,-1.001382082060281959e+02,-9.739987744323556740e+01,-1.008499808894871137e+02,-9.775397063448326662e+01
1.009257536193750752e+03,-1.001323561130359110e+02,-1.001879073455336879e+02,-9.749001182617703876e+01,-1.008955873822265090e+02,-9.784214641388092559e+01
1.015086966647673648e+03,-1.001823775978427022e+02,-1.002376083930135877e+02,-9.758026327419699442e+01,-1.009412193733957395e+02,-9.793044989570333314e+01
1.020950067654649160e+03,-1.002323991230480118e+02,-1.002873113370964688e+02,-9.767063034555243917e+01,-1.009868767146503643e+02,-9.801887958689692937e+01
1.026847033694422180e+03,-1.002824206881892337e+02,-1.003370161664808649e+02,-9.776111161769850355e+01,-1.010325592585283374e+02,-9.810743401371085781e+01
1.032778060370044159e+03,-1.003324422928090343e+02,-1.003867228699348573e+02,-9.785170568692694815e+01,-1.010782668584443087e+02,-9.819611172133934929e+01
1.038743344414361445e+03,-1.003824639364553661e+02,-1.004364314362955781e+02,-9.794241116800586155e+01,-1.011239993686842666e+02,-9.828491127356527102e+01
1.044743083696541362e+03,-1.004324856186813264e+02,-1.004861418544687979e+02,-9.803322669396406752e+01,-1.011697566443999108e+02,-9.837383125254795857e+01
1.050777477228635462e+03,-1.004825073390451564e+02,-1.005358541134283996e+02,-9.812415091591975624e+01,-1.012155385416033084e+02,-9.846287025865548515e+01
1.056846725172182232e+03,-1.005325290971101282e+02,-1.005855682022161233e+02,-9.821518250259123306e+01,-1.012613449171614235e+02,-9.855202690997853665e+01
1.062951028844841176e+03,-1.005825508924444875e+02,-1.006352841099408977e+02,-9.830632014024192245e+01,-1.013071756287907306e+02,-9.864129984227889736e+01
1.069090590727078506e+03,-1.006325727246214967e+02,-1.006850018257785280e+02,-9.839756253219645998e+01,-1.013530305350520564e+02,-9.873068770850841247e+01
1.075265614468877175e+03,-1.006825945932192354e+02,-1.007347213389713261e+02,-9.848890839894748694e+01,-1.013989094953450518e+02,-9.882018917891872434e+01
1.081476304896495094e+03,-1.007326164978206862e+02,-1.007844426388274996e+02,-9.858035647749417762e+01,-1.014448123699030901e+02,-9.890980294040278409e+01
1.087722868019258158e+03,-1.007826384380135210e+02,-1.008341657147209105e+02,-9.867190552142410809e+01,-1.014907390197880233e+02,-9.899952769657927831e+01
1.094005511036394637e+03,-1.008326604133902151e+02,-1.008838905560905488e+02,-9.876355430051805229e+01,-1.015366893068849947e+02,-9.908936216740011105e+01
1.100324442343903456e+03,-1.008826824235478341e+02,-1.009336171524400925e+02,-9.885530160050576853e+01,-1.015826630938973096e+02,-9.917930508890879082e+01
1.106679871541474313e+03,-1.009327044680880903e+02,-1.009833454933375947e+02,-9.894714622286456063e+01,-1.016286602443412903e+02,-9.926935521304129395e+01
1.113072009439434623e+03,-1.009827265466172861e+02,-1.010330755684149864e+02,-9.903908698466283056e+01,-1.016746806225412740e+02,-9.935951130747187676e+01
1.119501068065744221e+03,-1.010327486587461863e+02,-1.010828073673676499e+02,-9.913112271817381327e+01,-1.017207240936245114e+02,-9.944977215522916936e+01
1.125967260673027113e+03,-1.010827708040900461e+02,-1.011325408799541208e+02,-9.922325227084417065e+01,-1.017667905235162920e+02,-9.954013655466675914e+01
1.132470801745646213e+03,-1.011327929822685121e+02,-1.011822760959955048e+02,-9.931547450499465413e+01,-1.018128797789347715e+02,-9.963060331916588552e+01
1.139011907006818319e+03,-1.011828151929056077e+02,-1.012320130053752933e+02,-9.940778829743918266e+01,-1.018589917273862824e+02,-9.972117127675664960e+01
1.145590793425765696e+03,-1.012328374356295768e+02,-1.012817515980387526e+02,-9.950019253975320055e+01,-1.019051262371602320e+02,-9.981183927038777881e+01
1.152207679224918820e+03,-1.012828597100730121e+02,-1.013314918639926532e+02,-9.959268613733411257e+01,-1.019512831773243988e+02,-9.990260615698956315e+01
1.158862783887151409e+03,-1.013328820158726984e+02,-1.013812337933048582e+02,-9.968526800996465909e+01,-1.019974624177200155e+02,-9.999347080803809718e+01
1.165556328163061153e+03,-1.013829043526695273e+02,-1.014309773761038969e+02,-9.977793709116271259e+01,-1.020436638289570510e+02,-1.000844321089072082e+02
1.172288534078292059e+03,-1.014329267201085827e+02,-1.014807226025785951e+02,-9.987069232793403728e+01,-1.020898872824093644e+02,-1.001754889586228359e+02
1.179059624940899766e+03,-1.014829491178389418e+02,-1.015304694629776918e+02,-9.996353268099335310e+01,-1.021361326502100439e+02,-1.002666402700850625e+02
1.185869825348758695e+03,-1.015329715455137460e+02,-1.015802179476094409e+02,-1.000564571241098690e+02,-1.021823998052467317e+02,-1.003578849694155508e+02
1.192719361197008311e+03,-1.015829940027900591e+02,-1.016299680468412561e+02,-1.001494646442962733e+02,-1.022286886211568628e+02,-1.004492219961475286e+02
1.199608459685552361e+03,-1.016330164893289236e+02,-1.016797197510992987e+02,-1.002425542412370021e+02,-1.022749989723231749e+02,-1.005406503026556919e+02
1.206537349326591311e+03,-1.016830390047952335e+02,-1.017294730508681084e+02,-1.003357249276204186e+02,-1.023213307338689759e+02,-1.006321688544890804e+02
1.213506259952202299e+03,-1.017330615488577337e+02,-1.017792279366902761e+02,-1.004289757283958409e+02,-1.023676837816537244e+02,-1.007237766296297110e+02
1.220515422721963660e+03,-1.017830841211889492e+02,-1.018289843991660035e+02,-1.005223056810290103e+02,-1.024140579922683401e+02,-1.008154726187489416e+02
1.227565070130622871e+03,-1.018331067214651711e+02,-1.018787424289528190e+02,-1.006157138351542102e+02,-1.024604532430308552e+02,-1.009072558248604707e+02
1.234655436015804071e+03,-1.018831293493663566e+02,-1.019285020167650515e+02,-1.007091992522659325e+02,-1.025068694119818247e+02,-1.009991252630134397e+02
1.241786755565771728e+03,-1.019331520045762005e+02,-1.019782631533736748e+02,-1.008027610060890709e+02,-1.025533063778799061e+02,-1.010910799606627393e+02
1.248959265327227058e+03,-1.019831746867819504e+02,-1.020280258296058378e+02,-1.008963981816029900e+02,-1.025997640201975400e+02,-1.011831189566949263e+02
1.256173203213155148e+03,-1.020331973956744633e+02,-1.020777900363444815e+02,-1.009901098756455440e+02,-1.026462422191164734e+02,-1.012752413020321853e+02
1.263428808510716635e+03,-1.020832201309481349e+02,-1.021275557645280117e+02,-1.010838951961610377e+02,-1.026927408555234251e+02,-1.013674460588816828e+02
1.270726321889185783e+03,-1.021332428923008706e+02,-1.021773230051499866e+02,-1.011777532625472418e+02,-1.027392598110058231e+02,-1.014597323010828376e+02
1.278065985407933340e+03,-1.021832656794340437e+02,-1.022270917492587472e+02,-1.012716832051791584e+02,-1.027857989678474553e+02,-1.015520991136320390e+02
1.285448042524451466e+03,-1.022332884920523668e+02,-1.022768619879569627e+02,-1.013656841652533558e+02,-1.028323582090241644e+02,-1.016445455925275354e+02
1.292872738102437097e+03,-1.022833113298640342e+02,-1.023266337124014740e+02,-1.014597552948261807e+02,-1.028789374181997403e+02,-1.017370708448082155e+02
1.300340318419908044e+03,-1.023333341925805229e+02,-1.023764069138027679e+02,-1.015538957564774591e+02,-1.029255364797216430e+02,-1.018296739882178485e+02
1.307851031177374580e+03,-1.023833570799166637e+02,-1.024261815834247784e+02,-1.016481047233564396e+02,-1.029721552786168104e+02,-1.019223541512514686e+02
1.315405125506054219e+03,-1.024333799915904990e+02,-1.024759577125844459e+02,-1.017423813790432661e+02,-1.030187937005875511e+02,-1.020151104730172733e+02
1.323002851976137208e+03,-1.024834029273233398e+02,-1.025257352926514329e+02,-1.018367249168710487e+02,-1.030654516320073526e+02,-1.021079421025595764e+02
1.330644462605097715e+03,-1.025334258868396375e+02,-1.025755143150478119e+02,-1.019311345408144831e+02,-1.031121289599168875e+02,-1.022008481997469289e+02
1.338330210866048674e+03,-1.025834488698670555e+02,-1.026252947712476100e+02,-1.020256094644768439e+02,-1.031588255720199072e+02,-1.022938279342601788e+02
1.346060351696157340e+03,-1.026334718761363405e+02,-1.026750766527766814e+02,-1.021201489108966456e+02,-1.032055413566791628e+02,-1.023868804853995726e+02
1.353835141505096772e+03,-1.026834949053813517e+02,-1.027248599512121388e+02,-1.022147521135706256e+02,-1.032522762029124124e+02,-1.024800050431069707e+02
1.361654838183551192e+03,-1.027335179573389894e+02,-1.027746446581822681e+02,-1.023094183147722731e+02,-1.032990300003884840e+02,-1.025732008062859677e+02
1.369519701111771610e+03,-1.027835410317490812e+02,-1.028244307653660030e+02,-1.024041467665817464e+02,-1.033458026394232974e+02,-1.026664669838310004e+02
1.377429991168179640e+03,-1.028335641283546096e+02,-1.028742182644927539e+02,-1.024989367300004233e+02,-1.033925940109758983e+02,-1.027598027937428071e+02
1.385385970738016340e+03,-1.028835872469013282e+02,-1.029240071473419817e+02,-1.025937874755993846e+02,-1.034394040066445086e+02,-1.028532074637763714e+02
1.393387903722053125e+03,-1.029336103871380033e+02,-1.029737974057429426e+02,-1.026886982829428661e+02,-1.034862325186628595e+02,-1.029466802308647857e+02
1.401436055545339968e+03,-1.029836335488162291e+02,-1.030235890315743461e+02,-1.027836684399936331e+02,-1.035330794398960279e+02,-1.030402203405253374e+02
1.409530693166011361e+03,-1.030336567316904706e+02,-1.030733820167640999e+02,-1.028786972437793850e+02,-1.035799446638368693e+02,-1.031338270475251306e+02
1.417672085084141372e+03,-1.030836799355179920e+02,-1.031231763532888692e+02,-1.029737840003433575e+02,-1.036268280846020957e+02,-1.032274996158317748e+02
1.425860501350649201e+03,-1.031337031600588574e+02,-1.031729720331739202e+02,-1.030689280239435703e+02,-1.036737295969285100e+02,-1.033212373178131713e+02
1.434096213576258606e+03,-1.031837264050758449e+02,-1.032227690484927223e+02,-1.031641286372036745e+02,-1.037206490961692396e+02,-1.034150394343882198e+02
1.442379494940501672e+03,-1.032337496703344613e+02,-1.032725673913666071e+02,-1.032593851712775574e+02,-1.037675864782900561e+02,-1.035089052551910669e+02
1.450710620200788526e+03,-1.032837729556029274e+02,-1.033223670539646548e+02,-1.033546969654756253e+02,-1.038145416398656096e+02,-1.036028340781975317e+02
1.459089865701515691e+03,-1.033337962606520648e+02,-1.033721680285031255e+02,-1.034500633671038941e+02,-1.038615144780758044e+02,-1.036968252095644658e+02
1.467517509383233346e+03,-1.033838195852553667e+02,-1.034219703072454024e+02,-1.035454837317506076e+02,-1.039085048907021189e+02,-1.037908779639154346e+02
1.475993830791865321e+03,-1.034338429291889128e+02,-1.034717738825015232e+02,-1.036409574225770029e+02,-1.039555127761239817e+02,-1.038849916636323343e+02
1.484519111087981173e+03,-1.034838662922312977e+02,-1.035215787466279949e+02,-1.037364838108324250e+02,-1.040025380333151190e+02,-1.039791656393696115e+02
1.493093633056123963e+03,-1.035338896741637598e+02,-1.035713848920274671e+02,-1.038320622752550406e+02,-1.040495805618400880e+02,-1.040733992294553332e+02
1.501717681114183961e+03,-1.035839130747698960e+02,-1.036211923111483770e+02,-1.039276922021434189e+02,-1.040966402618505242e+02,-1.041676917799623823e+02
1.510391541322842841e+03,-1.036339364938358756e+02,-1.036710009964848069e+02,-1.040233729856688001e+02,-1.041437170340817886e+02,-1.042620426450201876e+02
1.519115501395054935e+03,-1.036839599311503122e+02,-1.037208109405760581e+02,-1.041191040268069656e+02,-1.041908107798494001e+02,-1.043564511857473178e+02
1.527889850705593062e+03,-1.037339833865042493e+02,-1.037706221360064092e+02,-1.042148847345792575e+02,-1.042379214010454405e+02,-1.044509167714909665e+02
1.536714880300647337e+03,-1.037840068596910896e+02,-1.038204345754048887e+02,-1.043107145245142675e+02,-1.042850488001352289e+02,-1.045454387782898209e+02
1.545590882907479909e+03,-1.038340303505065663e+02,-1.038702482514449343e+02,-1.044065928195501272e+02,-1.043321928801538263e+02,-1.046400165897750583e+02
1.554518152944129042e+03,-1.038840538587488709e+02,-1.039200631568441082e+02,-1.045025190497817960e+02,-1.043793535447025391e+02,-1.047346495969175351e+02
1.563496986529184824e+03,-1.039340773842183552e+02,-1.039698792843638557e+02,-1.045984926519618909e+02,-1.044265306979456085e+02,-1.048293371975288153e+02
1.572527681491603744e+03,-1.039841009267178009e+02,-1.040196966268092069e+02,-1.046945130698363755e+02,-1.044737242446068279e+02,-1.049240787965960635e+02
1.581610537380591040e+03,-1.040341244860521499e+02,-1.040695151770285776e+02,-1.047905797538881103e+02,-1.045209340899660901e+02,-1.050188738060253684e+02
1.590745855475536018e+03,-1.040841480620285893e+02,-1.041193349279133287e+02,-1.048866921614440741e+02,-1.045681601398561753e+02,-1.051137216447486225e+02
1.599933938796004668e+03,-1.041341716544565941e+02,-1.041691558723976527e+02,-1.049828497560487790e+02,-1.046154023006593263e+02,-1.052086217380969657e+02
1.609175092111793901e+03,-1.041841952631477284e+02,-1.042189780034583038e+02,-1.050790520078149370e+02,-1.046626604793040372e+02,-1.053035735181506993e+02
1.618469621953033993e+03,-1.042342188879157447e+02,-1.042688013141141994e+02,-1.051752983937934260e+02,-1.047099345832617132e+02,-1.053985764241085121e+02
1.627817836620364687e+03,-1.042842425285765273e+02,-1.043186257974262645e+02,-1.052715883965932164e+02,-1.047572245205434882e+02,-1.054936299009082035e+02
1.637220046195156783e+03,-1.043342661849480777e+02,-1.043684514464971755e+02,-1.053679215056226184e+02,-1.048045301996969414e+02,-1.055887334004663245e+02
1.646676562549798291e+03,-1.043842898568504864e+02,-1.044182782544710477e+02,-1.054642972162076546e+02,-1.048518515298029001e+02,-1.056838863807968067e+02
1.656187699358039708e+03,-1.044343135441058621e+02,-1.044681062145331651e+02,-1.055607150300979242e+02,-1.048991884204722425e+02,-1.057790883065160159e+02
1.665753772105397502e+03,-1.044843372465384448e+02,-1.045179353199098387e+02,-1.056571744543098816e+02,-1.049465407818427423e+02,-1.058743386476864856e+02
1.675375098099622392e+03,-1.045343609639743789e+02,-1.045677655638679653e+02,-1.057536750026723524e+02,-1.049939085245759571e+02,-1.059696368813605574e+02
1.685051996481215838e+03,-1.045843846962418411e+02,-1.046175969397149430e+02,-1.058502161942814723e+02,-1.050412915598539740e+02,-1.060649824900361864e+02
1.694784788234027474e+03,-1.046344084431709831e+02,-1.046674294407983297e+02,-1.059467975544139051e+02,-1.050886897993764819e+02,-1.061603749625688096e+02
1.704573796195894602e+03,-1.046844322045939322e+02,-1.047172630605056298e+02,-1.060434186138814283e+02,-1.051361031553575032e+02,-1.062558137935260731e+02
1.714419345069352858e+03,-1.047344559803446629e+02,-1.047670977922639963e+02,-1.061400789089005627e+02,-1.051835315405224378e+02,-1.063512984830568939e+02
1.724321761432406220e+03,-1.047844797702591109e+02,-1.048169336295400598e+02,-1.062367779820418434e+02,-1.052309748681049797e+02,-1.064468285378394512e+02
1.734281373749360682e+03,-1.048345035741751019e+02,-1.048667705658396017e+02,-1.063335153802299970e+02,-1.052784330518441038e+02,-1.065424034690825579e+02
1.744298512381719547e+03,-1.048845273919322381e+02,-1.049166085947073981e+02,-1.064302906566371405e+02,-1.053259060059809826e+02,-1.066380227944166563e+02
1.754373509599136014e+03,-1.049345512233720399e+02,-1.049664477097268502e+02,-1.065271033697627701e+02,-1.053733936452561011e+02,-1.067336860369739213e+02
1.764506699590444441e+03,-1.049845750683378185e+02,-1.050162879045198849e+02,-1.066239530828968753e+02,-1.054208958849062441e+02,-1.068293927248515160e+02
1.774698418474738446e+03,-1.050345989266746471e+02,-1.050661291727466420e+02,-1.067208393651009146e+02,-1.054684126406614268e+02,-1.069251423920909190e+02
1.784949004312521538e+03,-1.050846227982294181e+02,-1.051159715081052326e+02,-1.068177617906863759e+02,-1.055159438287421665e+02,-1.070209345781563712e+02
1.795258797116921869e+03,-1.051346466828507431e+02,-1.051658149043315404e+02,-1.069147199382520910e+02,-1.055634893658564266e+02,-1.071167688269726881e+02
1.805628138864970424e+03,-1.051846705803890103e+02,-1.052156593551989516e+02,-1.070117133922489927e+02,-1.056110491691967184e+02,-1.072126446884877424e+02
1.816057373508938554e+03,-1.052346944906962563e+02,-1.052655048545181273e+02,-1.071087417416025147e+02,-1.056586231564372582e+02,-1.073085617172957029e+02
1.826546846987757363e+03,-1.052847184136262939e+02,-1.053153513961367764e+02,-1.072058045807349771e+02,-1.057062112457311400e+02,-1.074045194736577145e+02
1.837096907238485528e+03,-1.053347423490345278e+02,-1.053651989739394423e+02,-1.073029015081649931e+02,-1.057538133557073792e+02,-1.075005175221022284e+02
1.847707904207851470e+03,-1.053847662967780821e+02,-1.054150475818472756e+02,-1.074000321273921799e+02,-1.058014294054681983e+02,-1.075965554323080084e+02
