step,power_db,theta_deg,phi_deg
1.592000000000000000e+03,-9.081212893968341859e+01,1.165607681274414062e+02,-1.276331901550292969e+01
1.593000000000000000e+03,-9.080897735130291437e+01,1.165653686523437500e+02,-1.276678943634033203e+01
1.594000000000000000e+03,-9.080582659714222871e+01,1.165699462890625000e+02,-1.277024173736572266e+01
1.595000000000000000e+03,-9.080267841718162458e+01,1.165744934082031250e+02,-1.277367782592773438e+01
1.596000000000000000e+03,-9.079953135841699918e+01,1.165790176391601562e+02,-1.277709674835205078e+01
1.597000000000000000e+03,-9.079638368244656021e+01,1.165835113525390625e+02,-1.278049945831298828e+01
1.598000000000000000e+03,-9.079323683922797272e+01,1.165879592895507812e+02,-1.278388500213623047e+01
1.599000000000000000e+03,-9.079009458799157528e+01,1.165923919677734375e+02,-1.278725433349609375e+01
1.600000000000000000e+03,-9.078695171887756032e+01,1.165967864990234375e+02,-1.279060649871826172e+01
1.601000000000000000e+03,-9.078380881240113354e+01,1.166011581420898438e+02,-1.279394245147705078e+01
1.602000000000000000e+03,-9.078066933296906882e+01,1.166054992675781250e+02,-1.279726219177246094e+01
1.603000000000000000e+03,-9.077752923791733508e+01,1.166098175048828125e+02,-1.280056571960449219e+01
1.604000000000000000e+03,-9.077439141161957536e+01,1.166141052246093750e+02,-1.280385112762451172e+01
1.605000000000000000e+03,-9.077125671459620548e+01,1.166183700561523438e+02,-1.280712127685546875e+01
1.606000000000000000e+03,-9.076812111356676382e+01,1.166226043701171875e+02,-1.281037521362304688e+01
1.607000000000000000e+03,-9.076498604970346662e+01,1.166268157958984375e+02,-1.281361293792724609e+01
1.608000000000000000e+03,-9.076185267271357304e+01,1.166309890747070312e+02,-1.281683349609375000e+01
1.609000000000000000e+03,-9.075872184188609992e+01,1.166351470947265625e+02,-1.282003879547119141e+01
1.610000000000000000e+03,-9.075559211886792355e+01,1.166392669677734375e+02,-1.282322788238525391e+01
1.611000000000000000e+03,-9.075246292951241855e+01,1.166433715820312500e+02,-1.282640075683593750e+01
1.612000000000000000e+03,-9.074933627966748872e+01,1.166474380493164062e+02,-1.282955646514892578e+01
1.613000000000000000e+03,-9.074621044781403612e+01,1.166514816284179688e+02,-1.283269691467285156e+01
1.614000000000000000e+03,-9.074308543380533365e+01,1.166555023193359375e+02,-1.283582115173339844e+01
1.615000000000000000e+03,-9.073996152335887189e+01,1.166594848632812500e+02,-1.283892917633056641e+01
1.616000000000000000e+03,-9.073683871571040527e+01,1.166634521484375000e+02,-1.284202098846435547e+01
1.617000000000000000e+03,-9.073371843736705955e+01,1.166673812866210938e+02,-1.284509754180908203e+01
1.618000000000000000e+03,-9.073059783199971662e+01,1.166712875366210938e+02,-1.284815692901611328e+01
1.619000000000000000e+03,-9.072747918227636887e+01,1.166751708984375000e+02,-1.285120201110839844e+01
1.620000000000000000e+03,-9.072436305527477884e+01,1.166790237426757812e+02,-1.285422992706298828e+01
1.621000000000000000e+03,-9.072124546227398412e+01,1.166828460693359375e+02,-1.285724258422851562e+01
1.622000000000000000e+03,-9.071813209665960187e+01,1.166866455078125000e+02,-1.286024093627929688e+01
1.623000000000000000e+03,-9.071501783484733039e+01,1.166904144287109375e+02,-1.286322212219238281e+01
1.624000000000000000e+03,-9.071190552060217271e+01,1.166941604614257812e+02,-1.286618804931640625e+01
1.625000000000000000e+03,-9.070879486751751131e+01,1.166978759765625000e+02,-1.286913871765136719e+01
1.626000000000000000e+03,-9.070568445553426784e+01,1.167015609741210938e+02,-1.287207317352294922e+01
1.627000000000000000e+03,-9.070257683645935742e+01,1.167052230834960938e+02,-1.287499237060546875e+01
1.628000000000000000e+03,-9.069946860734987126e+01,1.167088699340820312e+02,-1.287789535522460938e+01
1.629000000000000000e+03,-9.069636373323487533e+01,1.167124938964843750e+02,-1.288078403472900391e+01
1.630000000000000000e+03,-9.069325909763138327e+01,1.167160797119140625e+02,-1.288365745544433594e+01
1.631000000000000000e+03,-9.069015583203392339e+01,1.167196502685546875e+02,-1.288651466369628906e+01
1.632000000000000000e+03,-9.068705337028477231e+01,1.167231826782226562e+02,-1.288935661315917969e+01
1.633000000000000000e+03,-9.068395340545555428e+01,1.167266998291015625e+02,-1.289218330383300781e+01
1.634000000000000000e+03,-9.068085283177657629e+01,1.167301788330078125e+02,-1.289499473571777344e+01
1.635000000000000000e+03,-9.067775503372054402e+01,1.167336502075195312e+02,-1.289779186248779297e+01
1.636000000000000000e+03,-9.067465916213291166e+01,1.167370910644531250e+02,-1.290057373046875000e+01
1.637000000000000000e+03,-9.067156183769454003e+01,1.167405090332031250e+02,-1.290334033966064453e+01
1.638000000000000000e+03,-9.066846953262265174e+01,1.167438964843750000e+02,-1.290609169006347656e+01
1.639000000000000000e+03,-9.066537689881988626e+01,1.167472686767578125e+02,-1.290882778167724609e+01
1.640000000000000000e+03,-9.066228393855431023e+01,1.167506179809570312e+02,-1.291154956817626953e+01
1.641000000000000000e+03,-9.065919289886940646e+01,1.167539367675781250e+02,-1.291425609588623047e+01
1.642000000000000000e+03,-9.065610405763086987e+01,1.167572250366210938e+02,-1.291694831848144531e+01
1.643000000000000000e+03,-9.065301432952790606e+01,1.167605056762695312e+02,-1.291962528228759766e+01
1.644000000000000000e+03,-9.064993043800143369e+01,1.167637557983398438e+02,-1.292228698730468750e+01
1.645000000000000000e+03,-9.064684341855104321e+01,1.167669830322265625e+02,-1.292493438720703125e+01
1.646000000000000000e+03,-9.064375831223203761e+01,1.167701797485351562e+02,-1.292756748199462891e+01
1.647000000000000000e+03,-9.064067707235274440e+01,1.167733612060546875e+02,-1.293018531799316406e+01
1.648000000000000000e+03,-9.063759522495044507e+01,1.167765197753906250e+02,-1.293278789520263672e+01
1.649000000000000000e+03,-9.063451528393525791e+01,1.167796478271484375e+02,-1.293537712097167969e+01
1.650000000000000000e+03,-9.063143613156326239e+01,1.167827606201171875e+02,-1.293795108795166016e+01
1.651000000000000000e+03,-9.062835860354203987e+01,1.167858428955078125e+02,-1.294051074981689453e+01
1.652000000000000000e+03,-9.062528102747543812e+01,1.167889099121093750e+02,-1.294305610656738281e+01
1.653000000000000000e+03,-9.062220590897010197e+01,1.167919540405273438e+02,-1.294558715820312500e+01
1.654000000000000000e+03,-9.061913129820351287e+01,1.167949752807617188e+02,-1.294810390472412109e+01
1.655000000000000000e+03,-9.061605802911086016e+01,1.167979660034179688e+02,-1.295060634613037109e+01
1.656000000000000000e+03,-9.061298721089607966e+01,1.168009414672851562e+02,-1.295309448242187500e+01
1.657000000000000000e+03,-9.060991773017190098e+01,1.168038940429687500e+02,-1.295556831359863281e+01
1.658000000000000000e+03,-9.060684875392939830e+01,1.168068161010742188e+02,-1.295802879333496094e+01
1.659000000000000000e+03,-9.060378083671130867e+01,1.168097229003906250e+02,-1.296047401428222656e+01
1.660000000000000000e+03,-9.060071425464951744e+01,1.168126068115234375e+02,-1.296290588378906250e+01
1.661000000000000000e+03,-9.059764900644609043e+01,1.168154754638671875e+02,-1.296532344818115234e+01
1.662000000000000000e+03,-9.059458564371328748e+01,1.168183135986328125e+02,-1.296772766113281250e+01
1.663000000000000000e+03,-9.059152250643236925e+01,1.168211441040039062e+02,-1.297011661529541016e+01
1.664000000000000000e+03,-9.058846152810063757e+01,1.168239440917968750e+02,-1.297249317169189453e+01
1.665000000000000000e+03,-9.058540132632607822e+01,1.168267211914062500e+02,-1.297485542297363281e+01
1.666000000000000000e+03,-9.058234272801428233e+01,1.168294754028320312e+02,-1.297720336914062500e+01
1.667000000000000000e+03,-9.057928490485080886e+01,1.168322067260742188e+02,-1.297953796386718750e+01
1.668000000000000000e+03,-9.057622868257848836e+01,1.168349304199218750e+02,-1.298185825347900391e+01
1.669000000000000000e+03,-9.057317350914405552e+01,1.168376159667968750e+02,-1.298416519165039062e+01
1.670000000000000000e+03,-9.057012103325362773e+01,1.168402938842773438e+02,-1.298645782470703125e+01
1.671000000000000000e+03,-9.056706767952607606e+01,1.168429489135742188e+02,-1.298873805999755859e+01
1.672000000000000000e+03,-9.056401674549844927e+01,1.168455810546875000e+02,-1.299100494384765625e+01
1.673000000000000000e+03,-9.056096548435689897e+01,1.168481903076171875e+02,-1.299325752258300781e+01
1.674000000000000000e+03,-9.055791801024069798e+01,1.168507843017578125e+02,-1.299549674987792969e+01
1.675000000000000000e+03,-9.055486911186986276e+01,1.168533554077148438e+02,-1.299772262573242188e+01
1.676000000000000000e+03,-9.055182372115729095e+01,1.168559112548828125e+02,-1.299993610382080078e+01
1.677000000000000000e+03,-9.054877964379792843e+01,1.168584518432617188e+02,-1.300213527679443359e+01
1.678000000000000000e+03,-9.054573523835495052e+01,1.168609619140625000e+02,-1.300432205200195312e+01
1.679000000000000000e+03,-9.054269269237556728e+01,1.168634643554687500e+02,-1.300649452209472656e+01
1.680000000000000000e+03,-9.053965091153038713e+01,1.168659362792968750e+02,-1.300865459442138672e+01
1.681000000000000000e+03,-9.053661235079826497e+01,1.168683929443359375e+02,-1.301080131530761719e+01
1.682000000000000000e+03,-9.053357291594907963e+01,1.168708267211914062e+02,-1.301293468475341797e+01
1.683000000000000000e+03,-9.053053615159208789e+01,1.168732452392578125e+02,-1.301505565643310547e+01
1.684000000000000000e+03,-9.052749987588143199e+01,1.168756484985351562e+02,-1.301716327667236328e+01
1.685000000000000000e+03,-9.052446544940772810e+01,1.168780288696289062e+02,-1.301925754547119141e+01
1.686000000000000000e+03,-9.052143259794213748e+01,1.168803863525390625e+02,-1.302133941650390625e+01
1.687000000000000000e+03,-9.051839996143185374e+01,1.168827285766601562e+02,-1.302340793609619141e+01
1.688000000000000000e+03,-9.051536781236144691e+01,1.168850479125976562e+02,-1.302546405792236328e+01
1.689000000000000000e+03,-9.051233913513372897e+01,1.168873596191406250e+02,-1.302750682830810547e+01
1.690000000000000000e+03,-9.050931175533237649e+01,1.168896408081054688e+02,-1.302953720092773438e+01
1.691000000000000000e+03,-9.050628377548632386e+01,1.168919067382812500e+02,-1.303155517578125000e+01
1.692000000000000000e+03,-9.050325763463058593e+01,1.168941574096679688e+02,-1.303356075286865234e+01
1.693000000000000000e+03,-9.050023278936707527e+01,1.168963851928710938e+02,-1.303555393218994141e+01
1.694000000000000000e+03,-9.049721004943101832e+01,1.168985977172851562e+02,-1.303753376007080078e+01
1.695000000000000000e+03,-9.049418725080123238e+01,1.169007949829101562e+02,-1.303950119018554688e+01
1.696000000000000000e+03,-9.049116655465189751e+01,1.169029693603515625e+02,-1.304145622253417969e+01
1.697000000000000000e+03,-9.048814795806029565e+01,1.169051284790039062e+02,-1.304339981079101562e+01
1.698000000000000000e+03,-9.048512930151994738e+01,1.169072723388671875e+02,-1.304533004760742188e+01
1.699000000000000000e+03,-9.048211220293104873e+01,1.169094009399414062e+02,-1.304724884033203125e+01
1.700000000000000000e+03,-9.047909558370682248e+01,1.169115066528320312e+02,-1.304915523529052734e+01
1.701000000000000000e+03,-9.047608159640401482e+01,1.169135971069335938e+02,-1.305104923248291016e+01
1.702000000000000000e+03,-9.047306862404198569e+01,1.169156723022460938e+02,-1.305293083190917969e+01
1.703000000000000000e+03,-9.047005639731952442e+01,1.169177398681640625e+02,-1.305480003356933594e+01
1.704000000000000000e+03,-9.046704518458781763e+01,1.169197692871093750e+02,-1.305665779113769531e+01
1.705000000000000000e+03,-9.046403605825604188e+01,1.169217910766601562e+02,-1.305850410461425781e+01
1.706000000000000000e+03,-9.046102687078055737e+01,1.169238052368164062e+02,-1.306033802032470703e+01
1.707000000000000000e+03,-9.045802191007039994e+01,1.169257965087890625e+02,-1.306215953826904297e+01
1.708000000000000000e+03,-9.045501554686495638e+01,1.169277801513671875e+02,-1.306396961212158203e+01
1.709000000000000000e+03,-9.045201072829540578e+01,1.169297332763671875e+02,-1.306576824188232422e+01
1.710000000000000000e+03,-9.044900771993665956e+01,1.169316711425781250e+02,-1.306755352020263672e+01
1.711000000000000000e+03,-9.044600651947186520e+01,1.169335937500000000e+02,-1.306932830810546875e+01
1.712000000000000000e+03,-9.044300712458863245e+01,1.169355087280273438e+02,-1.307109069824218750e+01
1.713000000000000000e+03,-9.044000686510463538e+01,1.169374084472656250e+02,-1.307284259796142578e+01
1.714000000000000000e+03,-9.043700894347814767e+01,1.169392776489257812e+02,-1.307458114624023438e+01
1.715000000000000000e+03,-9.043401095852567551e+01,1.169411392211914062e+02,-1.307630920410156250e+01
1.716000000000000000e+03,-9.043101610663163115e+01,1.169429855346679688e+02,-1.307802581787109375e+01
1.717000000000000000e+03,-9.042802252037822086e+01,1.169448089599609375e+02,-1.307973003387451172e+01
1.718000000000000000e+03,-9.042502886922746086e+01,1.169466323852539062e+02,-1.308142471313476562e+01
1.719000000000000000e+03,-9.042203568610567288e+01,1.169484329223632812e+02,-1.308310604095458984e+01
1.720000000000000000e+03,-9.041904615749929519e+01,1.169502182006835938e+02,-1.308477687835693359e+01
1.721000000000000000e+03,-9.041605735876137828e+01,1.169519958496093750e+02,-1.308643722534179688e+01
1.722000000000000000e+03,-9.041306849438765880e+01,1.169537429809570312e+02,-1.308808517456054688e+01
1.723000000000000000e+03,-9.041008248043621620e+01,1.169554824829101562e+02,-1.308972263336181641e+01
1.724000000000000000e+03,-9.040709692948313148e+01,1.169571990966796875e+02,-1.309134960174560547e+01
1.725000000000000000e+03,-9.040411290034978720e+01,1.169589080810546875e+02,-1.309296512603759766e+01
1.726000000000000000e+03,-9.040113118453932373e+01,1.169606018066406250e+02,-1.309456920623779297e+01
1.727000000000000000e+03,-9.039814913641137650e+01,1.169622802734375000e+02,-1.309616184234619141e+01
1.728000000000000000e+03,-9.039516860638360640e+01,1.169639511108398438e+02,-1.309774398803710938e+01
1.729000000000000000e+03,-9.039218880113801902e+01,1.169656066894531250e+02,-1.309931468963623047e+01
1.730000000000000000e+03,-9.038921103901108722e+01,1.169672393798828125e+02,-1.310087490081787109e+01
1.731000000000000000e+03,-9.038623452668944935e+01,1.169688644409179688e+02,-1.310242462158203125e+01
1.732000000000000000e+03,-9.038325899967874477e+01,1.169704818725585938e+02,-1.310396289825439453e+01
1.733000000000000000e+03,-9.038028472049489892e+01,1.169720764160156250e+02,-1.310549163818359375e+01
1.734000000000000000e+03,-9.037731247686136271e+01,1.169736633300781250e+02,-1.310700893402099609e+01
1.735000000000000000e+03,-9.037434121485831895e+01,1.169752349853515625e+02,-1.310851573944091797e+01
1.736000000000000000e+03,-9.037137093386243691e+01,1.169767913818359375e+02,-1.311001110076904297e+01
1.737000000000000000e+03,-9.036840294537461205e+01,1.169783325195312500e+02,-1.311149692535400391e+01
1.738000000000000000e+03,-9.036543383689229358e+01,1.169798660278320312e+02,-1.311297130584716797e+01
1.739000000000000000e+03,-9.036246701895774436e+01,1.169813842773437500e+02,-1.311443519592285156e+01
1.740000000000000000e+03,-9.035950222637703177e+01,1.169828872680664062e+02,-1.311588954925537109e+01
1.741000000000000000e+03,-9.035653840955134797e+01,1.169843750000000000e+02,-1.311733341217041016e+01
1.742000000000000000e+03,-9.035357504480327862e+01,1.169858474731445312e+02,-1.311876678466796875e+01
1.743000000000000000e+03,-9.035061526881123939e+01,1.169873123168945312e+02,-1.312018966674804688e+01
1.744000000000000000e+03,-9.034765541917994369e+01,1.169887542724609375e+02,-1.312160301208496094e+01
1.745000000000000000e+03,-9.034469601942548422e+01,1.169901885986328125e+02,-1.312300586700439453e+01
1.746000000000000000e+03,-9.034173811327571002e+01,1.169916152954101562e+02,-1.312439823150634766e+01
1.747000000000000000e+03,-9.033878222033463601e+01,1.169930191040039062e+02,-1.312578010559082031e+01
1.748000000000000000e+03,-9.033582729600854577e+01,1.169944152832031250e+02,-1.312715244293212891e+01
1.749000000000000000e+03,-9.033287333968891630e+01,1.169957962036132812e+02,-1.312851524353027344e+01
1.750000000000000000e+03,-9.032992009065800687e+01,1.169971618652343750e+02,-1.312986755371093750e+01
1.751000000000000000e+03,-9.032696858857048028e+01,1.169985122680664062e+02,-1.313120937347412109e+01
1.752000000000000000e+03,-9.032401857147355884e+01,1.169998626708984375e+02,-1.313254261016845703e+01
1.753000000000000000e+03,-9.032106899938334266e+01,1.170012054443359375e+02,-1.313386440277099609e+01
1.754000000000000000e+03,-9.031812246679315592e+01,1.170025253295898438e+02,-1.313517761230468750e+01
1.755000000000000000e+03,-9.031517637659526088e+01,1.170038375854492188e+02,-1.313648128509521484e+01
1.756000000000000000e+03,-9.031223202450678400e+01,1.170051345825195312e+02,-1.313777542114257812e+01
1.757000000000000000e+03,-9.030928733733259151e+01,1.170064239501953125e+02,-1.313905906677246094e+01
1.758000000000000000e+03,-9.030634412801609301e+01,1.170076904296875000e+02,-1.314033412933349609e+01
1.759000000000000000e+03,-9.030340368753799396e+01,1.170089492797851562e+02,-1.314159870147705078e+01
1.760000000000000000e+03,-9.030046316975992227e+01,1.170102081298828125e+02,-1.314285373687744141e+01
1.761000000000000000e+03,-9.029752567430519150e+01,1.170114440917968750e+02,-1.314410018920898438e+01
1.762000000000000000e+03,-9.029458810036263117e+01,1.170126800537109375e+02,-1.314533615112304688e+01
1.763000000000000000e+03,-9.029165199640056017e+01,1.170138931274414062e+02,-1.314656257629394531e+01
1.764000000000000000e+03,-9.028871684547397081e+01,1.170150985717773438e+02,-1.314778041839599609e+01
1.765000000000000000e+03,-9.028578316195101650e+01,1.170162811279296875e+02,-1.314898872375488281e+01
1.766000000000000000e+03,-9.028284991497507406e+01,1.170174713134765625e+02,-1.315018844604492188e+01
1.767000000000000000e+03,-9.027991916205628797e+01,1.170186462402343750e+02,-1.315137863159179688e+01
1.768000000000000000e+03,-9.027698987164851019e+01,1.170198059082031250e+02,-1.315255928039550781e+01
1.769000000000000000e+03,-9.027406101498414159e+01,1.170209579467773438e+02,-1.315373039245605469e+01
1.770000000000000000e+03,-9.027113464541776011e+01,1.170220870971679688e+02,-1.315489292144775391e+01
1.771000000000000000e+03,-9.026820819485580216e+01,1.170232238769531250e+02,-1.315604686737060547e+01
1.772000000000000000e+03,-9.026528371492589997e+01,1.170243453979492188e+02,-1.315719127655029297e+01
1.773000000000000000e+03,-9.026236069078638025e+01,1.170254516601562500e+02,-1.315832710266113281e+01
1.774000000000000000e+03,-9.025943758528885041e+01,1.170265426635742188e+02,-1.315945434570312500e+01
1.775000000000000000e+03,-9.025651644592242917e+01,1.170276336669921875e+02,-1.316057300567626953e+01
1.776000000000000000e+03,-9.025359727004396859e+01,1.170287170410156250e+02,-1.316168117523193359e+01
1.777000000000000000e+03,-9.025067801176129478e+01,1.170297775268554688e+02,-1.316278171539306641e+01
1.778000000000000000e+03,-9.024776173538049306e+01,1.170308303833007812e+02,-1.316387367248535156e+01
1.779000000000000000e+03,-9.024484537544574891e+01,1.170318832397460938e+02,-1.316495800018310547e+01
1.780000000000000000e+03,-9.024193046279557961e+01,1.170329208374023438e+02,-1.316603183746337891e+01
1.781000000000000000e+03,-9.023901750527434729e+01,1.170339431762695312e+02,-1.316709709167480469e+01
1.782000000000000000e+03,-9.023610548205626003e+01,1.170349578857421875e+02,-1.316815376281738281e+01
1.783000000000000000e+03,-9.023319439257173258e+01,1.170359649658203125e+02,-1.316920280456542969e+01
1.784000000000000000e+03,-9.023028474467209037e+01,1.170369644165039062e+02,-1.317024326324462891e+01
1.785000000000000000e+03,-9.022737552060735311e+01,1.170379486083984375e+02,-1.317127513885498047e+01
1.786000000000000000e+03,-9.022446976727074741e+01,1.170389328002929688e+02,-1.317229938507080078e+01
1.787000000000000000e+03,-9.022156392719685414e+01,1.170399017333984375e+02,-1.317331409454345703e+01
1.788000000000000000e+03,-9.021865901598167170e+01,1.170408554077148438e+02,-1.317432117462158203e+01
1.789000000000000000e+03,-9.021575503306152655e+01,1.170418014526367188e+02,-1.317531967163085938e+01
1.790000000000000000e+03,-9.021285299064081187e+01,1.170427398681640625e+02,-1.317631053924560547e+01
1.791000000000000000e+03,-9.020995238008211459e+01,1.170436706542968750e+02,-1.317729282379150391e+01
1.792000000000000000e+03,-9.020705269410392191e+01,1.170445861816406250e+02,-1.317826747894287109e+01
1.793000000000000000e+03,-9.020415494288872083e+01,1.170455017089843750e+02,-1.317923355102539062e+01
1.794000000000000000e+03,-9.020125760875517074e+01,1.170464019775390625e+02,-1.318019104003906250e+01
1.795000000000000000e+03,-9.019836321564270065e+01,1.170472946166992188e+02,-1.318114185333251953e+01
1.796000000000000000e+03,-9.019546772407308310e+01,1.170481796264648438e+02,-1.318208408355712891e+01
1.797000000000000000e+03,-9.019257365765025725e+01,1.170490570068359375e+02,-1.318301868438720703e+01
1.798000000000000000e+03,-9.018968202219035390e+01,1.170499267578125000e+02,-1.318394470214843750e+01
1.799000000000000000e+03,-9.018679180741452228e+01,1.170507888793945312e+02,-1.318486309051513672e+01
1.800000000000000000e+03,-9.018390250874850267e+01,1.170516357421875000e+02,-1.318577384948730469e+01
1.801000000000000000e+03,-9.018101462832825632e+01,1.170524826049804688e+02,-1.318667793273925781e+01
1.802000000000000000e+03,-9.017812766225199539e+01,1.170533142089843750e+02,-1.318757343292236328e+01
1.803000000000000000e+03,-9.017524211198990258e+01,1.170541381835937500e+02,-1.318846130371093750e+01
1.804000000000000000e+03,-9.017235647094324236e+01,1.170549545288085938e+02,-1.318934154510498047e+01
1.805000000000000000e+03,-9.016947475137283163e+01,1.170557632446289062e+02,-1.319021415710449219e+01
1.806000000000000000e+03,-9.016659243757870001e+01,1.170565643310546875e+02,-1.319107913970947266e+01
1.807000000000000000e+03,-9.016371203544207447e+01,1.170573577880859375e+02,-1.319193553924560547e+01
1.808000000000000000e+03,-9.016083254171981309e+01,1.170581512451171875e+02,-1.319278621673583984e+01
1.809000000000000000e+03,-9.015795345584845677e+01,1.170589294433593750e+02,-1.319362926483154297e+01
1.810000000000000000e+03,-9.015507727674027194e+01,1.170596923828125000e+02,-1.319446372985839844e+01
1.811000000000000000e+03,-9.015220200244104376e+01,1.170604629516601562e+02,-1.319529247283935547e+01
1.812000000000000000e+03,-9.014932763241449720e+01,1.170612106323242188e+02,-1.319611263275146484e+01
1.813000000000000000e+03,-9.014645366742415433e+01,1.170619659423828125e+02,-1.319692611694335938e+01
1.814000000000000000e+03,-9.014358309814960535e+01,1.170626983642578125e+02,-1.319773197174072266e+01
1.815000000000000000e+03,-9.014071243282300827e+01,1.170634384155273438e+02,-1.319853115081787109e+01
1.816000000000000000e+03,-9.013784167288764593e+01,1.170641632080078125e+02,-1.319932270050048828e+01
1.817000000000000000e+03,-9.013497479885617736e+01,1.170648727416992188e+02,-1.320010757446289062e+01
1.818000000000000000e+03,-9.013210832489492930e+01,1.170655822753906250e+02,-1.320088481903076172e+01
1.819000000000000000e+03,-9.012924274818816173e+01,1.170662841796875000e+02,-1.320165634155273438e+01
1.820000000000000000e+03,-9.012637757180728215e+01,1.170669784545898438e+02,-1.320241928100585938e+01
1.821000000000000000e+03,-9.012351577264716695e+01,1.170676574707031250e+02,-1.320317554473876953e+01
1.822000000000000000e+03,-9.012065437079732533e+01,1.170683441162109375e+02,-1.320392513275146484e+01
1.823000000000000000e+03,-9.011779188045316857e+01,1.170690155029296875e+02,-1.320466804504394531e+01
1.824000000000000000e+03,-9.011493276085255388e+01,1.170696792602539062e+02,-1.320540428161621094e+01
1.825000000000000000e+03,-9.011207601704535364e+01,1.170703353881835938e+02,-1.320613288879394531e+01
1.826000000000000000e+03,-9.010921917336577280e+01,1.170709915161132812e+02,-1.320685577392578125e+01
1.827000000000000000e+03,-9.010636321948199168e+01,1.170716323852539062e+02,-1.320757102966308594e+01
1.828000000000000000e+03,-9.010350815487419140e+01,1.170722808837890625e+02,-1.320828056335449219e+01
1.829000000000000000e+03,-9.010065595289965756e+01,1.170729064941406250e+02,-1.320898342132568359e+01
1.830000000000000000e+03,-9.009780414342534982e+01,1.170735321044921875e+02,-1.320967864990234375e+01
1.831000000000000000e+03,-9.009495469819448488e+01,1.170741500854492188e+02,-1.321036911010742188e+01
1.832000000000000000e+03,-9.009210564378817310e+01,1.170747604370117188e+02,-1.321105194091796875e+01
1.833000000000000000e+03,-9.008925796501456773e+01,1.170753631591796875e+02,-1.321172809600830078e+01
1.834000000000000000e+03,-9.008641018483339735e+01,1.170759658813476562e+02,-1.321239852905273438e+01
1.835000000000000000e+03,-9.008356574538447603e+01,1.170765686035156250e+02,-1.321306133270263672e+01
1.836000000000000000e+03,-9.008071972923411863e+01,1.170771560668945312e+02,-1.321371936798095703e+01
1.837000000000000000e+03,-9.007787704957529229e+01,1.170777435302734375e+02,-1.321436977386474609e+01
1.838000000000000000e+03,-9.007503770107942387e+01,1.170783157348632812e+02,-1.321501445770263672e+01
1.839000000000000000e+03,-9.007219530522891660e+01,1.170788879394531250e+02,-1.321565246582031250e+01
1.840000000000000000e+03,-9.006935721809759343e+01,1.170794525146484375e+02,-1.321628475189208984e+01
1.841000000000000000e+03,-9.006651951560975533e+01,1.170800094604492188e+02,-1.321691036224365234e+01
1.842000000000000000e+03,-9.006368366608064946e+01,1.170805587768554688e+02,-1.321753025054931641e+01
1.843000000000000000e+03,-9.006084722225791950e+01,1.170811004638671875e+02,-1.321814441680908203e+01
1.844000000000000000e+03,-9.005801311839871914e+01,1.170816497802734375e+02,-1.321875190734863281e+01
1.845000000000000000e+03,-9.005518037447400559e+01,1.170821838378906250e+02,-1.321935367584228516e+01
1.846000000000000000e+03,-9.005234947704012427e+01,1.170827102661132812e+02,-1.321994972229003906e+01
1.847000000000000000e+03,-9.004951847291960121e+01,1.170832366943359375e+02,-1.322054004669189453e+01
1.848000000000000000e+03,-9.004668980039846815e+01,1.170837554931640625e+02,-1.322112369537353516e+01
1.849000000000000000e+03,-9.004386296906589848e+01,1.170842590332031250e+02,-1.322170162200927734e+01
1.850000000000000000e+03,-9.004103651630248351e+01,1.170847625732421875e+02,-1.322227382659912109e+01
1.851000000000000000e+03,-9.003821092899050882e+01,1.170852661132812500e+02,-1.322284030914306641e+01
1.852000000000000000e+03,-9.003538717885425058e+01,1.170857620239257812e+02,-1.322340106964111328e+01
1.853000000000000000e+03,-9.003256429192076382e+01,1.170862503051757812e+02,-1.322395610809326172e+01
1.854000000000000000e+03,-9.002974275317708930e+01,1.170867309570312500e+02,-1.322450447082519531e+01
1.855000000000000000e+03,-9.002692207602589747e+01,1.170872116088867188e+02,-1.322504901885986328e+01
1.856000000000000000e+03,-9.002410322967294576e+01,1.170876846313476562e+02,-1.322558689117431641e+01
1.857000000000000000e+03,-9.002128524267773457e+01,1.170881500244140625e+02,-1.322611808776855469e+01
1.858000000000000000e+03,-9.001846908299141603e+01,1.170886154174804688e+02,-1.322664546966552734e+01
1.859000000000000000e+03,-9.001565378043601129e+01,1.170890808105468750e+02,-1.322716617584228516e+01
1.860000000000000000e+03,-9.001283981811945978e+01,1.170895309448242188e+02,-1.322768211364746094e+01
1.861000000000000000e+03,-9.001002719461938284e+01,1.170899810791015625e+02,-1.322819232940673828e+01
1.862000000000000000e+03,-9.000721590851561871e+01,1.170904159545898438e+02,-1.322869682312011719e+01
1.863000000000000000e+03,-9.000440547573730043e+01,1.170908584594726562e+02,-1.322919654846191406e+01
1.864000000000000000e+03,-9.000159589580516695e+01,1.170912933349609375e+02,-1.322969055175781250e+01
1.865000000000000000e+03,-8.999879054244536292e+01,1.170917129516601562e+02,-1.323017883300781250e+01
1.866000000000000000e+03,-8.999598218287060547e+01,1.170921401977539062e+02,-1.323066234588623047e+01
1.867000000000000000e+03,-8.999317804517842490e+01,1.170925598144531250e+02,-1.323114013671875000e+01
1.868000000000000000e+03,-8.999037427359502317e+01,1.170929718017578125e+02,-1.323161315917968750e+01
1.869000000000000000e+03,-8.998757038779370987e+01,1.170933837890625000e+02,-1.323208141326904297e+01
1.870000000000000000e+03,-8.998476879154085850e+01,1.170937957763671875e+02,-1.323254394531250000e+01
