step,power_db,theta_deg,phi_deg
4.067000000000000000e+03,-8.599739129879252175e+01,1.171510162353515625e+02,-1.299792480468750000e+01
4.068000000000000000e+03,-8.599620513724140380e+01,1.171510314941406250e+02,-1.299780178070068359e+01
4.069000000000000000e+03,-8.599501814917395848e+01,1.171510467529296875e+02,-1.299767875671386719e+01
4.070000000000000000e+03,-8.599383186879926200e+01,1.171510543823242188e+02,-1.299755573272705078e+01
4.071000000000000000e+03,-8.599264706213851639e+01,1.171510696411132812e+02,-1.299743270874023438e+01
4.072000000000000000e+03,-8.599146372807422267e+01,1.171510848999023438e+02,-1.299730968475341797e+01
4.073000000000000000e+03,-8.599027956720607335e+01,1.171510848999023438e+02,-1.299718666076660156e+01
4.074000000000000000e+03,-8.598909611206993020e+01,1.171510848999023438e+02,-1.299706363677978516e+01
4.075000000000000000e+03,-8.598791144798363462e+01,1.171511001586914062e+02,-1.299694061279296875e+01
4.076000000000000000e+03,-8.598673016883520859e+01,1.171511077880859375e+02,-1.299681758880615234e+01
4.077000000000000000e+03,-8.598554768038553675e+01,1.171511230468750000e+02,-1.299669456481933594e+01
4.078000000000000000e+03,-8.598436398370967026e+01,1.171511383056640625e+02,-1.299657249450683594e+01
4.079000000000000000e+03,-8.598318405136703291e+01,1.171511535644531250e+02,-1.299644947052001953e+01
4.080000000000000000e+03,-8.598200443951250804e+01,1.171511688232421875e+02,-1.299632644653320312e+01
4.081000000000000000e+03,-8.598082285468620967e+01,1.171511764526367188e+02,-1.299620342254638672e+01
4.082000000000000000e+03,-8.597964082702576150e+01,1.171511917114257812e+02,-1.299608039855957031e+01
4.083000000000000000e+03,-8.597845797497397768e+01,1.171512069702148438e+02,-1.299595737457275391e+01
4.084000000000000000e+03,-8.597727850021625784e+01,1.171512222290039062e+02,-1.299583435058593750e+01
4.085000000000000000e+03,-8.597609820030213257e+01,1.171512222290039062e+02,-1.299571132659912109e+01
4.086000000000000000e+03,-8.597491745768606108e+01,1.171512374877929688e+02,-1.299558830261230469e+01
4.087000000000000000e+03,-8.597373703599836858e+01,1.171512451171875000e+02,-1.299546527862548828e+01
4.088000000000000000e+03,-8.597255960547744280e+01,1.171512603759765625e+02,-1.299534225463867188e+01
4.089000000000000000e+03,-8.597138058716622311e+01,1.171512756347656250e+02,-1.299521923065185547e+01
4.090000000000000000e+03,-8.597020341396955700e+01,1.171512756347656250e+02,-1.299509716033935547e+01
4.091000000000000000e+03,-8.596902579740928729e+01,1.171512908935546875e+02,-1.299497413635253906e+01
4.092000000000000000e+03,-8.596784964330288403e+01,1.171513061523437500e+02,-1.299485111236572266e+01
4.093000000000000000e+03,-8.596666771210395552e+01,1.171513137817382812e+02,-1.299472808837890625e+01
4.094000000000000000e+03,-8.596549257722062976e+01,1.171513290405273438e+02,-1.299460506439208984e+01
4.095000000000000000e+03,-8.596431737946059570e+01,1.171513442993164062e+02,-1.299448204040527344e+01
4.096000000000000000e+03,-8.596314059631582438e+01,1.171513595581054688e+02,-1.299435901641845703e+01
4.097000000000000000e+03,-8.596196565418355817e+01,1.171513595581054688e+02,-1.299423599243164062e+01
4.098000000000000000e+03,-8.596079179074533272e+01,1.171513595581054688e+02,-1.299411296844482422e+01
4.099000000000000000e+03,-8.595961558204010089e+01,1.171513671875000000e+02,-1.299398994445800781e+01
4.100000000000000000e+03,-8.595843855105567854e+01,1.171513824462890625e+02,-1.299386692047119141e+01
4.101000000000000000e+03,-8.595726259927799617e+01,1.171513977050781250e+02,-1.299374389648437500e+01
4.102000000000000000e+03,-8.595608962613485460e+01,1.171514129638671875e+02,-1.299362182617187500e+01
4.103000000000000000e+03,-8.595491620982896563e+01,1.171514282226562500e+02,-1.299349880218505859e+01
4.104000000000000000e+03,-8.595374159112844836e+01,1.171514358520507812e+02,-1.299337577819824219e+01
4.105000000000000000e+03,-8.595256880897890994e+01,1.171514511108398438e+02,-1.299325275421142578e+01
4.106000000000000000e+03,-8.595139444528003025e+01,1.171514663696289062e+02,-1.299312973022460938e+01
4.107000000000000000e+03,-8.595022343529608122e+01,1.171514816284179688e+02,-1.299300670623779297e+01
4.108000000000000000e+03,-8.594905198211561981e+01,1.171514968872070312e+02,-1.299288368225097656e+01
4.109000000000000000e+03,-8.594788122416031229e+01,1.171515045166015625e+02,-1.299276065826416016e+01
4.110000000000000000e+03,-8.594671002328172449e+01,1.171515197753906250e+02,-1.299263763427734375e+01
4.111000000000000000e+03,-8.594554027553101605e+01,1.171515350341796875e+02,-1.299251461029052734e+01
4.112000000000000000e+03,-8.594436932668246243e+01,1.171515350341796875e+02,-1.299239158630371094e+01
4.113000000000000000e+03,-8.594319717779229961e+01,1.171515350341796875e+02,-1.299226856231689453e+01
4.114000000000000000e+03,-8.594202837569694964e+01,1.171515350341796875e+02,-1.299214649200439453e+01
4.115000000000000000e+03,-8.594085913064624549e+01,1.171515502929687500e+02,-1.299202346801757812e+01
4.116000000000000000e+03,-8.593968944308252844e+01,1.171515655517578125e+02,-1.299190044403076172e+01
4.117000000000000000e+03,-8.593851855642965631e+01,1.171515731811523438e+02,-1.299177742004394531e+01
4.118000000000000000e+03,-8.593735025581398190e+01,1.171515884399414062e+02,-1.299165439605712891e+01
4.119000000000000000e+03,-8.593618189109412242e+01,1.171516036987304688e+02,-1.299153137207031250e+01
4.120000000000000000e+03,-8.593501270599875852e+01,1.171516189575195312e+02,-1.299140834808349609e+01
4.121000000000000000e+03,-8.593384723849956686e+01,1.171516342163085938e+02,-1.299128532409667969e+01
4.122000000000000000e+03,-8.593267943767494899e+01,1.171516418457031250e+02,-1.299116230010986328e+01
4.123000000000000000e+03,-8.593151308448013026e+01,1.171516571044921875e+02,-1.299103927612304688e+01
4.124000000000000000e+03,-8.593034666664259191e+01,1.171516723632812500e+02,-1.299091625213623047e+01
4.125000000000000000e+03,-8.592917942890629490e+01,1.171516876220703125e+02,-1.299079322814941406e+01
4.126000000000000000e+03,-8.592801363758398736e+01,1.171516952514648438e+02,-1.299067115783691406e+01
4.127000000000000000e+03,-8.592684853660841782e+01,1.171517105102539062e+02,-1.299054813385009766e+01
4.128000000000000000e+03,-8.592568223854728160e+01,1.171517257690429688e+02,-1.299042606353759766e+01
4.129000000000000000e+03,-8.592451814006564348e+01,1.171517410278320312e+02,-1.299030399322509766e+01
4.130000000000000000e+03,-8.592335284477046287e+01,1.171517562866210938e+02,-1.299018192291259766e+01
4.131000000000000000e+03,-8.592218861623960890e+01,1.171517562866210938e+02,-1.299005985260009766e+01
4.132000000000000000e+03,-8.592102545369910160e+01,1.171517562866210938e+02,-1.298993778228759766e+01
4.133000000000000000e+03,-8.591986071816974402e+01,1.171517562866210938e+02,-1.298981571197509766e+01
4.134000000000000000e+03,-8.591869516457106215e+01,1.171517639160156250e+02,-1.298969364166259766e+01
4.135000000000000000e+03,-8.591753331385822889e+01,1.171517791748046875e+02,-1.298957061767578125e+01
4.136000000000000000e+03,-8.591637215047143172e+01,1.171517944335937500e+02,-1.298944854736328125e+01
4.137000000000000000e+03,-8.591521054449286510e+01,1.171518096923828125e+02,-1.298932647705078125e+01
4.138000000000000000e+03,-8.591404849636056440e+01,1.171518249511718750e+02,-1.298920440673828125e+01
4.139000000000000000e+03,-8.591288713535783472e+01,1.171518325805664062e+02,-1.298908233642578125e+01
4.140000000000000000e+03,-8.591172081830110585e+01,1.171518478393554688e+02,-1.298896026611328125e+01
4.141000000000000000e+03,-8.591056158382173180e+01,1.171518630981445312e+02,-1.298883819580078125e+01
4.142000000000000000e+03,-8.590940153074683394e+01,1.171518783569335938e+02,-1.298871612548828125e+01
4.143000000000000000e+03,-8.590824216333297159e+01,1.171518936157226562e+02,-1.298859405517578125e+01
4.144000000000000000e+03,-8.590708009910122200e+01,1.171519012451171875e+02,-1.298847198486328125e+01
4.145000000000000000e+03,-8.590592097547629180e+01,1.171519165039062500e+02,-1.298834991455078125e+01
4.146000000000000000e+03,-8.590476291229380479e+01,1.171519317626953125e+02,-1.298822784423828125e+01
4.147000000000000000e+03,-8.590360290496077766e+01,1.171519470214843750e+02,-1.298810577392578125e+01
4.148000000000000000e+03,-8.590244358276281389e+01,1.171519546508789062e+02,-1.298798370361328125e+01
4.149000000000000000e+03,-8.590128644634609145e+01,1.171519546508789062e+02,-1.298786163330078125e+01
4.150000000000000000e+03,-8.590012736708712282e+01,1.171519546508789062e+02,-1.298773956298828125e+01
4.151000000000000000e+03,-8.589897197279158547e+01,1.171519546508789062e+02,-1.298761749267578125e+01
4.152000000000000000e+03,-8.589781688579469687e+01,1.171519699096679688e+02,-1.298749542236328125e+01
4.153000000000000000e+03,-8.589665610787817229e+01,1.171519851684570312e+02,-1.298737335205078125e+01
4.154000000000000000e+03,-8.589550201136114538e+01,1.171520004272460938e+02,-1.298725128173828125e+01
4.155000000000000000e+03,-8.589434260127143261e+01,1.171520156860351562e+02,-1.298712921142578125e+01
4.156000000000000000e+03,-8.589318687182803558e+01,1.171520233154296875e+02,-1.298700618743896484e+01
4.157000000000000000e+03,-8.589203294777853159e+01,1.171520385742187500e+02,-1.298688316345214844e+01
4.158000000000000000e+03,-8.589087596082879372e+01,1.171520538330078125e+02,-1.298676109313964844e+01
4.159000000000000000e+03,-8.588972152770510604e+01,1.171520690917968750e+02,-1.298663902282714844e+01
4.160000000000000000e+03,-8.588856702718844360e+01,1.171520843505859375e+02,-1.298651695251464844e+01
4.161000000000000000e+03,-8.588741283349521893e+01,1.171520919799804688e+02,-1.298639488220214844e+01
4.162000000000000000e+03,-8.588625745053555249e+01,1.171521072387695312e+02,-1.298627281188964844e+01
4.163000000000000000e+03,-8.588510499204458881e+01,1.171521224975585938e+02,-1.298615074157714844e+01
4.164000000000000000e+03,-8.588395209172632860e+01,1.171521377563476562e+02,-1.298602867126464844e+01
4.165000000000000000e+03,-8.588279837632987324e+01,1.171521530151367188e+02,-1.298590660095214844e+01
4.166000000000000000e+03,-8.588164870318790634e+01,1.171521606445312500e+02,-1.298578453063964844e+01
4.167000000000000000e+03,-8.588049447899230415e+01,1.171521759033203125e+02,-1.298566246032714844e+01
4.168000000000000000e+03,-8.587934354856621155e+01,1.171521759033203125e+02,-1.298554039001464844e+01
4.169000000000000000e+03,-8.587819142991806132e+01,1.171521759033203125e+02,-1.298541831970214844e+01
4.170000000000000000e+03,-8.587703961682879594e+01,1.171521911621093750e+02,-1.298529624938964844e+01
4.171000000000000000e+03,-8.587588698986721170e+01,1.171522064208984375e+02,-1.298517417907714844e+01
4.172000000000000000e+03,-8.587473690667891901e+01,1.171522140502929688e+02,-1.298505210876464844e+01
4.173000000000000000e+03,-8.587358675507879013e+01,1.171522293090820312e+02,-1.298493003845214844e+01
4.174000000000000000e+03,-8.587243504402852068e+01,1.171522445678710938e+02,-1.298480796813964844e+01
4.175000000000000000e+03,-8.587128550179356523e+01,1.171522598266601562e+02,-1.298468589782714844e+01
4.176000000000000000e+03,-8.587013626375255626e+01,1.171522750854492188e+02,-1.298456382751464844e+01
4.177000000000000000e+03,-8.586898881973455389e+01,1.171522827148437500e+02,-1.298444175720214844e+01
4.178000000000000000e+03,-8.586783981680575550e+01,1.171522827148437500e+02,-1.298431968688964844e+01
4.179000000000000000e+03,-8.586668962858377085e+01,1.171522979736328125e+02,-1.298419761657714844e+01
4.180000000000000000e+03,-8.586554272251341047e+01,1.171523132324218750e+02,-1.298407554626464844e+01
4.181000000000000000e+03,-8.586439500293226956e+01,1.171523132324218750e+02,-1.298395347595214844e+01
4.182000000000000000e+03,-8.586324647056520121e+01,1.171523284912109375e+02,-1.298383140563964844e+01
4.183000000000000000e+03,-8.586210158902230205e+01,1.171523437500000000e+02,-1.298370933532714844e+01
4.184000000000000000e+03,-8.586095552197514280e+01,1.171523513793945312e+02,-1.298358726501464844e+01
4.185000000000000000e+03,-8.585980641188729123e+01,1.171523666381835938e+02,-1.298346519470214844e+01
4.186000000000000000e+03,-8.585865909221499237e+01,1.171523818969726562e+02,-1.298334312438964844e+01
4.187000000000000000e+03,-8.585750984647539497e+01,1.171523971557617188e+02,-1.298322105407714844e+01
4.188000000000000000e+03,-8.585636647601668869e+01,1.171524124145507812e+02,-1.298309898376464844e+01
4.189000000000000000e+03,-8.585522229253869853e+01,1.171524200439453125e+02,-1.298297691345214844e+01
4.190000000000000000e+03,-8.585407581188033532e+01,1.171524353027343750e+02,-1.298285484313964844e+01
4.191000000000000000e+03,-8.585293408727245890e+01,1.171524505615234375e+02,-1.298273277282714844e+01
4.192000000000000000e+03,-8.585178858145674496e+01,1.171524505615234375e+02,-1.298261070251464844e+01
4.193000000000000000e+03,-8.585064597419514598e+01,1.171524505615234375e+02,-1.298248863220214844e+01
4.194000000000000000e+03,-8.584950107165929012e+01,1.171524505615234375e+02,-1.298236656188964844e+01
4.195000000000000000e+03,-8.584835980745729955e+01,1.171524658203125000e+02,-1.298224353790283203e+01
4.196000000000000000e+03,-8.584721773117969690e+01,1.171524810791015625e+02,-1.298212146759033203e+01
4.197000000000000000e+03,-8.584607521408322839e+01,1.171524887084960938e+02,-1.298199939727783203e+01
4.198000000000000000e+03,-8.584493151571496128e+01,1.171525039672851562e+02,-1.298187732696533203e+01
4.199000000000000000e+03,-8.584378811845613200e+01,1.171525192260742188e+02,-1.298175525665283203e+01
4.200000000000000000e+03,-8.584264798410811181e+01,1.171525344848632812e+02,-1.298163318634033203e+01
4.201000000000000000e+03,-8.584150592810885882e+01,1.171525421142578125e+02,-1.298151111602783203e+01
4.202000000000000000e+03,-8.584036713275969532e+01,1.171525573730468750e+02,-1.298138904571533203e+01
4.203000000000000000e+03,-8.583922641622235972e+01,1.171525726318359375e+02,-1.298126697540283203e+01
4.204000000000000000e+03,-8.583808710879593207e+01,1.171525878906250000e+02,-1.298114490509033203e+01
4.205000000000000000e+03,-8.583694329330070616e+01,1.171526031494140625e+02,-1.298102283477783203e+01
4.206000000000000000e+03,-8.583580532390632811e+01,1.171526107788085938e+02,-1.298090076446533203e+01
4.207000000000000000e+03,-8.583466210913528016e+01,1.171526260375976562e+02,-1.298077869415283203e+01
4.208000000000000000e+03,-8.583352399830162938e+01,1.171526412963867188e+02,-1.298065662384033203e+01
4.209000000000000000e+03,-8.583238914061426783e+01,1.171526565551757812e+02,-1.298053455352783203e+01
4.210000000000000000e+03,-8.583124904027725677e+01,1.171526718139648438e+02,-1.298041248321533203e+01
4.211000000000000000e+03,-8.583011071586938101e+01,1.171526718139648438e+02,-1.298029041290283203e+01
4.212000000000000000e+03,-8.582897379699168994e+01,1.171526718139648438e+02,-1.298016834259033203e+01
4.213000000000000000e+03,-8.582783606871102222e+01,1.171526794433593750e+02,-1.298004627227783203e+01
4.214000000000000000e+03,-8.582669974506859489e+01,1.171526947021484375e+02,-1.297992420196533203e+01
4.215000000000000000e+03,-8.582556445624852870e+01,1.171527099609375000e+02,-1.297980213165283203e+01
4.216000000000000000e+03,-8.582442762065102215e+01,1.171527252197265625e+02,-1.297968006134033203e+01
4.217000000000000000e+03,-8.582329181975785559e+01,1.171527404785156250e+02,-1.297955799102783203e+01
4.218000000000000000e+03,-8.582215373631539990e+01,1.171527481079101562e+02,-1.297943592071533203e+01
4.219000000000000000e+03,-8.582101926668443070e+01,1.171527481079101562e+02,-1.297931385040283203e+01
4.220000000000000000e+03,-8.581988435670452020e+01,1.171527633666992188e+02,-1.297919178009033203e+01
4.221000000000000000e+03,-8.581874753394542665e+01,1.171527786254882812e+02,-1.297906970977783203e+01
4.222000000000000000e+03,-8.581761100868669701e+01,1.171527938842773438e+02,-1.297894763946533203e+01
4.223000000000000000e+03,-8.581647735691701939e+01,1.171528015136718750e+02,-1.297882556915283203e+01
4.224000000000000000e+03,-8.581534510476478772e+01,1.171528167724609375e+02,-1.297870349884033203e+01
4.225000000000000000e+03,-8.581421130858176127e+01,1.171528320312500000e+02,-1.297858238220214844e+01
4.226000000000000000e+03,-8.581307817605011223e+01,1.171528320312500000e+02,-1.297846126556396484e+01
4.227000000000000000e+03,-8.581194460381715317e+01,1.171528320312500000e+02,-1.297834014892578125e+01
4.228000000000000000e+03,-8.581081390017295973e+01,1.171528472900390625e+02,-1.297821807861328125e+01
4.229000000000000000e+03,-8.580967981638247011e+01,1.171528625488281250e+02,-1.297809696197509766e+01
4.230000000000000000e+03,-8.580854933480510738e+01,1.171528701782226562e+02,-1.297797584533691406e+01
4.231000000000000000e+03,-8.580741290410662714e+01,1.171528854370117188e+02,-1.297785472869873047e+01
4.232000000000000000e+03,-8.580628521533037656e+01,1.171529006958007812e+02,-1.297773361206054688e+01
4.233000000000000000e+03,-8.580515304748055883e+01,1.171529159545898438e+02,-1.297761249542236328e+01
4.234000000000000000e+03,-8.580402264256713352e+01,1.171529312133789062e+02,-1.297749137878417969e+01
4.235000000000000000e+03,-8.580289289867634750e+01,1.171529388427734375e+02,-1.297737026214599609e+01
4.236000000000000000e+03,-8.580176271504107888e+01,1.171529541015625000e+02,-1.297724819183349609e+01
4.237000000000000000e+03,-8.580063025867917759e+01,1.171529693603515625e+02,-1.297712707519531250e+01
4.238000000000000000e+03,-8.579950469606683328e+01,1.171529846191406250e+02,-1.297700595855712891e+01
4.239000000000000000e+03,-8.579837466072012830e+01,1.171529846191406250e+02,-1.297688484191894531e+01
4.240000000000000000e+03,-8.579724601851629018e+01,1.171529846191406250e+02,-1.297676372528076172e+01
4.241000000000000000e+03,-8.579611803584667484e+01,1.171529998779296875e+02,-1.297664260864257812e+01
4.242000000000000000e+03,-8.579499034606924113e+01,1.171530075073242188e+02,-1.297652149200439453e+01
4.243000000000000000e+03,-8.579386075237628972e+01,1.171530227661132812e+02,-1.297640037536621094e+01
4.244000000000000000e+03,-8.579273072038473913e+01,1.171530380249023438e+02,-1.297627830505371094e+01
4.245000000000000000e+03,-8.579160683705399038e+01,1.171530532836914062e+02,-1.297615718841552734e+01
4.246000000000000000e+03,-8.579047958624661874e+01,1.171530685424804688e+02,-1.297603607177734375e+01
4.247000000000000000e+03,-8.578935226222219512e+01,1.171530761718750000e+02,-1.297591495513916016e+01
4.248000000000000000e+03,-8.578822815582428518e+01,1.171530914306640625e+02,-1.297579383850097656e+01
4.249000000000000000e+03,-8.578710105045001910e+01,1.171531066894531250e+02,-1.297567272186279297e+01
4.250000000000000000e+03,-8.578597496840248482e+01,1.171531219482421875e+02,-1.297555160522460938e+01
4.251000000000000000e+03,-8.578485100501291072e+01,1.171531219482421875e+02,-1.297542953491210938e+01
4.252000000000000000e+03,-8.578372623666454899e+01,1.171531219482421875e+02,-1.297530746459960938e+01
4.253000000000000000e+03,-8.578260248986430270e+01,1.171531295776367188e+02,-1.297518539428710938e+01
4.254000000000000000e+03,-8.578147428789394269e+01,1.171531448364257812e+02,-1.297506332397460938e+01
4.255000000000000000e+03,-8.578035185350840663e+01,1.171531600952148438e+02,-1.297494220733642578e+01
4.256000000000000000e+03,-8.577922496573160061e+01,1.171531753540039062e+02,-1.297482109069824219e+01
4.257000000000000000e+03,-8.577810311245795560e+01,1.171531906127929688e+02,-1.297469997406005859e+01
4.258000000000000000e+03,-8.577698045483545286e+01,1.171531982421875000e+02,-1.297457885742187500e+01
4.259000000000000000e+03,-8.577585845194134606e+01,1.171532135009765625e+02,-1.297445774078369141e+01
4.260000000000000000e+03,-8.577473418733936228e+01,1.171532287597656250e+02,-1.297433662414550781e+01
4.261000000000000000e+03,-8.577361349335765794e+01,1.171532440185546875e+02,-1.297421550750732422e+01
4.262000000000000000e+03,-8.577248980968612102e+01,1.171532440185546875e+02,-1.297409343719482422e+01
4.263000000000000000e+03,-8.577136823776817209e+01,1.171532440185546875e+02,-1.297397232055664062e+01
4.264000000000000000e+03,-8.577024877604313247e+01,1.171532592773437500e+02,-1.297385120391845703e+01
4.265000000000000000e+03,-8.576912814668159513e+01,1.171532669067382812e+02,-1.297373008728027344e+01
4.266000000000000000e+03,-8.576800744247020702e+01,1.171532821655273438e+02,-1.297360897064208984e+01
4.267000000000000000e+03,-8.576688557201467233e+01,1.171532974243164062e+02,-1.297348785400390625e+01
4.268000000000000000e+03,-8.576576544627947385e+01,1.171533126831054688e+02,-1.297336673736572266e+01
4.269000000000000000e+03,-8.576464560937090198e+01,1.171533279418945312e+02,-1.297324562072753906e+01
4.270000000000000000e+03,-8.576352824250585627e+01,1.171533355712890625e+02,-1.297312355041503906e+01
4.271000000000000000e+03,-8.576240934570924423e+01,1.171533508300781250e+02,-1.297300243377685547e+01
4.272000000000000000e+03,-8.576129146385355284e+01,1.171533660888671875e+02,-1.297288131713867188e+01
4.273000000000000000e+03,-8.576017277982769826e+01,1.171533813476562500e+02,-1.297276020050048828e+01
4.274000000000000000e+03,-8.575905147839266363e+01,1.171533889770507812e+02,-1.297263908386230469e+01
4.275000000000000000e+03,-8.575793264494789980e+01,1.171533889770507812e+02,-1.297251796722412109e+01
4.276000000000000000e+03,-8.575681446266324315e+01,1.171534042358398438e+02,-1.297239685058593750e+01
4.277000000000000000e+03,-8.575569838273453627e+01,1.171534194946289062e+02,-1.297227573394775391e+01
4.278000000000000000e+03,-8.575458150111133193e+01,1.171534194946289062e+02,-1.297215366363525391e+01
4.279000000000000000e+03,-8.575346454392480666e+01,1.171534347534179688e+02,-1.297203254699707031e+01
4.280000000000000000e+03,-8.575234859918610653e+01,1.171534500122070312e+02,-1.297191143035888672e+01
4.281000000000000000e+03,-8.575123257858896864e+01,1.171534576416015625e+02,-1.297179031372070312e+01
4.282000000000000000e+03,-8.575011793202594390e+01,1.171534729003906250e+02,-1.297166919708251953e+01
4.283000000000000000e+03,-8.574900393381841468e+01,1.171534881591796875e+02,-1.297154808044433594e+01
4.284000000000000000e+03,-8.574788913452380257e+01,1.171535034179687500e+02,-1.297142696380615234e+01
4.285000000000000000e+03,-8.574677462131583638e+01,1.171535034179687500e+02,-1.297130584716796875e+01
4.286000000000000000e+03,-8.574566039404771800e+01,1.171535186767578125e+02,-1.297118377685546875e+01
4.287000000000000000e+03,-8.574454464269564369e+01,1.171535263061523438e+02,-1.297106266021728516e+01
4.288000000000000000e+03,-8.574343062544882343e+01,1.171535415649414062e+02,-1.297094154357910156e+01
4.289000000000000000e+03,-8.574231580851841272e+01,1.171535568237304688e+02,-1.297082042694091797e+01
4.290000000000000000e+03,-8.574120417125905647e+01,1.171535568237304688e+02,-1.297069931030273438e+01
4.291000000000000000e+03,-8.574009173365260494e+01,1.171535720825195312e+02,-1.297057819366455078e+01
4.292000000000000000e+03,-8.573897741185176358e+01,1.171535873413085938e+02,-1.297045707702636719e+01
4.293000000000000000e+03,-8.573786590582568579e+01,1.171535949707031250e+02,-1.297033596038818359e+01
4.294000000000000000e+03,-8.573675360021886149e+01,1.171536102294921875e+02,-1.297021389007568359e+01
4.295000000000000000e+03,-8.573564121818634476e+01,1.171536254882812500e+02,-1.297009277343750000e+01
4.296000000000000000e+03,-8.573453201013462888e+01,1.171536254882812500e+02,-1.296997165679931641e+01
4.297000000000000000e+03,-8.573342200215878961e+01,1.171536407470703125e+02,-1.296985054016113281e+01
4.298000000000000000e+03,-8.573231336068793951e+01,1.171536483764648438e+02,-1.296972942352294922e+01
4.299000000000000000e+03,-8.573119922831251927e+01,1.171536636352539062e+02,-1.296960830688476562e+01
4.300000000000000000e+03,-8.573008754631538864e+01,1.171536788940429688e+02,-1.296948719024658203e+01
4.301000000000000000e+03,-8.572898011629006021e+01,1.171536941528320312e+02,-1.296936607360839844e+01
4.302000000000000000e+03,-8.572786900211070815e+01,1.171537094116210938e+02,-1.296924400329589844e+01
4.303000000000000000e+03,-8.572676285857946255e+01,1.171537094116210938e+02,-1.296912288665771484e+01
4.304000000000000000e+03,-8.572565411347484599e+01,1.171537170410156250e+02,-1.296900177001953125e+01
4.305000000000000000e+03,-8.572454276886085722e+01,1.171537322998046875e+02,-1.296888065338134766e+01
4.306000000000000000e+03,-8.572343170856336769e+01,1.171537322998046875e+02,-1.296875953674316406e+01
4.307000000000000000e+03,-8.572232381346017860e+01,1.171537475585937500e+02,-1.296863842010498047e+01
4.308000000000000000e+03,-8.572121692098392032e+01,1.171537628173828125e+02,-1.296851730346679688e+01
4.309000000000000000e+03,-8.572010959066203384e+01,1.171537780761718750e+02,-1.296839618682861328e+01
4.310000000000000000e+03,-8.571900290245937981e+01,1.171537857055664062e+02,-1.296827411651611328e+01
4.311000000000000000e+03,-8.571790009380839592e+01,1.171538009643554688e+02,-1.296815299987792969e+01
4.312000000000000000e+03,-8.571679001205890813e+01,1.171538162231445312e+02,-1.296803188323974609e+01
4.313000000000000000e+03,-8.571568380975710966e+01,1.171538314819335938e+02,-1.296791076660156250e+01
4.314000000000000000e+03,-8.571457860811973717e+01,1.171538467407226562e+02,-1.296778964996337891e+01
4.315000000000000000e+03,-8.571347296887508094e+01,1.171538467407226562e+02,-1.296766853332519531e+01
4.316000000000000000e+03,-8.571236832964238772e+01,1.171538543701171875e+02,-1.296754741668701172e+01
4.317000000000000000e+03,-8.571126468973031365e+01,1.171538696289062500e+02,-1.296742630004882812e+01
4.318000000000000000e+03,-8.571015881636120071e+01,1.171538696289062500e+02,-1.296730422973632812e+01
4.319000000000000000e+03,-8.570905466063371136e+01,1.171538848876953125e+02,-1.296718311309814453e+01
4.320000000000000000e+03,-8.570794970874251817e+01,1.171539001464843750e+02,-1.296706199645996094e+01
4.321000000000000000e+03,-8.570684719098787241e+01,1.171539154052734375e+02,-1.296694087982177734e+01
4.322000000000000000e+03,-8.570574423554018040e+01,1.171539230346679688e+02,-1.296681976318359375e+01
4.323000000000000000e+03,-8.570464084280385464e+01,1.171539382934570312e+02,-1.296669864654541016e+01
4.324000000000000000e+03,-8.570353665460977766e+01,1.171539535522460938e+02,-1.296657848358154297e+01
4.325000000000000000e+03,-8.570243310556517713e+01,1.171539688110351562e+02,-1.296645736694335938e+01
4.326000000000000000e+03,-8.570133091203703657e+01,1.171539688110351562e+02,-1.296633720397949219e+01
4.327000000000000000e+03,-8.570022899816302697e+01,1.171539764404296875e+02,-1.296621704101562500e+01
4.328000000000000000e+03,-8.569912951305963134e+01,1.171539916992187500e+02,-1.296609687805175781e+01
4.329000000000000000e+03,-8.569802779940434334e+01,1.171540069580078125e+02,-1.296597576141357422e+01
4.330000000000000000e+03,-8.569692564910351962e+01,1.171540222167968750e+02,-1.296585559844970703e+01
4.331000000000000000e+03,-8.569582592605897275e+01,1.171540222167968750e+02,-1.296573543548583984e+01
4.332000000000000000e+03,-8.569472648141643845e+01,1.171540374755859375e+02,-1.296561527252197266e+01
4.333000000000000000e+03,-8.569362624176631016e+01,1.171540451049804688e+02,-1.296549510955810547e+01
4.334000000000000000e+03,-8.569252663844538631e+01,1.171540603637695312e+02,-1.296537399291992188e+01
4.335000000000000000e+03,-8.569142838619131908e+01,1.171540756225585938e+02,-1.296525382995605469e+01
4.336000000000000000e+03,-8.569032862417157048e+01,1.171540908813476562e+02,-1.296513366699218750e+01
4.337000000000000000e+03,-8.568922628142121312e+01,1.171540908813476562e+02,-1.296501350402832031e+01
4.338000000000000000e+03,-8.568812814873817274e+01,1.171540908813476562e+02,-1.296489238739013672e+01
4.339000000000000000e+03,-8.568702957922613450e+01,1.171541061401367188e+02,-1.296477222442626953e+01
4.340000000000000000e+03,-8.568593307314719709e+01,1.171541137695312500e+02,-1.296465206146240234e+01
4.341000000000000000e+03,-8.568483720087697009e+01,1.171541290283203125e+02,-1.296453189849853516e+01
4.342000000000000000e+03,-8.568373839257817792e+01,1.171541442871093750e+02,-1.296441078186035156e+01
4.343000000000000000e+03,-8.568263950536621110e+01,1.171541595458984375e+02,-1.296429061889648438e+01
4.344000000000000000e+03,-8.568154232318165953e+01,1.171541748046875000e+02,-1.296417045593261719e+01
4.345000000000000000e+03,-8.568044648813057051e+01,1.171541824340820312e+02,-1.296405029296875000e+01
