step,rx_x_m,rx_y_m,rx_z_m,loss,power_db,ground_truth_power_db
1.590000000000000000e+02,9.822864532470703125e+00,-2.459259331226348877e-01,1.500000000000000000e+00,2.548441477119922638e-02,-9.543149121360207232e+01,-9.545272361794536664e+01
1.600000000000000000e+02,9.827816963195800781e+00,-2.390269935131072998e-01,1.500000000000000000e+00,2.407967299222946167e-02,-9.543208065573891474e+01,-9.545272361794536664e+01
1.610000000000000000e+02,9.832636833190917969e+00,-2.322680056095123291e-01,1.500000000000000000e+00,2.274567633867263794e-02,-9.543265501774467907e+01,-9.545272361794536664e+01
1.620000000000000000e+02,9.837327957153320312e+00,-2.256491631269454956e-01,1.500000000000000000e+00,2.147945389151573181e-02,-9.543321682063731259e+01,-9.545272361794536664e+01
1.630000000000000000e+02,9.841894149780273438e+00,-2.191706150770187378e-01,1.500000000000000000e+00,2.027908712625503540e-02,-9.543376184731349099e+01,-9.545272361794536664e+01
1.640000000000000000e+02,9.846340179443359375e+00,-2.128323316574096680e-01,1.500000000000000000e+00,1.914031989872455597e-02,-9.543428798508321620e+01,-9.545272361794536664e+01
1.650000000000000000e+02,9.850669860839843750e+00,-2.066342085599899292e-01,1.500000000000000000e+00,1.805991493165493011e-02,-9.543480660277967331e+01,-9.545272361794536664e+01
1.660000000000000000e+02,9.854887008666992188e+00,-2.005759775638580322e-01,1.500000000000000000e+00,1.703660003840923309e-02,-9.543530842751307830e+01,-9.545272361794536664e+01
1.670000000000000000e+02,9.858995437622070312e+00,-1.946571618318557739e-01,1.500000000000000000e+00,1.606693118810653687e-02,-9.543579977474087173e+01,-9.545272361794536664e+01
1.680000000000000000e+02,9.862998962402343750e+00,-1.888772249221801758e-01,1.500000000000000000e+00,1.514848135411739349e-02,-9.543627642624139185e+01,-9.545272361794536664e+01
1.690000000000000000e+02,9.866900444030761719e+00,-1.832354217767715454e-01,1.500000000000000000e+00,1.427823677659034729e-02,-9.543673837716939090e+01,-9.545272361794536664e+01
1.700000000000000000e+02,9.870702743530273438e+00,-1.777309030294418335e-01,1.500000000000000000e+00,1.345448754727840424e-02,-9.543719405391411215e+01,-9.545272361794536664e+01
1.710000000000000000e+02,9.874409675598144531e+00,-1.723626255989074707e-01,1.500000000000000000e+00,1.267537288367748260e-02,-9.543763755212246735e+01,-9.545272361794536664e+01
1.720000000000000000e+02,9.878024101257324219e+00,-1.671293824911117554e-01,1.500000000000000000e+00,1.193832792341709137e-02,-9.543806718150005963e+01,-9.545272361794536664e+01
1.730000000000000000e+02,9.881548881530761719e+00,-1.620298326015472412e-01,1.500000000000000000e+00,1.124067697674036026e-02,-9.543848884144794908e+01,-9.545272361794536664e+01
1.740000000000000000e+02,9.884985923767089844e+00,-1.570625007152557373e-01,1.500000000000000000e+00,1.058087404817342758e-02,-9.543889536039650068e+01,-9.545272361794536664e+01
1.750000000000000000e+02,9.888339042663574219e+00,-1.522257626056671143e-01,1.500000000000000000e+00,9.957905858755111694e-03,-9.543929812156791570e+01,-9.545272361794536664e+01
1.760000000000000000e+02,9.891609191894531250e+00,-1.475178897380828857e-01,1.500000000000000000e+00,9.369072504341602325e-03,-9.543968531359205087e+01,-9.545272361794536664e+01
1.770000000000000000e+02,9.894799232482910156e+00,-1.429370045661926270e-01,1.500000000000000000e+00,8.812648244202136993e-03,-9.544006663446408822e+01,-9.545272361794536664e+01
1.780000000000000000e+02,9.897911071777343750e+00,-1.384811401367187500e-01,1.500000000000000000e+00,8.286463096737861633e-03,-9.544043617645678523e+01,-9.545272361794536664e+01
1.790000000000000000e+02,9.900947570800781250e+00,-1.341482251882553101e-01,1.500000000000000000e+00,7.790302392095327377e-03,-9.544079857751002294e+01,-9.545272361794536664e+01
1.800000000000000000e+02,9.903909683227539062e+00,-1.299360543489456177e-01,1.500000000000000000e+00,7.321572862565517426e-03,-9.544115467971198541e+01,-9.545272361794536664e+01
1.810000000000000000e+02,9.906799316406250000e+00,-1.258423924446105957e-01,1.500000000000000000e+00,6.879398599267005920e-03,-9.544149815191539687e+01,-9.545272361794536664e+01
1.820000000000000000e+02,9.909618377685546875e+00,-1.218648850917816162e-01,1.500000000000000000e+00,6.461376789957284927e-03,-9.544183616520960811e+01,-9.545272361794536664e+01
1.830000000000000000e+02,9.912367820739746094e+00,-1.180011406540870667e-01,1.500000000000000000e+00,6.067365873605012894e-03,-9.544216069960572213e+01,-9.545272361794536664e+01
1.840000000000000000e+02,9.915049552917480469e+00,-1.142487004399299622e-01,1.500000000000000000e+00,5.696314387023448944e-03,-9.544248356998087957e+01,-9.545272361794536664e+01
1.850000000000000000e+02,9.917664527893066406e+00,-1.106050610542297363e-01,1.500000000000000000e+00,5.345964804291725159e-03,-9.544279760027339421e+01,-9.545272361794536664e+01
1.860000000000000000e+02,9.920214653015136719e+00,-1.070677191019058228e-01,1.500000000000000000e+00,5.015817936509847641e-03,-9.544309898940764469e+01,-9.545272361794536664e+01
1.870000000000000000e+02,9.922700881958007812e+00,-1.036340966820716858e-01,1.500000000000000000e+00,4.705015569925308228e-03,-9.544339786651421775e+01,-9.545272361794536664e+01
1.880000000000000000e+02,9.925125122070312500e+00,-1.003016307950019836e-01,1.500000000000000000e+00,4.411849658936262131e-03,-9.544368705391457297e+01,-9.545272361794536664e+01
1.890000000000000000e+02,9.927487373352050781e+00,-9.706774353981018066e-02,1.500000000000000000e+00,4.135753493756055832e-03,-9.544396950516090783e+01,-9.545272361794536664e+01
1.900000000000000000e+02,9.929789543151855469e+00,-9.392984211444854736e-02,1.500000000000000000e+00,3.876143367961049080e-03,-9.544424901909663106e+01,-9.545272361794536664e+01
1.910000000000000000e+02,9.932032585144042969e+00,-9.088536351919174194e-02,1.500000000000000000e+00,3.631295170634984970e-03,-9.544451588302396772e+01,-9.545272361794536664e+01
1.920000000000000000e+02,9.934217453002929688e+00,-8.793173730373382568e-02,1.500000000000000000e+00,3.401625901460647583e-03,-9.544477727355831576e+01,-9.545272361794536664e+01
1.930000000000000000e+02,9.936345100402832031e+00,-8.506643027067184448e-02,1.500000000000000000e+00,3.184813074767589569e-03,-9.544503276739405351e+01,-9.545272361794536664e+01
1.940000000000000000e+02,9.938416481018066406e+00,-8.228696882724761963e-02,1.500000000000000000e+00,2.981496974825859070e-03,-9.544527982944687494e+01,-9.545272361794536664e+01
1.950000000000000000e+02,9.940433502197265625e+00,-7.959086447954177856e-02,1.500000000000000000e+00,2.789952559396624565e-03,-9.544552268191409894e+01,-9.545272361794536664e+01
1.960000000000000000e+02,9.942396163940429688e+00,-7.697572559118270874e-02,1.500000000000000000e+00,2.609890187159180641e-03,-9.544575794499294830e+01,-9.545272361794536664e+01
1.970000000000000000e+02,9.944305419921875000e+00,-7.443913817405700684e-02,1.500000000000000000e+00,2.440709155052900314e-03,-9.544598688467627312e+01,-9.545272361794536664e+01
1.980000000000000000e+02,9.946162223815917969e+00,-7.197877764701843262e-02,1.500000000000000000e+00,2.282076748088002205e-03,-9.544621161211749438e+01,-9.545272361794536664e+01
1.990000000000000000e+02,9.947967529296875000e+00,-6.959236413240432739e-02,1.500000000000000000e+00,2.132888650521636009e-03,-9.544642874704430824e+01,-9.545272361794536664e+01
2.000000000000000000e+02,9.949722290039062500e+00,-6.727767735719680786e-02,1.500000000000000000e+00,1.992672681808471680e-03,-9.544663913326226634e+01,-9.545272361794536664e+01
2.010000000000000000e+02,9.951427459716796875e+00,-6.503257155418395996e-02,1.500000000000000000e+00,1.861430355347692966e-03,-9.544684276978999549e+01,-9.545272361794536664e+01
2.020000000000000000e+02,9.953083992004394531e+00,-6.285493075847625732e-02,1.500000000000000000e+00,1.738057006150484085e-03,-9.544704261325890116e+01,-9.545272361794536664e+01
2.030000000000000000e+02,9.954692840576171875e+00,-6.074275076389312744e-02,1.500000000000000000e+00,1.622566021978855133e-03,-9.544723486036899374e+01,-9.545272361794536664e+01
2.040000000000000000e+02,9.956254005432128906e+00,-5.869404226541519165e-02,1.500000000000000000e+00,1.513928640633821487e-03,-9.544742584834222043e+01,-9.545272361794536664e+01
2.050000000000000000e+02,9.957769393920898438e+00,-5.670689791440963745e-02,1.500000000000000000e+00,1.412323443219065666e-03,-9.544760670310333239e+01,-9.545272361794536664e+01
2.060000000000000000e+02,9.959239959716796875e+00,-5.477946624159812927e-02,1.500000000000000000e+00,1.317133428528904915e-03,-9.544778333955574112e+01,-9.545272361794536664e+01
2.070000000000000000e+02,9.960666656494140625e+00,-5.290998145937919617e-02,1.500000000000000000e+00,1.227849395945668221e-03,-9.544795660238568757e+01,-9.545272361794536664e+01
2.080000000000000000e+02,9.962049484252929688e+00,-5.109672248363494873e-02,1.500000000000000000e+00,1.144483452662825584e-03,-9.544812395548646577e+01,-9.545272361794536664e+01
2.090000000000000000e+02,9.963390350341796875e+00,-4.933802038431167603e-02,1.500000000000000000e+00,1.066154334694147110e-03,-9.544828751133861999e+01,-9.545272361794536664e+01
2.100000000000000000e+02,9.964689254760742188e+00,-4.763227328658103943e-02,1.500000000000000000e+00,9.931601816788315773e-04,-9.544844219773446525e+01,-9.545272361794536664e+01
2.110000000000000000e+02,9.965948104858398438e+00,-4.597795009613037109e-02,1.500000000000000000e+00,9.245399851351976395e-04,-9.544859435366278433e+01,-9.545272361794536664e+01
2.120000000000000000e+02,9.967167854309082031e+00,-4.437356442213058472e-02,1.500000000000000000e+00,8.606215124018490314e-04,-9.544873932940939198e+01,-9.545272361794536664e+01
2.130000000000000000e+02,9.968348503112792969e+00,-4.281770810484886169e-02,1.500000000000000000e+00,8.009155280888080597e-04,-9.544888092846917971e+01,-9.545272361794536664e+01
2.140000000000000000e+02,9.969491958618164062e+00,-4.130900651216506958e-02,1.500000000000000000e+00,7.449086988344788551e-04,-9.544901957321584973e+01,-9.545272361794536664e+01
2.150000000000000000e+02,9.970598220825195312e+00,-3.984614089131355286e-02,1.500000000000000000e+00,6.927931681275367737e-04,-9.544915526336630762e+01,-9.545272361794536664e+01
2.160000000000000000e+02,9.971669197082519531e+00,-3.842786699533462524e-02,1.500000000000000000e+00,6.439099088311195374e-04,-9.544928377134277753e+01,-9.545272361794536664e+01
2.170000000000000000e+02,9.972704887390136719e+00,-3.705294057726860046e-02,1.500000000000000000e+00,5.985053139738738537e-04,-9.544941059215277335e+01,-9.545272361794536664e+01
2.180000000000000000e+02,9.973707199096679688e+00,-3.572018444538116455e-02,1.500000000000000000e+00,5.558515549637377262e-04,-9.544953234361459238e+01,-9.545272361794536664e+01
2.190000000000000000e+02,9.974676132202148438e+00,-3.442844375967979431e-02,1.500000000000000000e+00,5.161077715456485748e-04,-9.544964902530179529e+01,-9.545272361794536664e+01
2.200000000000000000e+02,9.975612640380859375e+00,-3.317665681242942810e-02,1.500000000000000000e+00,4.790686944033950567e-04,-9.544976275068751193e+01,-9.545272361794536664e+01
2.210000000000000000e+02,9.976518630981445312e+00,-3.196376189589500427e-02,1.500000000000000000e+00,4.446668026503175497e-04,-9.544987267396501807e+01,-9.545272361794536664e+01
2.220000000000000000e+02,9.977394104003906250e+00,-3.078874759376049042e-02,1.500000000000000000e+00,4.124652186874300241e-04,-9.544997668085844111e+01,-9.545272361794536664e+01
2.230000000000000000e+02,9.978240013122558594e+00,-2.965061925351619720e-02,1.500000000000000000e+00,3.823824808932840824e-04,-9.545008069024271435e+01,-9.545272361794536664e+01
2.240000000000000000e+02,9.979057312011718750e+00,-2.854840829968452454e-02,1.500000000000000000e+00,3.544859355315566063e-04,-9.545018131957880314e+01,-9.545272361794536664e+01
2.250000000000000000e+02,9.979846954345703125e+00,-2.748120203614234924e-02,1.500000000000000000e+00,3.285482525825500488e-04,-9.545027391754040025e+01,-9.545272361794536664e+01
2.260000000000000000e+02,9.980609893798828125e+00,-2.644809707999229431e-02,1.500000000000000000e+00,3.041936433874070644e-04,-9.545036609464111166e+01,-9.545272361794536664e+01
2.270000000000000000e+02,9.981346130371093750e+00,-2.544820681214332581e-02,1.500000000000000000e+00,2.817100030370056629e-04,-9.545045489094601976e+01,-9.545272361794536664e+01
2.280000000000000000e+02,9.982057571411132812e+00,-2.448068186640739441e-02,1.500000000000000000e+00,2.608193317428231239e-04,-9.545054242050915150e+01,-9.545272361794536664e+01
2.290000000000000000e+02,9.982744216918945312e+00,-2.354468405246734619e-02,1.500000000000000000e+00,2.413368056295439601e-04,-9.545062656895039765e+01,-9.545272361794536664e+01
2.300000000000000000e+02,9.983407020568847656e+00,-2.263939194381237030e-02,1.500000000000000000e+00,2.232590923085808754e-04,-9.545070733607323632e+01,-9.545272361794536664e+01
2.310000000000000000e+02,9.984046936035156250e+00,-2.176404930651187897e-02,1.500000000000000000e+00,2.064103027805685997e-04,-9.545078556744100240e+01,-9.545272361794536664e+01
2.320000000000000000e+02,9.984664916992187500e+00,-2.091783843934535980e-02,1.500000000000000000e+00,1.907904370455071330e-04,-9.545085703408432209e+01,-9.545272361794536664e+01
2.330000000000000000e+02,9.985260963439941406e+00,-2.009999938309192657e-02,1.500000000000000000e+00,1.762096362654119730e-04,-9.545093188502491444e+01,-9.545272361794536664e+01
2.340000000000000000e+02,9.985836029052734375e+00,-1.930982060730457306e-02,1.500000000000000000e+00,1.627461169846355915e-04,-9.545100081669316694e+01,-9.545272361794536664e+01
2.350000000000000000e+02,9.986391067504882812e+00,-1.854657195508480072e-02,1.500000000000000000e+00,1.502375962445512414e-04,-9.545106552042021519e+01,-9.545272361794536664e+01
2.360000000000000000e+02,9.986927032470703125e+00,-1.780952140688896179e-02,1.500000000000000000e+00,1.386865333188325167e-04,-9.545113022511125678e+01,-9.545272361794536664e+01
2.370000000000000000e+02,9.987443923950195312e+00,-1.709793694317340851e-02,1.500000000000000000e+00,1.278988784179091454e-04,-9.545119154744023149e+01,-9.545272361794536664e+01
2.380000000000000000e+02,9.987942695617675781e+00,-1.641114242374897003e-02,1.500000000000000000e+00,1.179450919153168797e-04,-9.545125667693088189e+01,-9.545272361794536664e+01
2.390000000000000000e+02,9.988423347473144531e+00,-1.574845612049102783e-02,1.500000000000000000e+00,1.086723204934969544e-04,-9.545131334884084140e+01,-9.545272361794536664e+01
2.400000000000000000e+02,9.988887786865234375e+00,-1.510919537395238876e-02,1.500000000000000000e+00,1.002137141767889261e-04,-9.545136959855736336e+01,-9.545272361794536664e+01
2.410000000000000000e+02,9.989335060119628906e+00,-1.449271012097597122e-02,1.500000000000000000e+00,9.227094415109604597e-05,-9.545142500312567790e+01,-9.545272361794536664e+01
2.420000000000000000e+02,9.989766120910644531e+00,-1.389835588634014130e-02,1.500000000000000000e+00,8.491805056110024452e-05,-9.545147575602230461e+01,-9.545272361794536664e+01
2.430000000000000000e+02,9.990181922912597656e+00,-1.332549098879098892e-02,1.500000000000000000e+00,7.814647688064724207e-05,-9.545152777835689051e+01,-9.545272361794536664e+01
2.440000000000000000e+02,9.990583419799804688e+00,-1.277351472526788712e-02,1.500000000000000000e+00,7.182419358287006617e-05,-9.545157599473562016e+01,-9.545272361794536664e+01
2.450000000000000000e+02,9.990969657897949219e+00,-1.224177889525890350e-02,1.500000000000000000e+00,6.603206566069275141e-05,-9.545162336573427808e+01,-9.545272361794536664e+01
2.460000000000000000e+02,9.991342544555664062e+00,-1.172966975718736649e-02,1.500000000000000000e+00,6.068142829462885857e-05,-9.545166777651481027e+01,-9.545272361794536664e+01
2.470000000000000000e+02,9.991702079772949219e+00,-1.123658940196037292e-02,1.500000000000000000e+00,5.578252603299915791e-05,-9.545171007291847332e+01,-9.545272361794536664e+01
2.480000000000000000e+02,9.992048263549804688e+00,-1.076194643974304199e-02,1.500000000000000000e+00,5.120581772644072771e-05,-9.545175110082361414e+01,-9.545272361794536664e+01
2.490000000000000000e+02,9.992381095886230469e+00,-1.030518114566802979e-02,1.500000000000000000e+00,4.698005795944482088e-05,-9.545179382101302679e+01,-9.545272361794536664e+01
2.500000000000000000e+02,9.992702484130859375e+00,-9.865703992545604706e-03,1.500000000000000000e+00,4.308061033952981234e-05,-9.545183315779668476e+01,-9.545272361794536664e+01
2.510000000000000000e+02,9.993011474609375000e+00,-9.442945942282676697e-03,1.500000000000000000e+00,3.956911677960306406e-05,-9.545186911108265804e+01,-9.545272361794536664e+01
2.520000000000000000e+02,9.993309020996093750e+00,-9.036396630108356476e-03,1.500000000000000000e+00,3.622383519541472197e-05,-9.545190717959218318e+01,-9.545272361794536664e+01
2.530000000000000000e+02,9.993596076965332031e+00,-8.645501919090747833e-03,1.500000000000000000e+00,3.320706309750676155e-05,-9.545194228751344667e+01,-9.545272361794536664e+01
2.540000000000000000e+02,9.993871688842773438e+00,-8.269754238426685333e-03,1.500000000000000000e+00,3.040433512069284916e-05,-9.545197274280754129e+01,-9.545272361794536664e+01
2.550000000000000000e+02,9.994136810302734375e+00,-7.908643223345279694e-03,1.500000000000000000e+00,2.781052899081259966e-05,-9.545200658227369672e+01,-9.545272361794536664e+01
2.560000000000000000e+02,9.994392395019531250e+00,-7.561690174043178558e-03,1.500000000000000000e+00,2.546986797824501991e-05,-9.545203661502074510e+01,-9.545272361794536664e+01
2.570000000000000000e+02,9.994638442993164062e+00,-7.228379137814044952e-03,1.500000000000000000e+00,2.332455187570303679e-05,-9.545206791697815163e+01,-9.545272361794536664e+01
2.580000000000000000e+02,9.994874954223632812e+00,-6.908255629241466522e-03,1.500000000000000000e+00,2.130797656718641520e-05,-9.545209541212686588e+01,-9.545272361794536664e+01
2.590000000000000000e+02,9.995101928710937500e+00,-6.600873079150915146e-03,1.500000000000000000e+00,1.944955147337168455e-05,-9.545212290744963468e+01,-9.545272361794536664e+01
2.600000000000000000e+02,9.995320320129394531e+00,-6.305770948529243469e-03,1.500000000000000000e+00,1.775589771568775177e-05,-9.545215294100114534e+01,-9.545272361794536664e+01
2.610000000000000000e+02,9.995530128479003906e+00,-6.022507324814796448e-03,1.500000000000000000e+00,1.621918636374175549e-05,-9.545217620657111013e+01,-9.545272361794536664e+01
2.620000000000000000e+02,9.995732307434082031e+00,-5.750663112848997116e-03,1.500000000000000000e+00,1.479205093346536160e-05,-9.545220243336305543e+01,-9.545272361794536664e+01
2.630000000000000000e+02,9.995925903320312500e+00,-5.489790346473455429e-03,1.500000000000000000e+00,1.348330988548696041e-05,-9.545222358411712094e+01,-9.545272361794536664e+01
2.640000000000000000e+02,9.996111869812011719e+00,-5.239538848400115967e-03,1.500000000000000000e+00,1.228044857271015644e-05,-9.545224727308394108e+01,-9.545272361794536664e+01
2.650000000000000000e+02,9.996290206909179688e+00,-4.999490454792976379e-03,1.500000000000000000e+00,1.119165972340852022e-05,-9.545226927009738915e+01,-9.545272361794536664e+01
2.660000000000000000e+02,9.996461868286132812e+00,-4.769308026880025864e-03,1.500000000000000000e+00,1.018882903736084700e-05,-9.545229126722226454e+01,-9.545272361794536664e+01
2.670000000000000000e+02,9.996626853942871094e+00,-4.548616241663694382e-03,1.500000000000000000e+00,9.276744094677269459e-06,-9.545230945723660909e+01,-9.545272361794536664e+01
2.680000000000000000e+02,9.996785163879394531e+00,-4.337047226727008820e-03,1.500000000000000000e+00,8.416012860834598541e-06,-9.545232976245890200e+01,-9.545272361794536664e+01
2.690000000000000000e+02,9.996936798095703125e+00,-4.134234040975570679e-03,1.500000000000000000e+00,7.667549652978777885e-06,-9.545234879869100553e+01,-9.545272361794536664e+01
2.700000000000000000e+02,9.997081756591796875e+00,-3.939863294363021851e-03,1.500000000000000000e+00,6.958740414120256901e-06,-9.545236487379645496e+01,-9.545272361794536664e+01
2.710000000000000000e+02,9.997220993041992188e+00,-3.753594122827053070e-03,1.500000000000000000e+00,6.324975402094423771e-06,-9.545238348715075460e+01,-9.545272361794536664e+01
2.720000000000000000e+02,9.997354507446289062e+00,-3.575136885046958923e-03,1.500000000000000000e+00,5.725829396396875381e-06,-9.545239829328501457e+01,-9.545272361794536664e+01
2.730000000000000000e+02,9.997482299804687500e+00,-3.404214512556791306e-03,1.500000000000000000e+00,5.197100108489394188e-06,-9.545241521464312484e+01,-9.545272361794536664e+01
2.740000000000000000e+02,9.997604370117187500e+00,-3.240511985495686531e-03,1.500000000000000000e+00,4.712986992672085762e-06,-9.545242832874100714e+01,-9.545272361794536664e+01
2.750000000000000000e+02,9.997721672058105469e+00,-3.083773422986268997e-03,1.500000000000000000e+00,4.265835741534829140e-06,-9.545244313502813327e+01,-9.545272361794536664e+01
2.760000000000000000e+02,9.997833251953125000e+00,-2.933729672804474831e-03,1.500000000000000000e+00,3.857843694277107716e-06,-9.545245709528796851e+01,-9.545272361794536664e+01
2.770000000000000000e+02,9.997940063476562500e+00,-2.790130442008376122e-03,1.500000000000000000e+00,3.493172698654234409e-06,-9.545247020951229899e+01,-9.545272361794536664e+01
2.780000000000000000e+02,9.998043060302734375e+00,-2.652730792760848999e-03,1.500000000000000000e+00,3.160108462907373905e-06,-9.545248205465219371e+01,-9.545272361794536664e+01
2.790000000000000000e+02,9.998141288757324219e+00,-2.521271351724863052e-03,1.500000000000000000e+00,2.858258085325360298e-06,-9.545249643807979112e+01,-9.545272361794536664e+01
2.800000000000000000e+02,9.998234748840332031e+00,-2.395519753918051720e-03,1.500000000000000000e+00,2.571570803411304951e-06,-9.545250659111617608e+01,-9.545272361794536664e+01
2.810000000000000000e+02,9.998324394226074219e+00,-2.275258302688598633e-03,1.500000000000000000e+00,2.318600309081375599e-06,-9.545251759026572813e+01,-9.545272361794536664e+01
2.820000000000000000e+02,9.998410224914550781e+00,-2.160266740247607231e-03,1.500000000000000000e+00,2.093773218803107738e-06,-9.545252858944311924e+01,-9.545272361794536664e+01
2.830000000000000000e+02,9.998492240905761719e+00,-2.050338080152869225e-03,1.500000000000000000e+00,1.897191395983099937e-06,-9.545253831950789447e+01,-9.545272361794536664e+01
2.840000000000000000e+02,9.998570442199707031e+00,-1.945260562933981419e-03,1.500000000000000000e+00,1.701948349364101887e-06,-9.545254762654677450e+01,-9.545272361794536664e+01
2.850000000000000000e+02,9.998644828796386719e+00,-1.844870857894420624e-03,1.500000000000000000e+00,1.525186235085129738e-06,-9.545255820275153269e+01,-9.545272361794536664e+01
2.860000000000000000e+02,9.998715400695800781e+00,-1.748997718095779419e-03,1.500000000000000000e+00,1.370281097479164600e-06,-9.545256581763489123e+01,-9.545272361794536664e+01
2.870000000000000000e+02,9.998783111572265625e+00,-1.657466753385961056e-03,1.500000000000000000e+00,1.232110662385821342e-06,-9.545257427863207056e+01,-9.545272361794536664e+01
2.880000000000000000e+02,9.998847961425781250e+00,-1.570092514157295227e-03,1.500000000000000000e+00,1.115186023525893688e-06,-9.545258400879922078e+01,-9.545272361794536664e+01
2.890000000000000000e+02,9.998909950256347656e+00,-1.486685709096491337e-03,1.500000000000000000e+00,9.949144441634416580e-07,-9.545258908541680398e+01,-9.545272361794536664e+01
2.900000000000000000e+02,9.998968124389648438e+00,-1.407115021720528603e-03,1.500000000000000000e+00,8.918286766856908798e-07,-9.545259585424949478e+01,-9.545272361794536664e+01
2.910000000000000000e+02,9.999024391174316406e+00,-1.331214560195803642e-03,1.500000000000000000e+00,7.954949978739023209e-07,-9.545260431530519440e+01,-9.545272361794536664e+01
2.920000000000000000e+02,9.999077796936035156e+00,-1.258858712390065193e-03,1.500000000000000000e+00,7.123744580894708633e-07,-9.545261023805397826e+01,-9.545272361794536664e+01
2.930000000000000000e+02,9.999128341674804688e+00,-1.189898001030087471e-03,1.500000000000000000e+00,6.384943844750523567e-07,-9.545261700691965245e+01,-9.545272361794536664e+01
2.940000000000000000e+02,9.999176979064941406e+00,-1.124186790548264980e-03,1.500000000000000000e+00,5.652109393849968910e-07,-9.545262377579584268e+01,-9.545272361794536664e+01
2.950000000000000000e+02,9.999222755432128906e+00,-1.061596325598657131e-03,1.500000000000000000e+00,5.082838470116257668e-07,-9.545262716023790972e+01,-9.545272361794536664e+01
2.960000000000000000e+02,9.999266624450683594e+00,-1.001995289698243141e-03,1.500000000000000000e+00,4.531757440418004990e-07,-9.545263223690595566e+01,-9.545272361794536664e+01
2.970000000000000000e+02,9.999307632446289062e+00,-9.452443919144570827e-04,1.500000000000000000e+00,4.060711944475769997e-07,-9.545263900580587801e+01,-9.545272361794536664e+01
2.980000000000000000e+02,9.999346733093261719e+00,-8.912519551813602448e-04,1.500000000000000000e+00,3.597378963604569435e-07,-9.545264365943071994e+01,-9.545272361794536664e+01
2.990000000000000000e+02,9.999383926391601562e+00,-8.399026701226830482e-04,1.500000000000000000e+00,3.179011400789022446e-07,-9.545264873611805001e+01,-9.545272361794536664e+01
3.000000000000000000e+02,9.999419212341308594e+00,-7.910789572633802891e-04,1.500000000000000000e+00,2.866436261683702469e-07,-9.545265000529079202e+01,-9.545272361794536664e+01
3.010000000000000000e+02,9.999452590942382812e+00,-7.446677773259580135e-04,1.500000000000000000e+00,2.532469807192683220e-07,-9.545265592810190469e+01,-9.545272361794536664e+01
3.020000000000000000e+02,9.999485015869140625e+00,-7.005752995610237122e-04,1.500000000000000000e+00,2.254237188026309013e-07,-9.545265973562760564e+01,-9.545272361794536664e+01
3.030000000000000000e+02,9.999515533447265625e+00,-6.587215466424822807e-04,1.500000000000000000e+00,1.979788066819310188e-07,-9.545266354315663193e+01,-9.545272361794536664e+01
3.040000000000000000e+02,9.999544143676757812e+00,-6.190426065586507320e-04,1.500000000000000000e+00,1.754087861627340317e-07,-9.545266777374834533e+01,-9.545272361794536664e+01
3.050000000000000000e+02,9.999571800231933594e+00,-5.813938914798200130e-04,1.500000000000000000e+00,1.569569576531648636e-07,-9.545267115822470316e+01,-9.545272361794536664e+01
3.060000000000000000e+02,9.999597549438476562e+00,-5.456873332150280476e-04,1.500000000000000000e+00,1.363368937745690346e-07,-9.545267496576373389e+01,-9.545272361794536664e+01
3.070000000000000000e+02,9.999622344970703125e+00,-5.118795088492333889e-04,1.500000000000000000e+00,1.219596015289425850e-07,-9.545267538882384883e+01,-9.545272361794536664e+01
3.080000000000000000e+02,9.999646186828613281e+00,-4.798538866452872753e-04,1.500000000000000000e+00,1.066509867087006569e-07,-9.545267835024569081e+01,-9.545272361794536664e+01
3.090000000000000000e+02,9.999668121337890625e+00,-4.495496978051960468e-04,1.500000000000000000e+00,9.490759111940860748e-08,-9.545268173473027673e+01,-9.545272361794536664e+01
3.100000000000000000e+02,9.999689102172851562e+00,-4.208684840705245733e-04,1.500000000000000000e+00,8.146162144839763641e-08,-9.545268511921750587e+01,-9.545272361794536664e+01
3.110000000000000000e+02,9.999709129333496094e+00,-3.937616420444101095e-04,1.500000000000000000e+00,7.198832463473081589e-08,-9.545268554227860136e+01,-9.545272361794536664e+01
3.120000000000000000e+02,9.999728202819824219e+00,-3.681235539261251688e-04,1.500000000000000000e+00,6.223854143172502518e-08,-9.545269146513817304e+01,-9.545272361794536664e+01
3.130000000000000000e+02,9.999746322631835938e+00,-3.438830026425421238e-04,1.500000000000000000e+00,5.534093361347913742e-08,-9.545268934983026554e+01,-9.545272361794536664e+01
3.140000000000000000e+02,9.999763488769531250e+00,-3.209760761819779873e-04,1.500000000000000000e+00,4.885077942162752151e-08,-9.545269188819987960e+01,-9.545272361794536664e+01
3.150000000000000000e+02,9.999779701232910156e+00,-2.993334201164543629e-04,1.500000000000000000e+00,4.182220436632633209e-08,-9.545269569575710022e+01,-9.545272361794536664e+01
3.160000000000000000e+02,9.999794960021972656e+00,-2.789047430269420147e-04,1.500000000000000000e+00,3.620516508817672729e-08,-9.545269823413043753e+01,-9.545272361794536664e+01
3.170000000000000000e+02,9.999809265136718750e+00,-2.596570120658725500e-04,1.500000000000000000e+00,3.182503860443830490e-08,-9.545270034944267934e+01,-9.545272361794536664e+01
3.180000000000000000e+02,9.999822616577148438e+00,-2.414977643638849258e-04,1.500000000000000000e+00,2.713932190090417862e-08,-9.545270204169321460e+01,-9.545272361794536664e+01
