step,power_db,alpha_deg,beta_deg,gamma_deg
9.093000000000000000e+03,-9.166527828384161580e+01,4.223617017269134521e-01,2.336898803710937500e+01,4.586756706237792969e+00
9.094000000000000000e+03,-9.166527757634831630e+01,4.223777949810028076e-01,2.336988067626953125e+01,4.586881637573242188e+00
9.095000000000000000e+03,-9.166527757634831630e+01,4.223939180374145508e-01,2.337077140808105469e+01,4.587006568908691406e+00
9.096000000000000000e+03,-9.166527686885513049e+01,4.224100112915039062e-01,2.337166213989257812e+01,4.587131977081298828e+00
9.097000000000000000e+03,-9.166527580761554361e+01,4.224261045455932617e-01,2.337255477905273438e+01,4.587256908416748047e+00
9.098000000000000000e+03,-9.166527651510855890e+01,4.224421977996826172e-01,2.337344551086425781e+01,4.587381839752197266e+00
9.099000000000000000e+03,-9.166527616136205836e+01,4.224582612514495850e-01,2.337433624267578125e+01,4.587506771087646484e+00
9.100000000000000000e+03,-9.166527616136205836e+01,4.224743545055389404e-01,2.337522888183593750e+01,4.587632179260253906e+00
9.101000000000000000e+03,-9.166527474637624096e+01,4.224904477596282959e-01,2.337611961364746094e+01,4.587757110595703125e+00
9.102000000000000000e+03,-9.166527545386909992e+01,4.225065410137176514e-01,2.337701034545898438e+01,4.587881565093994141e+00
9.103000000000000000e+03,-9.166527439262986832e+01,4.225226342678070068e-01,2.337790298461914062e+01,4.588006496429443359e+00
9.104000000000000000e+03,-9.166527474637624096e+01,4.225386977195739746e-01,2.337879180908203125e+01,4.588130950927734375e+00
9.105000000000000000e+03,-9.166527368513719409e+01,4.225547611713409424e-01,2.337968254089355469e+01,4.588255882263183594e+00
9.106000000000000000e+03,-9.166527439262986832e+01,4.225708246231079102e-01,2.338057136535644531e+01,4.588380336761474609e+00
9.107000000000000000e+03,-9.166527262389840303e+01,4.225868880748748779e-01,2.338146018981933594e+01,4.588505268096923828e+00
9.108000000000000000e+03,-9.166527368513719409e+01,4.226029515266418457e-01,2.338235092163085938e+01,4.588629722595214844e+00
9.109000000000000000e+03,-9.166527333139089251e+01,4.226189851760864258e-01,2.338323974609375000e+01,4.588754177093505859e+00
9.110000000000000000e+03,-9.166527262389840303e+01,4.226350486278533936e-01,2.338413047790527344e+01,4.588879108428955078e+00
9.111000000000000000e+03,-9.166527262389840303e+01,4.226511120796203613e-01,2.338501930236816406e+01,4.589003562927246094e+00
9.112000000000000000e+03,-9.166527156265986775e+01,4.226671457290649414e-01,2.338590812683105469e+01,4.589128494262695312e+00
9.113000000000000000e+03,-9.166527156265986775e+01,4.226831793785095215e-01,2.338679885864257812e+01,4.589252948760986328e+00
9.114000000000000000e+03,-9.166527156265986775e+01,4.226992130279541016e-01,2.338768577575683594e+01,4.589377403259277344e+00
9.115000000000000000e+03,-9.166527014767555670e+01,4.227152764797210693e-01,2.338857460021972656e+01,4.589502334594726562e+00
9.116000000000000000e+03,-9.166527050142161670e+01,4.227313101291656494e-01,2.338946151733398438e+01,4.589626789093017578e+00
9.117000000000000000e+03,-9.166527014767555670e+01,4.227473437786102295e-01,2.339035034179687500e+01,4.589751720428466797e+00
9.118000000000000000e+03,-9.166527014767555670e+01,4.227633774280548096e-01,2.339123916625976562e+01,4.589876174926757812e+00
9.119000000000000000e+03,-9.166526979392956775e+01,4.227794110774993896e-01,2.339212608337402344e+01,4.590000629425048828e+00
9.120000000000000000e+03,-9.166526979392956775e+01,4.227954149246215820e-01,2.339301490783691406e+01,4.590124607086181641e+00
9.121000000000000000e+03,-9.166526944018359302e+01,4.228114187717437744e-01,2.339390182495117188e+01,4.590249061584472656e+00
9.122000000000000000e+03,-9.166526944018359302e+01,4.228274226188659668e-01,2.339479064941406250e+01,4.590373039245605469e+00
9.123000000000000000e+03,-9.166526873269174303e+01,4.228434264659881592e-01,2.339567565917968750e+01,4.590497493743896484e+00
9.124000000000000000e+03,-9.166526767145414567e+01,4.228594303131103516e-01,2.339656257629394531e+01,4.590621471405029297e+00
9.125000000000000000e+03,-9.166526873269174303e+01,4.228754639625549316e-01,2.339744949340820312e+01,4.590745925903320312e+00
9.126000000000000000e+03,-9.166526731770835568e+01,4.228914678096771240e-01,2.339833450317382812e+01,4.590869903564453125e+00
9.127000000000000000e+03,-9.166526661021683253e+01,4.229074716567993164e-01,2.339922142028808594e+01,4.590994358062744141e+00
9.128000000000000000e+03,-9.166526661021683253e+01,4.229234457015991211e-01,2.340010643005371094e+01,4.591118335723876953e+00
9.129000000000000000e+03,-9.166526590272542308e+01,4.229394197463989258e-01,2.340099334716796875e+01,4.591242790222167969e+00
9.130000000000000000e+03,-9.166526590272542308e+01,4.229554235935211182e-01,2.340188026428222656e+01,4.591366767883300781e+00
9.131000000000000000e+03,-9.166526590272542308e+01,4.229713976383209229e-01,2.340276527404785156e+01,4.591491222381591797e+00
9.132000000000000000e+03,-9.166526554897977519e+01,4.229873716831207275e-01,2.340365219116210938e+01,4.591615200042724609e+00
9.133000000000000000e+03,-9.166526484148853626e+01,4.230033457279205322e-01,2.340453720092773438e+01,4.591739654541015625e+00
9.134000000000000000e+03,-9.166526484148853626e+01,4.230193495750427246e-01,2.340542030334472656e+01,4.591863632202148438e+00
9.135000000000000000e+03,-9.166526448774297364e+01,4.230352938175201416e-01,2.340630531311035156e+01,4.591987609863281250e+00
9.136000000000000000e+03,-9.166526413399742523e+01,4.230512380599975586e-01,2.340719032287597656e+01,4.592111587524414062e+00
9.137000000000000000e+03,-9.166526378025190525e+01,4.230672121047973633e-01,2.340807533264160156e+01,4.592235088348388672e+00
9.138000000000000000e+03,-9.166526378025190525e+01,4.230831563472747803e-01,2.340895843505859375e+01,4.592359066009521484e+00
9.139000000000000000e+03,-9.166526378025190525e+01,4.230991005897521973e-01,2.340984344482421875e+01,4.592482566833496094e+00
9.140000000000000000e+03,-9.166526201152477427e+01,4.231150746345520020e-01,2.341072845458984375e+01,4.592606544494628906e+00
9.141000000000000000e+03,-9.166526236527013793e+01,4.231310188770294189e-01,2.341161346435546875e+01,4.592730522155761719e+00
9.142000000000000000e+03,-9.166526201152477427e+01,4.231469631195068359e-01,2.341249465942382812e+01,4.592854022979736328e+00
9.143000000000000000e+03,-9.166526201152477427e+01,4.231629073619842529e-01,2.341337776184082031e+01,4.592978000640869141e+00
9.144000000000000000e+03,-9.166526201152477427e+01,4.231788218021392822e-01,2.341426086425781250e+01,4.593101978302001953e+00
9.145000000000000000e+03,-9.166526059654358960e+01,4.231947660446166992e-01,2.341514396667480469e+01,4.593225479125976562e+00
9.146000000000000000e+03,-9.166526130403411798e+01,4.232106804847717285e-01,2.341602706909179688e+01,4.593349456787109375e+00
9.147000000000000000e+03,-9.166526059654358960e+01,4.232266247272491455e-01,2.341691017150878906e+01,4.593472957611083984e+00
9.148000000000000000e+03,-9.166526165777943902e+01,4.232425391674041748e-01,2.341779327392578125e+01,4.593596935272216797e+00
9.149000000000000000e+03,-9.166526059654358960e+01,4.232584834098815918e-01,2.341867446899414062e+01,4.593720912933349609e+00
9.150000000000000000e+03,-9.166525953530799598e+01,4.232743978500366211e-01,2.341955757141113281e+01,4.593844413757324219e+00
9.151000000000000000e+03,-9.166525988905314648e+01,4.232903122901916504e-01,2.342044067382812500e+01,4.593968391418457031e+00
9.152000000000000000e+03,-9.166525953530799598e+01,4.233061969280242920e-01,2.342132186889648438e+01,4.594091892242431641e+00
9.153000000000000000e+03,-9.166525953530799598e+01,4.233221113681793213e-01,2.342220306396484375e+01,4.594214916229248047e+00
9.154000000000000000e+03,-9.166525988905314648e+01,4.233379960060119629e-01,2.342308425903320312e+01,4.594338417053222656e+00
9.155000000000000000e+03,-9.166525776658258451e+01,4.233539104461669922e-01,2.342396545410156250e+01,4.594461917877197266e+00
9.156000000000000000e+03,-9.166525705909262456e+01,4.233698248863220215e-01,2.342484664916992188e+01,4.594585418701171875e+00
9.157000000000000000e+03,-9.166525812032760712e+01,4.233857095241546631e-01,2.342572784423828125e+01,4.594708442687988281e+00
9.158000000000000000e+03,-9.166525847407265815e+01,4.234016239643096924e-01,2.342660903930664062e+01,4.594831943511962891e+00
9.159000000000000000e+03,-9.166525812032760712e+01,4.234174787998199463e-01,2.342749023437500000e+01,4.594955444335937500e+00
9.160000000000000000e+03,-9.166525741283757611e+01,4.234333634376525879e-01,2.342837142944335938e+01,4.595078468322753906e+00
9.161000000000000000e+03,-9.166525705909262456e+01,4.234492480754852295e-01,2.342925262451171875e+01,4.595201969146728516e+00
9.162000000000000000e+03,-9.166525741283757611e+01,4.234651029109954834e-01,2.343013191223144531e+01,4.595325469970703125e+00
9.163000000000000000e+03,-9.166525705909262456e+01,4.234809875488281250e-01,2.343101119995117188e+01,4.595448970794677734e+00
9.164000000000000000e+03,-9.166525529036820785e+01,4.234968721866607666e-01,2.343189048767089844e+01,4.595571994781494141e+00
9.165000000000000000e+03,-9.166525564411303151e+01,4.235127270221710205e-01,2.343276977539062500e+01,4.595695495605468750e+00
9.166000000000000000e+03,-9.166525493662342683e+01,4.235286116600036621e-01,2.343364906311035156e+01,4.595818996429443359e+00
9.167000000000000000e+03,-9.166525493662342683e+01,4.235444664955139160e-01,2.343452835083007812e+01,4.595942497253417969e+00
9.168000000000000000e+03,-9.166525422913392163e+01,4.235603213310241699e-01,2.343540763854980469e+01,4.596065521240234375e+00
9.169000000000000000e+03,-9.166525529036820785e+01,4.235761463642120361e-01,2.343628692626953125e+01,4.596188545227050781e+00
9.170000000000000000e+03,-9.166525493662342683e+01,4.235920011997222900e-01,2.343716621398925781e+01,4.596311569213867188e+00
9.171000000000000000e+03,-9.166525458287866002e+01,4.236078560352325439e-01,2.343804359436035156e+01,4.596434593200683594e+00
9.172000000000000000e+03,-9.166525352164454432e+01,4.236237108707427979e-01,2.343892097473144531e+01,4.596557617187500000e+00
9.173000000000000000e+03,-9.166525387538922587e+01,4.236395657062530518e-01,2.343979835510253906e+01,4.596680164337158203e+00
9.174000000000000000e+03,-9.166525281415528070e+01,4.236553907394409180e-01,2.344067764282226562e+01,4.596803188323974609e+00
9.175000000000000000e+03,-9.166525246041067021e+01,4.236712157726287842e-01,2.344155502319335938e+01,4.596926212310791016e+00
9.176000000000000000e+03,-9.166525210666611656e+01,4.236870408058166504e-01,2.344243240356445312e+01,4.597049236297607422e+00
9.177000000000000000e+03,-9.166525175292157712e+01,4.237028658390045166e-01,2.344330978393554688e+01,4.597172260284423828e+00
9.178000000000000000e+03,-9.166525139917708032e+01,4.237186908721923828e-01,2.344418716430664062e+01,4.597295284271240234e+00
9.179000000000000000e+03,-9.166525104543259772e+01,4.237345159053802490e-01,2.344506454467773438e+01,4.597417831420898438e+00
9.180000000000000000e+03,-9.166525210666611656e+01,4.237503409385681152e-01,2.344594383239746094e+01,4.597540855407714844e+00
9.181000000000000000e+03,-9.166525139917708032e+01,4.237661361694335938e-01,2.344681930541992188e+01,4.597663879394531250e+00
9.182000000000000000e+03,-9.166525069168814355e+01,4.237819612026214600e-01,2.344769477844238281e+01,4.597786903381347656e+00
9.183000000000000000e+03,-9.166524998419933468e+01,4.237977564334869385e-01,2.344857025146484375e+01,4.597909927368164062e+00
9.184000000000000000e+03,-9.166524998419933468e+01,4.238135516643524170e-01,2.344944763183593750e+01,4.598032951354980469e+00
9.185000000000000000e+03,-9.166525069168814355e+01,4.238293468952178955e-01,2.345032310485839844e+01,4.598155498504638672e+00
9.186000000000000000e+03,-9.166525033794373201e+01,4.238451421260833740e-01,2.345119857788085938e+01,4.598278045654296875e+00
9.187000000000000000e+03,-9.166524821547781698e+01,4.238609373569488525e-01,2.345207405090332031e+01,4.598400592803955078e+00
9.188000000000000000e+03,-9.166524927671063949e+01,4.238767325878143311e-01,2.345295143127441406e+01,4.598523139953613281e+00
9.189000000000000000e+03,-9.166524750798942023e+01,4.238925278186798096e-01,2.345382690429687500e+01,4.598645687103271484e+00
9.190000000000000000e+03,-9.166524821547781698e+01,4.239083230495452881e-01,2.345470237731933594e+01,4.598768234252929688e+00
9.191000000000000000e+03,-9.166524750798942023e+01,4.239240884780883789e-01,2.345557785034179688e+01,4.598890781402587891e+00
9.192000000000000000e+03,-9.166524750798942023e+01,4.239398539066314697e-01,2.345645141601562500e+01,4.599013328552246094e+00
9.193000000000000000e+03,-9.166524715424526448e+01,4.239556491374969482e-01,2.345732498168945312e+01,4.599135875701904297e+00
9.194000000000000000e+03,-9.166524750798942023e+01,4.239714145660400391e-01,2.345820045471191406e+01,4.599258422851562500e+00
9.195000000000000000e+03,-9.166524644675702405e+01,4.239871799945831299e-01,2.345907402038574219e+01,4.599380970001220703e+00
9.196000000000000000e+03,-9.166524609301293935e+01,4.240029454231262207e-01,2.345994758605957031e+01,4.599503517150878906e+00
9.197000000000000000e+03,-9.166524538552488366e+01,4.240187108516693115e-01,2.346082305908203125e+01,4.599626064300537109e+00
9.198000000000000000e+03,-9.166524573926891151e+01,4.240344464778900146e-01,2.346169662475585938e+01,4.599748611450195312e+00
9.199000000000000000e+03,-9.166524573926891151e+01,4.240501821041107178e-01,2.346257019042968750e+01,4.599870681762695312e+00
9.200000000000000000e+03,-9.166524432429299907e+01,4.240659177303314209e-01,2.346344375610351562e+01,4.599993228912353516e+00
9.201000000000000000e+03,-9.166524397054911333e+01,4.240816831588745117e-01,2.346431541442871094e+01,4.600115776062011719e+00
9.202000000000000000e+03,-9.166524467803694165e+01,4.240974187850952148e-01,2.346518898010253906e+01,4.600238323211669922e+00
9.203000000000000000e+03,-9.166524397054911333e+01,4.241131544113159180e-01,2.346606063842773438e+01,4.600360393524169922e+00
9.204000000000000000e+03,-9.166524326306139869e+01,4.241288900375366211e-01,2.346693420410156250e+01,4.600482463836669922e+00
9.205000000000000000e+03,-9.166524326306139869e+01,4.241446256637573242e-01,2.346780586242675781e+01,4.600604534149169922e+00
9.206000000000000000e+03,-9.166524361680524180e+01,4.241603910923004150e-01,2.346867942810058594e+01,4.600726604461669922e+00
9.207000000000000000e+03,-9.166524290931758401e+01,4.241760969161987305e-01,2.346955108642578125e+01,4.600848674774169922e+00
9.208000000000000000e+03,-9.166524184808631048e+01,4.241918027400970459e-01,2.347042465209960938e+01,4.600971221923828125e+00
9.209000000000000000e+03,-9.166524149434260949e+01,4.242075383663177490e-01,2.347129631042480469e+01,4.601093292236328125e+00
9.210000000000000000e+03,-9.166524114059895112e+01,4.242232441902160645e-01,2.347216796875000000e+01,4.601215362548828125e+00
9.211000000000000000e+03,-9.166524114059895112e+01,4.242389500141143799e-01,2.347303771972656250e+01,4.601337432861328125e+00
9.212000000000000000e+03,-9.166524149434260949e+01,4.242546558380126953e-01,2.347390937805175781e+01,4.601459503173828125e+00
9.213000000000000000e+03,-9.166524149434260949e+01,4.242703914642333984e-01,2.347477912902832031e+01,4.601581573486328125e+00
9.214000000000000000e+03,-9.166524078685529275e+01,4.242860972881317139e-01,2.347565078735351562e+01,4.601703643798828125e+00
9.215000000000000000e+03,-9.166524114059895112e+01,4.243017733097076416e-01,2.347652244567871094e+01,4.601825714111328125e+00
9.216000000000000000e+03,-9.166523972562455924e+01,4.243174791336059570e-01,2.347739219665527344e+01,4.601947784423828125e+00
9.217000000000000000e+03,-9.166524007936811813e+01,4.243331551551818848e-01,2.347826385498046875e+01,4.602069854736328125e+00
9.218000000000000000e+03,-9.166523901813752673e+01,4.243488609790802002e-01,2.347913360595703125e+01,4.602191925048828125e+00
9.219000000000000000e+03,-9.166523937188102877e+01,4.243645370006561279e-01,2.348000526428222656e+01,4.602313518524169922e+00
9.220000000000000000e+03,-9.166523866439405310e+01,4.243802130222320557e-01,2.348087501525878906e+01,4.602435111999511719e+00
9.221000000000000000e+03,-9.166523831065062211e+01,4.243959188461303711e-01,2.348174285888671875e+01,4.602556705474853516e+00
9.222000000000000000e+03,-9.166523937188102877e+01,4.244115948677062988e-01,2.348261260986328125e+01,4.602678298950195312e+00
9.223000000000000000e+03,-9.166523760316381697e+01,4.244272708892822266e-01,2.348348236083984375e+01,4.602800369262695312e+00
9.224000000000000000e+03,-9.166523724942047124e+01,4.244429171085357666e-01,2.348435020446777344e+01,4.602921962738037109e+00
9.225000000000000000e+03,-9.166523795690720533e+01,4.244585931301116943e-01,2.348521995544433594e+01,4.603043556213378906e+00
9.226000000000000000e+03,-9.166523689567713973e+01,4.244742393493652344e-01,2.348608970642089844e+01,4.603165149688720703e+00
9.227000000000000000e+03,-9.166523654193385084e+01,4.244899153709411621e-01,2.348695755004882812e+01,4.603286743164062500e+00
9.228000000000000000e+03,-9.166523689567713973e+01,4.245055615901947021e-01,2.348782730102539062e+01,4.603408336639404297e+00
9.229000000000000000e+03,-9.166523654193385084e+01,4.245212376117706299e-01,2.348869705200195312e+01,4.603530406951904297e+00
9.230000000000000000e+03,-9.166523654193385084e+01,4.245368838310241699e-01,2.348956489562988281e+01,4.603652000427246094e+00
9.231000000000000000e+03,-9.166523548070414051e+01,4.245525300502777100e-01,2.349043083190917969e+01,4.603773593902587891e+00
9.232000000000000000e+03,-9.166523512696096532e+01,4.245681762695312500e-01,2.349129867553710938e+01,4.603895187377929688e+00
9.233000000000000000e+03,-9.166523548070414051e+01,4.245837926864624023e-01,2.349216651916503906e+01,4.604016780853271484e+00
9.234000000000000000e+03,-9.166523548070414051e+01,4.245994389057159424e-01,2.349303436279296875e+01,4.604138374328613281e+00
9.235000000000000000e+03,-9.166523512696096532e+01,4.246150553226470947e-01,2.349390029907226562e+01,4.604259967803955078e+00
9.236000000000000000e+03,-9.166523371198852033e+01,4.246307015419006348e-01,2.349476814270019531e+01,4.604382038116455078e+00
9.237000000000000000e+03,-9.166523371198852033e+01,4.246463477611541748e-01,2.349563598632812500e+01,4.604503154754638672e+00
9.238000000000000000e+03,-9.166523335824550145e+01,4.246619641780853271e-01,2.349650382995605469e+01,4.604624271392822266e+00
9.239000000000000000e+03,-9.166523335824550145e+01,4.246775805950164795e-01,2.349737167358398438e+01,4.604745388031005859e+00
9.240000000000000000e+03,-9.166523335824550145e+01,4.246931970119476318e-01,2.349823570251464844e+01,4.604866981506347656e+00
9.241000000000000000e+03,-9.166523300450249678e+01,4.247087836265563965e-01,2.349910163879394531e+01,4.604988098144531250e+00
9.242000000000000000e+03,-9.166523194327362489e+01,4.247244000434875488e-01,2.349996757507324219e+01,4.605109214782714844e+00
9.243000000000000000e+03,-9.166523265075950633e+01,4.247400164604187012e-01,2.350083351135253906e+01,4.605230331420898438e+00
9.244000000000000000e+03,-9.166523229701655850e+01,4.247556328773498535e-01,2.350169944763183594e+01,4.605351924896240234e+00
9.245000000000000000e+03,-9.166523194327362489e+01,4.247712194919586182e-01,2.350256538391113281e+01,4.605473041534423828e+00
9.246000000000000000e+03,-9.166523088204505143e+01,4.247868359088897705e-01,2.350343132019042969e+01,4.605594158172607422e+00
9.247000000000000000e+03,-9.166523123578787136e+01,4.248024225234985352e-01,2.350429725646972656e+01,4.605715274810791016e+00
9.248000000000000000e+03,-9.166523017455945421e+01,4.248180091381072998e-01,2.350516319274902344e+01,4.605836868286132812e+00
9.249000000000000000e+03,-9.166523017455945421e+01,4.248335957527160645e-01,2.350602722167968750e+01,4.605957984924316406e+00
9.250000000000000000e+03,-9.166523017455945421e+01,4.248491525650024414e-01,2.350689125061035156e+01,4.606079101562500000e+00
9.251000000000000000e+03,-9.166522946707399910e+01,4.248647391796112061e-01,2.350775527954101562e+01,4.606200218200683594e+00
9.252000000000000000e+03,-9.166522911333130708e+01,4.248803257942199707e-01,2.350861930847167969e+01,4.606321811676025391e+00
9.253000000000000000e+03,-9.166522911333130708e+01,4.248959124088287354e-01,2.350948333740234375e+01,4.606442928314208984e+00
9.254000000000000000e+03,-9.166522875958864347e+01,4.249114990234375000e-01,2.351034736633300781e+01,4.606563568115234375e+00
9.255000000000000000e+03,-9.166522734461828747e+01,4.249270558357238770e-01,2.351121139526367188e+01,4.606684207916259766e+00
9.256000000000000000e+03,-9.166522805210341573e+01,4.249425828456878662e-01,2.351207542419433594e+01,4.606805324554443359e+00
9.257000000000000000e+03,-9.166522769836083739e+01,4.249581396579742432e-01,2.351293945312500000e+01,4.606925964355468750e+00
9.258000000000000000e+03,-9.166522699087578019e+01,4.249736964702606201e-01,2.351380348205566406e+01,4.607047080993652344e+00
9.259000000000000000e+03,-9.166522734461828747e+01,4.249892532825469971e-01,2.351466560363769531e+01,4.607167720794677734e+00
9.260000000000000000e+03,-9.166522699087578019e+01,4.250048100948333740e-01,2.351552772521972656e+01,4.607288360595703125e+00
9.261000000000000000e+03,-9.166522699087578019e+01,4.250203669071197510e-01,2.351638984680175781e+01,4.607409477233886719e+00
9.262000000000000000e+03,-9.166522628339082246e+01,4.250359237194061279e-01,2.351725196838378906e+01,4.607530117034912109e+00
9.263000000000000000e+03,-9.166522628339082246e+01,4.250514507293701172e-01,2.351811408996582031e+01,4.607650756835937500e+00
9.264000000000000000e+03,-9.166522663713328711e+01,4.250669777393341064e-01,2.351897621154785156e+01,4.607771873474121094e+00
9.265000000000000000e+03,-9.166522628339082246e+01,4.250825047492980957e-01,2.351983833312988281e+01,4.607892513275146484e+00
9.266000000000000000e+03,-9.166522522216361324e+01,4.250980317592620850e-01,2.352070045471191406e+01,4.608013153076171875e+00
9.267000000000000000e+03,-9.166522592964838623e+01,4.251135587692260742e-01,2.352156257629394531e+01,4.608134269714355469e+00
9.268000000000000000e+03,-9.166522592964838623e+01,4.251290857791900635e-01,2.352242660522460938e+01,4.608254909515380859e+00
9.269000000000000000e+03,-9.166522522216361324e+01,4.251446127891540527e-01,2.352328681945800781e+01,4.608375549316406250e+00
9.270000000000000000e+03,-9.166522557590597842e+01,4.251601397991180420e-01,2.352414703369140625e+01,4.608496665954589844e+00
9.271000000000000000e+03,-9.166522416093667402e+01,4.251756370067596436e-01,2.352500724792480469e+01,4.608616828918457031e+00
9.272000000000000000e+03,-9.166522345345217104e+01,4.251911640167236328e-01,2.352586746215820312e+01,4.608737468719482422e+00
9.273000000000000000e+03,-9.166522416093667402e+01,4.252066612243652344e-01,2.352672958374023438e+01,4.608857631683349609e+00
9.274000000000000000e+03,-9.166522239222565815e+01,4.252221584320068359e-01,2.352758979797363281e+01,4.608978271484375000e+00
9.275000000000000000e+03,-9.166522309970999061e+01,4.252376556396484375e-01,2.352845001220703125e+01,4.609098434448242188e+00
9.276000000000000000e+03,-9.166522274596781017e+01,4.252531528472900391e-01,2.352931022644042969e+01,4.609219074249267578e+00
9.277000000000000000e+03,-9.166522239222565815e+01,4.252686500549316406e-01,2.353017044067382812e+01,4.609339237213134766e+00
9.278000000000000000e+03,-9.166522203848356298e+01,4.252841472625732422e-01,2.353103256225585938e+01,4.609459400177001953e+00
9.279000000000000000e+03,-9.166522274596781017e+01,4.252996444702148438e-01,2.353189086914062500e+01,4.609580039978027344e+00
9.280000000000000000e+03,-9.166522133099940106e+01,4.253151118755340576e-01,2.353274917602539062e+01,4.609700202941894531e+00
9.281000000000000000e+03,-9.166522097725737694e+01,4.253305792808532715e-01,2.353360939025878906e+01,4.609820842742919922e+00
9.282000000000000000e+03,-9.166522168474146781e+01,4.253460466861724854e-01,2.353446769714355469e+01,4.609941005706787109e+00
9.283000000000000000e+03,-9.166521956228956469e+01,4.253615438938140869e-01,2.353532600402832031e+01,4.610061645507812500e+00
9.284000000000000000e+03,-9.166521920854768268e+01,4.253770112991333008e-01,2.353618431091308594e+01,4.610181808471679688e+00
9.285000000000000000e+03,-9.166521991603147512e+01,4.253924787044525146e-01,2.353704452514648438e+01,4.610302448272705078e+00
9.286000000000000000e+03,-9.166521991603147512e+01,4.254079461097717285e-01,2.353790283203125000e+01,4.610422611236572266e+00
9.287000000000000000e+03,-9.166521956228956469e+01,4.254234135150909424e-01,2.353876113891601562e+01,4.610543251037597656e+00
9.288000000000000000e+03,-9.166521991603147512e+01,4.254388511180877686e-01,2.353962135314941406e+01,4.610662937164306641e+00
9.289000000000000000e+03,-9.166521885480582910e+01,4.254542887210845947e-01,2.354047775268554688e+01,4.610783100128173828e+00
9.290000000000000000e+03,-9.166521779358042465e+01,4.254697561264038086e-01,2.354133415222167969e+01,4.610902786254882812e+00
9.291000000000000000e+03,-9.166521814732219298e+01,4.254851937294006348e-01,2.354219245910644531e+01,4.611022949218750000e+00
9.292000000000000000e+03,-9.166521779358042465e+01,4.255006313323974609e-01,2.354304885864257812e+01,4.611142635345458984e+00
9.293000000000000000e+03,-9.166521814732219298e+01,4.255160987377166748e-01,2.354390716552734375e+01,4.611262798309326172e+00
9.294000000000000000e+03,-9.166521814732219298e+01,4.255315363407135010e-01,2.354476356506347656e+01,4.611382961273193359e+00
9.295000000000000000e+03,-9.166521708609698749e+01,4.255469739437103271e-01,2.354562187194824219e+01,4.611502647399902344e+00
9.296000000000000000e+03,-9.166521708609698749e+01,4.255623817443847656e-01,2.354647827148437500e+01,4.611622810363769531e+00
9.297000000000000000e+03,-9.166521637861364979e+01,4.255778193473815918e-01,2.354733467102050781e+01,4.611742496490478516e+00
9.298000000000000000e+03,-9.166521637861364979e+01,4.255932271480560303e-01,2.354819297790527344e+01,4.611862659454345703e+00
9.299000000000000000e+03,-9.166521531738885642e+01,4.256086349487304688e-01,2.354904747009277344e+01,4.611982345581054688e+00
9.300000000000000000e+03,-9.166521531738885642e+01,4.256240725517272949e-01,2.354990386962890625e+01,4.612102508544921875e+00
9.301000000000000000e+03,-9.166521460990580294e+01,4.256394803524017334e-01,2.355075836181640625e+01,4.612222671508789062e+00
9.302000000000000000e+03,-9.166521496364731547e+01,4.256549179553985596e-01,2.355161476135253906e+01,4.612342357635498047e+00
9.303000000000000000e+03,-9.166521425616434726e+01,4.256702959537506104e-01,2.355246925354003906e+01,4.612462520599365234e+00
9.304000000000000000e+03,-9.166521460990580294e+01,4.256857037544250488e-01,2.355332565307617188e+01,4.612582206726074219e+00
9.305000000000000000e+03,-9.166521460990580294e+01,4.257010817527770996e-01,2.355418014526367188e+01,4.612702369689941406e+00
9.306000000000000000e+03,-9.166521425616434726e+01,4.257164895534515381e-01,2.355503654479980469e+01,4.612821578979492188e+00
9.307000000000000000e+03,-9.166521319494006548e+01,4.257318973541259766e-01,2.355589103698730469e+01,4.612941265106201172e+00
9.308000000000000000e+03,-9.166521248745736727e+01,4.257472753524780273e-01,2.355674743652343750e+01,4.613060951232910156e+00
9.309000000000000000e+03,-9.166521284119869506e+01,4.257626831531524658e-01,2.355760192871093750e+01,4.613180160522460938e+00
9.310000000000000000e+03,-9.166521284119869506e+01,4.257780611515045166e-01,2.355845451354980469e+01,4.613299846649169922e+00
9.311000000000000000e+03,-9.166521319494006548e+01,4.257934689521789551e-01,2.355930900573730469e+01,4.613419532775878906e+00
9.312000000000000000e+03,-9.166521248745736727e+01,4.258088171482086182e-01,2.356016159057617188e+01,4.613538742065429688e+00
9.313000000000000000e+03,-9.166521107249231193e+01,4.258241951465606689e-01,2.356101608276367188e+01,4.613658428192138672e+00
9.314000000000000000e+03,-9.166521107249231193e+01,4.258395731449127197e-01,2.356187057495117188e+01,4.613778114318847656e+00
9.315000000000000000e+03,-9.166521107249231193e+01,4.258549213409423828e-01,2.356272315979003906e+01,4.613897323608398438e+00
9.316000000000000000e+03,-9.166521071875111204e+01,4.258702993392944336e-01,2.356357765197753906e+01,4.614017009735107422e+00
9.317000000000000000e+03,-9.166521071875111204e+01,4.258856773376464844e-01,2.356443214416503906e+01,4.614136695861816406e+00
9.318000000000000000e+03,-9.166521071875111204e+01,4.259010255336761475e-01,2.356528472900390625e+01,4.614255905151367188e+00
9.319000000000000000e+03,-9.166520965752769712e+01,4.259163737297058105e-01,2.356613731384277344e+01,4.614375591278076172e+00
9.320000000000000000e+03,-9.166521001126881174e+01,4.259317219257354736e-01,2.356698989868164062e+01,4.614495277404785156e+00
9.321000000000000000e+03,-9.166520965752769712e+01,4.259470701217651367e-01,2.356784057617187500e+01,4.614614486694335938e+00
