step,power_db,alpha_deg,beta_deg,gamma_deg
1.880000000000000000e+03,-9.168171434847829460e+01,1.236085295677185059e-01,7.866122722625732422e+00,2.333901882171630859e+00
1.881000000000000000e+03,-9.168170582637498001e+01,1.236945092678070068e-01,7.870472431182861328e+00,2.334557294845581055e+00
1.882000000000000000e+03,-9.168169836954825769e+01,1.237804666161537170e-01,7.874821662902832031e+00,2.335212230682373047e+00
1.883000000000000000e+03,-9.168169055764832365e+01,1.238664090633392334e-01,7.879169940948486328e+00,2.335867166519165039e+00
1.884000000000000000e+03,-9.168168132542103876e+01,1.239523291587829590e-01,7.883517265319824219e+00,2.336522102355957031e+00
1.885000000000000000e+03,-9.168167457880582560e+01,1.240382418036460876e-01,7.887864112854003906e+00,2.337176561355590820e+00
1.886000000000000000e+03,-9.168166570169648821e+01,1.241241395473480225e-01,7.892209529876708984e+00,2.337831020355224609e+00
1.887000000000000000e+03,-9.168165717968861372e+01,1.242100223898887634e-01,7.896554470062255859e+00,2.338485479354858398e+00
1.888000000000000000e+03,-9.168164901278009893e+01,1.242958828806877136e-01,7.900898456573486328e+00,2.339139699935913086e+00
1.889000000000000000e+03,-9.168164155605094834e+01,1.243817284703254700e-01,7.905241966247558594e+00,2.339793682098388672e+00
1.890000000000000000e+03,-9.168163374425319034e+01,1.244675591588020325e-01,7.909584045410156250e+00,2.340447664260864258e+00
1.891000000000000000e+03,-9.168162380198545236e+01,1.245533749461174011e-01,7.913925647735595703e+00,2.341101408004760742e+00
1.892000000000000000e+03,-9.168161776561971976e+01,1.246391683816909790e-01,7.918265819549560547e+00,2.341754913330078125e+00
1.893000000000000000e+03,-9.168160817846784028e+01,1.247249469161033630e-01,7.922605991363525391e+00,2.342408657073974609e+00
1.894000000000000000e+03,-9.168160036673013735e+01,1.248107105493545532e-01,7.926944732666015625e+00,2.343061923980712891e+00
1.895000000000000000e+03,-9.168159219992844555e+01,1.248964592814445496e-01,7.931282520294189453e+00,2.343714952468872070e+00
1.896000000000000000e+03,-9.168158474329683827e+01,1.249821931123733521e-01,7.935619831085205078e+00,2.344368219375610352e+00
1.897000000000000000e+03,-9.168157693160127053e+01,1.250679045915603638e-01,7.939956188201904297e+00,2.345021009445190430e+00
1.898000000000000000e+03,-9.168156805469153880e+01,1.251536011695861816e-01,7.944291591644287109e+00,2.345673799514770508e+00
1.899000000000000000e+03,-9.168156095317682741e+01,1.252392828464508057e-01,7.948626041412353516e+00,2.346326589584350586e+00
1.900000000000000000e+03,-9.168155207629976644e+01,1.253249645233154297e-01,7.952960014343261719e+00,2.346978902816772461e+00
1.901000000000000000e+03,-9.168154390958888200e+01,1.254106163978576660e-01,7.957293033599853516e+00,2.347631216049194336e+00
1.902000000000000000e+03,-9.168153503274665184e+01,1.254962533712387085e-01,7.961625099182128906e+00,2.348283529281616211e+00
1.903000000000000000e+03,-9.168152722114047037e+01,1.255818605422973633e-01,7.965956211090087891e+00,2.348935604095458984e+00
1.904000000000000000e+03,-9.168151940954837187e+01,1.256674677133560181e-01,7.970286369323730469e+00,2.349587440490722656e+00
1.905000000000000000e+03,-9.168151159797032790e+01,1.257530599832534790e-01,7.974616050720214844e+00,2.350239276885986328e+00
1.906000000000000000e+03,-9.168150414147710592e+01,1.258386224508285522e-01,7.978944778442382812e+00,2.350891113281250000e+00
1.907000000000000000e+03,-9.168149526471616184e+01,1.259241700172424316e-01,7.983272552490234375e+00,2.351542472839355469e+00
1.908000000000000000e+03,-9.168148745318154624e+01,1.260097175836563110e-01,7.987599372863769531e+00,2.352193832397460938e+00
1.909000000000000000e+03,-9.168147893152342931e+01,1.260952353477478027e-01,7.991925239562988281e+00,2.352845191955566406e+00
1.910000000000000000e+03,-9.168147147508628336e+01,1.261807531118392944e-01,7.996250629425048828e+00,2.353496074676513672e+00
1.911000000000000000e+03,-9.168146295345954400e+01,1.262662261724472046e-01,8.000575065612792969e+00,2.354147195816040039e+00
1.912000000000000000e+03,-9.168145514198302237e+01,1.263516992330551147e-01,8.004898071289062500e+00,2.354797840118408203e+00
1.913000000000000000e+03,-9.168144768558674684e+01,1.264371573925018311e-01,8.009221076965332031e+00,2.355448484420776367e+00
1.914000000000000000e+03,-9.168143809881031814e+01,1.265226006507873535e-01,8.013543128967285156e+00,2.356098890304565430e+00
1.915000000000000000e+03,-9.168143170763781313e+01,1.266080141067504883e-01,8.017864227294921875e+00,2.356749057769775391e+00
1.916000000000000000e+03,-9.168142212089664156e+01,1.266934275627136230e-01,8.022184371948242188e+00,2.357399225234985352e+00
1.917000000000000000e+03,-9.168141537468409297e+01,1.267788112163543701e-01,8.026504516601562500e+00,2.358049154281616211e+00
1.918000000000000000e+03,-9.168140756329314911e+01,1.268641948699951172e-01,8.030823707580566406e+00,2.358699083328247070e+00
1.919000000000000000e+03,-9.168139904179179211e+01,1.269495636224746704e-01,8.035142898559570312e+00,2.359349012374877930e+00
1.920000000000000000e+03,-9.168139052030716130e+01,1.270348876714706421e-01,8.039460182189941406e+00,2.359998464584350586e+00
1.921000000000000000e+03,-9.168138235390009072e+01,1.271202117204666138e-01,8.043776512145996094e+00,2.360647916793823242e+00
1.922000000000000000e+03,-9.168137525268902266e+01,1.272055357694625854e-01,8.048092842102050781e+00,2.361297130584716797e+00
1.923000000000000000e+03,-9.168136602113196432e+01,1.272908300161361694e-01,8.052407264709472656e+00,2.361946344375610352e+00
1.924000000000000000e+03,-9.168135820982982409e+01,1.273760944604873657e-01,8.056721687316894531e+00,2.362595319747924805e+00
1.925000000000000000e+03,-9.168135075359995767e+01,1.274613589048385620e-01,8.061035156250000000e+00,2.363244295120239258e+00
1.926000000000000000e+03,-9.168134223221005641e+01,1.275465935468673706e-01,8.065347671508789062e+00,2.363892793655395508e+00
1.927000000000000000e+03,-9.168133477600763115e+01,1.276318281888961792e-01,8.069659233093261719e+00,2.364541530609130859e+00
1.928000000000000000e+03,-9.168132660970536563e+01,1.277170330286026001e-01,8.073969841003417969e+00,2.365190029144287109e+00
1.929000000000000000e+03,-9.168131844341844783e+01,1.278022229671478271e-01,8.078279495239257812e+00,2.365838289260864258e+00
1.930000000000000000e+03,-9.168131027714690617e+01,1.278873980045318604e-01,8.082588195800781250e+00,2.366486549377441406e+00
1.931000000000000000e+03,-9.168130246594499511e+01,1.279725581407546997e-01,8.086896896362304688e+00,2.367134571075439453e+00
1.932000000000000000e+03,-9.168129465475713857e+01,1.280577033758163452e-01,8.091203689575195312e+00,2.367782354354858398e+00
1.933000000000000000e+03,-9.168128577842436755e+01,1.281428188085556030e-01,8.095510482788085938e+00,2.368430137634277344e+00
1.934000000000000000e+03,-9.168127867737121051e+01,1.282279342412948608e-01,8.099816322326660156e+00,2.369077682495117188e+00
1.935000000000000000e+03,-9.168127157632966373e+01,1.283130347728729248e-01,8.104120254516601562e+00,2.369724988937377930e+00
1.936000000000000000e+03,-9.168126341014624359e+01,1.283981055021286011e-01,8.108424186706542969e+00,2.370372295379638672e+00
1.937000000000000000e+03,-9.168125417882693284e+01,1.284831613302230835e-01,8.112727165222167969e+00,2.371019601821899414e+00
1.938000000000000000e+03,-9.168124672277568266e+01,1.285682022571563721e-01,8.117029190063476562e+00,2.371666431427001953e+00
1.939000000000000000e+03,-9.168123891168806949e+01,1.286532431840896606e-01,8.121331214904785156e+00,2.372313499450683594e+00
1.940000000000000000e+03,-9.168123181071153738e+01,1.287382394075393677e-01,8.125631332397460938e+00,2.372960090637207031e+00
1.941000000000000000e+03,-9.168122328955503519e+01,1.288232356309890747e-01,8.129931449890136719e+00,2.373606681823730469e+00
1.942000000000000000e+03,-9.168121583355679149e+01,1.289082020521163940e-01,8.134229660034179688e+00,2.374253273010253906e+00
1.943000000000000000e+03,-9.168120660233861940e+01,1.289931684732437134e-01,8.138527870178222656e+00,2.374899625778198242e+00
1.944000000000000000e+03,-9.168119950141493746e+01,1.290781050920486450e-01,8.142825126647949219e+00,2.375545740127563477e+00
1.945000000000000000e+03,-9.168119098032180148e+01,1.291630268096923828e-01,8.147120475769042969e+00,2.376191616058349609e+00
1.946000000000000000e+03,-9.168118387942365644e+01,1.292479485273361206e-01,8.151415824890136719e+00,2.376837730407714844e+00
1.947000000000000000e+03,-9.168117606844909062e+01,1.293328404426574707e-01,8.155711174011230469e+00,2.377483367919921875e+00
1.948000000000000000e+03,-9.168116754740195518e+01,1.294177174568176270e-01,8.160004615783691406e+00,2.378129005432128906e+00
1.949000000000000000e+03,-9.168116009149940737e+01,1.295025646686553955e-01,8.164297103881835938e+00,2.378774404525756836e+00
1.950000000000000000e+03,-9.168115228056763044e+01,1.295874118804931641e-01,8.168588638305664062e+00,2.379419565200805664e+00
1.951000000000000000e+03,-9.168114304948454674e+01,1.296722441911697388e-01,8.172880172729492188e+00,2.380064964294433594e+00
1.952000000000000000e+03,-9.168113630370547185e+01,1.297570466995239258e-01,8.177170753479003906e+00,2.380709886550903320e+00
1.953000000000000000e+03,-9.168112742769633883e+01,1.298418343067169189e-01,8.181459426879882812e+00,2.381354808807373047e+00
1.954000000000000000e+03,-9.168112032690208935e+01,1.299266070127487183e-01,8.185748100280761719e+00,2.381999492645263672e+00
1.955000000000000000e+03,-9.168111287108061447e+01,1.300113797187805176e-01,8.190035820007324219e+00,2.382644176483154297e+00
1.956000000000000000e+03,-9.168110470519559385e+01,1.300961077213287354e-01,8.194322586059570312e+00,2.383288621902465820e+00
1.957000000000000000e+03,-9.168109760443849154e+01,1.301808357238769531e-01,8.198608398437500000e+00,2.383932828903198242e+00
1.958000000000000000e+03,-9.168108872850845614e+01,1.302655488252639771e-01,8.202893257141113281e+00,2.384577035903930664e+00
1.959000000000000000e+03,-9.168108127274123831e+01,1.303502470254898071e-01,8.207177162170410156e+00,2.385221004486083984e+00
1.960000000000000000e+03,-9.168107310691561906e+01,1.304349154233932495e-01,8.211459159851074219e+00,2.385864973068237305e+00
1.961000000000000000e+03,-9.168106529614028943e+01,1.305195689201354980e-01,8.215741157531738281e+00,2.386508703231811523e+00
1.962000000000000000e+03,-9.168105748537898592e+01,1.306042224168777466e-01,8.220022201538085938e+00,2.387152194976806641e+00
1.963000000000000000e+03,-9.168104896456452479e+01,1.306888461112976074e-01,8.224302291870117188e+00,2.387795686721801758e+00
1.964000000000000000e+03,-9.168104044376676143e+01,1.307734549045562744e-01,8.228581428527832031e+00,2.388439178466796875e+00
1.965000000000000000e+03,-9.168103369814704706e+01,1.308580338954925537e-01,8.232859611511230469e+00,2.389082193374633789e+00
1.966000000000000000e+03,-9.168102482234760942e+01,1.309426128864288330e-01,8.237136840820312500e+00,2.389725208282470703e+00
1.967000000000000000e+03,-9.168101772172113328e+01,1.310271769762039185e-01,8.241413116455078125e+00,2.390368223190307617e+00
1.968000000000000000e+03,-9.168100955601501312e+01,1.311117112636566162e-01,8.245689392089843750e+00,2.391010999679565430e+00
1.969000000000000000e+03,-9.168100281044328881e+01,1.311962455511093140e-01,8.249963760375976562e+00,2.391653537750244141e+00
1.970000000000000000e+03,-9.168099499979436473e+01,1.312807500362396240e-01,8.254238128662109375e+00,2.392296075820922852e+00
1.971000000000000000e+03,-9.168098683413099081e+01,1.313652545213699341e-01,8.258510589599609375e+00,2.392938375473022461e+00
1.972000000000000000e+03,-9.168097831345512816e+01,1.314497143030166626e-01,8.262783050537109375e+00,2.393580436706542969e+00
1.973000000000000000e+03,-9.168097156793191971e+01,1.315341740846633911e-01,8.267054557800292969e+00,2.394222497940063477e+00
1.974000000000000000e+03,-9.168096304728599932e+01,1.316186189651489258e-01,8.271325111389160156e+00,2.394864320755004883e+00
1.975000000000000000e+03,-9.168095630178652300e+01,1.317030489444732666e-01,8.275594711303710938e+00,2.395506143569946289e+00
1.976000000000000000e+03,-9.168094813619588024e+01,1.317874491214752197e-01,8.279864311218261719e+00,2.396147727966308594e+00
1.977000000000000000e+03,-9.168093961559594618e+01,1.318718492984771729e-01,8.284132003784179688e+00,2.396789312362670898e+00
1.978000000000000000e+03,-9.168093180506068052e+01,1.319562196731567383e-01,8.288398742675781250e+00,2.397430658340454102e+00
1.979000000000000000e+03,-9.168092434956285786e+01,1.320405900478363037e-01,8.292665481567382812e+00,2.398071765899658203e+00
1.980000000000000000e+03,-9.168091618403231280e+01,1.321249157190322876e-01,8.296931266784667969e+00,2.398712873458862305e+00
1.981000000000000000e+03,-9.168090872856129181e+01,1.322092413902282715e-01,8.301195144653320312e+00,2.399353742599487305e+00
1.982000000000000000e+03,-9.168090127310308901e+01,1.322935521602630615e-01,8.305459022521972656e+00,2.399994611740112305e+00
1.983000000000000000e+03,-9.168089381765767598e+01,1.323778480291366577e-01,8.309721946716308594e+00,2.400635004043579102e+00
1.984000000000000000e+03,-9.168088423210380711e+01,1.324621140956878662e-01,8.313983917236328125e+00,2.401275396347045898e+00
1.985000000000000000e+03,-9.168087642166815954e+01,1.325463801622390747e-01,8.318244934082031250e+00,2.401915788650512695e+00
1.986000000000000000e+03,-9.168087003132214363e+01,1.326306164264678955e-01,8.322505950927734375e+00,2.402555942535400391e+00
1.987000000000000000e+03,-9.168086257593037658e+01,1.327148377895355225e-01,8.326765060424804688e+00,2.403195619583129883e+00
1.988000000000000000e+03,-9.168085405549830114e+01,1.327990442514419556e-01,8.331024169921875000e+00,2.403835535049438477e+00
1.989000000000000000e+03,-9.168084589009991703e+01,1.328832358121871948e-01,8.335281372070312500e+00,2.404475212097167969e+00
1.990000000000000000e+03,-9.168083914478238228e+01,1.329674124717712402e-01,8.339538574218750000e+00,2.405114889144897461e+00
1.991000000000000000e+03,-9.168083062439627895e+01,1.330515593290328979e-01,8.343794822692871094e+00,2.405754327774047852e+00
1.992000000000000000e+03,-9.168082210402687338e+01,1.331356912851333618e-01,8.348050117492675781e+00,2.406393527984619141e+00
1.993000000000000000e+03,-9.168081500373182280e+01,1.332198232412338257e-01,8.352304458618164062e+00,2.407032489776611328e+00
1.994000000000000000e+03,-9.168080754843451530e+01,1.333039253950119019e-01,8.356557846069335938e+00,2.407671689987182617e+00
1.995000000000000000e+03,-9.168080009314998335e+01,1.333880126476287842e-01,8.360810279846191406e+00,2.408310413360595703e+00
1.996000000000000000e+03,-9.168079228286565296e+01,1.334720849990844727e-01,8.365061759948730469e+00,2.408949136734008789e+00
1.997000000000000000e+03,-9.168078447259534869e+01,1.335561424493789673e-01,8.369313240051269531e+00,2.409587621688842773e+00
1.998000000000000000e+03,-9.168077701735045082e+01,1.336401849985122681e-01,8.373562812805175781e+00,2.410226106643676758e+00
1.999000000000000000e+03,-9.168076920710760191e+01,1.337241977453231812e-01,8.377812385559082031e+00,2.410864353179931641e+00
2.000000000000000000e+03,-9.168076246190918255e+01,1.338081955909729004e-01,8.382061004638671875e+00,2.411502599716186523e+00
2.001000000000000000e+03,-9.168075358666405350e+01,1.338921934366226196e-01,8.386307716369628906e+00,2.412140607833862305e+00
2.002000000000000000e+03,-9.168074542145456007e+01,1.339761614799499512e-01,8.390554428100585938e+00,2.412778377532958984e+00
2.003000000000000000e+03,-9.168073867629308893e+01,1.340601146221160889e-01,8.394800186157226562e+00,2.413416147232055664e+00
2.004000000000000000e+03,-9.168073015610409016e+01,1.341440528631210327e-01,8.399045944213867188e+00,2.414053678512573242e+00
2.005000000000000000e+03,-9.168072270095240128e+01,1.342279762029647827e-01,8.403289794921875000e+00,2.414690971374511719e+00
2.006000000000000000e+03,-9.168071560081986604e+01,1.343118846416473389e-01,8.407532691955566406e+00,2.415328264236450195e+00
2.007000000000000000e+03,-9.168070743568179637e+01,1.343957632780075073e-01,8.411775588989257812e+00,2.415965318679809570e+00
2.008000000000000000e+03,-9.168069962556408825e+01,1.344796419143676758e-01,8.416016578674316406e+00,2.416602373123168945e+00
2.009000000000000000e+03,-9.168069181546042046e+01,1.345634907484054565e-01,8.420257568359375000e+00,2.417239189147949219e+00
2.010000000000000000e+03,-9.168068400537080720e+01,1.346473395824432373e-01,8.424497604370117188e+00,2.417876005172729492e+00
2.011000000000000000e+03,-9.168067655029835805e+01,1.347311586141586304e-01,8.428736686706542969e+00,2.418512344360351562e+00
2.012000000000000000e+03,-9.168066945024125403e+01,1.348149627447128296e-01,8.432974815368652344e+00,2.419148921966552734e+00
2.013000000000000000e+03,-9.168066022018439298e+01,1.348987519741058350e-01,8.437211990356445312e+00,2.419785261154174805e+00
2.014000000000000000e+03,-9.168065312015399115e+01,1.349825114011764526e-01,8.441448211669921875e+00,2.420421361923217773e+00
2.015000000000000000e+03,-9.168064602013521380e+01,1.350662559270858765e-01,8.445683479309082031e+00,2.421057224273681641e+00
2.016000000000000000e+03,-9.168063856512796406e+01,1.351500004529953003e-01,8.449918746948242188e+00,2.421693086624145508e+00
2.017000000000000000e+03,-9.168063111013351829e+01,1.352337300777435303e-01,8.454152107238769531e+00,2.422328710556030273e+00
2.018000000000000000e+03,-9.168062365515189072e+01,1.353174149990081787e-01,8.458385467529296875e+00,2.422964334487915039e+00
2.019000000000000000e+03,-9.168061549018666767e+01,1.354010999202728271e-01,8.462617874145507812e+00,2.423599958419799805e+00
2.020000000000000000e+03,-9.168060839022939490e+01,1.354847699403762817e-01,8.466849327087402344e+00,2.424235105514526367e+00
2.021000000000000000e+03,-9.168059916030229317e+01,1.355684250593185425e-01,8.471078872680664062e+00,2.424870252609252930e+00
2.022000000000000000e+03,-9.168059170537549107e+01,1.356520652770996094e-01,8.475309371948242188e+00,2.425505161285400391e+00
2.023000000000000000e+03,-9.168058567044411689e+01,1.357356756925582886e-01,8.479537963867187500e+00,2.426140069961547852e+00
2.024000000000000000e+03,-9.168057786054538383e+01,1.358192712068557739e-01,8.483765602111816406e+00,2.426774501800537109e+00
2.025000000000000000e+03,-9.168056934067188024e+01,1.359028518199920654e-01,8.487992286682128906e+00,2.427409172058105469e+00
2.026000000000000000e+03,-9.168056188579626564e+01,1.359864175319671631e-01,8.492218971252441406e+00,2.428043603897094727e+00
2.027000000000000000e+03,-9.168055514091982161e+01,1.360699683427810669e-01,8.496443748474121094e+00,2.428677558898925781e+00
2.028000000000000000e+03,-9.168054626609837499e+01,1.361535042524337769e-01,8.500668525695800781e+00,2.429311752319335938e+00
2.029000000000000000e+03,-9.168053952124620309e+01,1.362370103597640991e-01,8.504892349243164062e+00,2.429945707321166992e+00
2.030000000000000000e+03,-9.168053100144790335e+01,1.363205164670944214e-01,8.509115219116210938e+00,2.430579423904418945e+00
2.031000000000000000e+03,-9.168052425661943516e+01,1.364039927721023560e-01,8.513337135314941406e+00,2.431213140487670898e+00
2.032000000000000000e+03,-9.168051609184109907e+01,1.364874690771102905e-01,8.517558097839355469e+00,2.431846618652343750e+00
2.033000000000000000e+03,-9.168050828206747838e+01,1.365709006786346436e-01,8.521778106689453125e+00,2.432479858398437500e+00
2.034000000000000000e+03,-9.168050082729666883e+01,1.366543322801589966e-01,8.525997161865234375e+00,2.433113336563110352e+00
2.035000000000000000e+03,-9.168049372752685144e+01,1.367377489805221558e-01,8.530216217041015625e+00,2.433746337890625000e+00
2.036000000000000000e+03,-9.168048698275627828e+01,1.368211358785629272e-01,8.534433364868164062e+00,2.434379100799560547e+00
2.037000000000000000e+03,-9.168047775308720304e+01,1.369045227766036987e-01,8.538650512695312500e+00,2.435012102127075195e+00
2.038000000000000000e+03,-9.168047065335508705e+01,1.369878798723220825e-01,8.542866706848144531e+00,2.435644626617431641e+00
2.039000000000000000e+03,-9.168046355363459554e+01,1.370712369680404663e-01,8.547080993652343750e+00,2.436277151107788086e+00
2.040000000000000000e+03,-9.168045645392570009e+01,1.371545493602752686e-01,8.551295280456542969e+00,2.436909437179565430e+00
2.041000000000000000e+03,-9.168044722432151161e+01,1.372378617525100708e-01,8.555508613586425781e+00,2.437541723251342773e+00
2.042000000000000000e+03,-9.168044012463931836e+01,1.373211592435836792e-01,8.559721946716308594e+00,2.438173770904541016e+00
2.043000000000000000e+03,-9.168043302496872116e+01,1.374044269323348999e-01,8.563932418823242188e+00,2.438805818557739258e+00
2.044000000000000000e+03,-9.168042486036191008e+01,1.374876797199249268e-01,8.568141937255859375e+00,2.439437627792358398e+00
2.045000000000000000e+03,-9.168041776071626714e+01,1.375709325075149536e-01,8.572351455688476562e+00,2.440069198608398438e+00
2.046000000000000000e+03,-9.168040995111948632e+01,1.376541554927825928e-01,8.576560020446777344e+00,2.440700769424438477e+00
2.047000000000000000e+03,-9.168040249651745910e+01,1.377373635768890381e-01,8.580766677856445312e+00,2.441332101821899414e+00
2.048000000000000000e+03,-9.168039575188856816e+01,1.378205567598342896e-01,8.584973335266113281e+00,2.441963195800781250e+00
2.049000000000000000e+03,-9.168038758735181659e+01,1.379037201404571533e-01,8.589179039001464844e+00,2.442594289779663086e+00
2.050000000000000000e+03,-9.168038013278818710e+01,1.379868835210800171e-01,8.593383789062500000e+00,2.443225383758544922e+00
2.051000000000000000e+03,-9.168037303321567322e+01,1.380700320005416870e-01,8.597588539123535156e+00,2.443856000900268555e+00
2.052000000000000000e+03,-9.168036557867701219e+01,1.381531506776809692e-01,8.601791381835937500e+00,2.444486856460571289e+00
2.053000000000000000e+03,-9.168035670424293926e+01,1.382362544536590576e-01,8.605993270874023438e+00,2.445117235183715820e+00
2.054000000000000000e+03,-9.168034995968514522e+01,1.383193433284759521e-01,8.610195159912109375e+00,2.445747613906860352e+00
2.055000000000000000e+03,-9.168034357011376301e+01,1.384024173021316528e-01,8.614395141601562500e+00,2.446377992630004883e+00
2.056000000000000000e+03,-9.168033434074945376e+01,1.384854614734649658e-01,8.618595123291015625e+00,2.447007894515991211e+00
2.057000000000000000e+03,-9.168032688627721427e+01,1.385685056447982788e-01,8.622794151306152344e+00,2.447637796401977539e+00
2.058000000000000000e+03,-9.168032049673976758e+01,1.386515200138092041e-01,8.626992225646972656e+00,2.448267698287963867e+00
2.059000000000000000e+03,-9.168031268731787975e+01,1.387345343828201294e-01,8.631189346313476562e+00,2.448897361755371094e+00
2.060000000000000000e+03,-9.168030381299188036e+01,1.388175189495086670e-01,8.635385513305664062e+00,2.449526786804199219e+00
2.061000000000000000e+03,-9.168029813343274270e+01,1.389004737138748169e-01,8.639580726623535156e+00,2.450155973434448242e+00
2.062000000000000000e+03,-9.168029032405107159e+01,1.389834284782409668e-01,8.643775939941406250e+00,2.450785398483276367e+00
2.063000000000000000e+03,-9.168028215971250461e+01,1.390663683414459229e-01,8.647969245910644531e+00,2.451414346694946289e+00
2.064000000000000000e+03,-9.168027470532983614e+01,1.391492933034896851e-01,8.652162551879882812e+00,2.452043056488037109e+00
2.065000000000000000e+03,-9.168026796089939978e+01,1.392321884632110596e-01,8.656353950500488281e+00,2.452672004699707031e+00
2.066000000000000000e+03,-9.168026050654108872e+01,1.393150687217712402e-01,8.660545349121093750e+00,2.453300476074218750e+00
2.067000000000000000e+03,-9.168025340716413041e+01,1.393979340791702271e-01,8.664735794067382812e+00,2.453928947448730469e+00
2.068000000000000000e+03,-9.168024524289498345e+01,1.394807994365692139e-01,8.668925285339355469e+00,2.454557180404663086e+00
2.069000000000000000e+03,-9.168023778857566697e+01,1.395636200904846191e-01,8.673113822937011719e+00,2.455185413360595703e+00
2.070000000000000000e+03,-9.168022962433587963e+01,1.396464407444000244e-01,8.677301406860351562e+00,2.455813407897949219e+00
2.071000000000000000e+03,-9.168022323494153625e+01,1.397292464971542358e-01,8.681488037109375000e+00,2.456441402435302734e+00
2.072000000000000000e+03,-9.168021542569454141e+01,1.398120224475860596e-01,8.685674667358398438e+00,2.457069158554077148e+00
2.073000000000000000e+03,-9.168020832639126638e+01,1.398947834968566895e-01,8.689859390258789062e+00,2.457696676254272461e+00
2.074000000000000000e+03,-9.168020016220685875e+01,1.399775296449661255e-01,8.694044113159179688e+00,2.458324193954467773e+00
2.075000000000000000e+03,-9.168019377285585847e+01,1.400602608919143677e-01,8.698227882385253906e+00,2.458951473236083984e+00
2.076000000000000000e+03,-9.168018560869879252e+01,1.401429772377014160e-01,8.702409744262695312e+00,2.459578514099121094e+00
2.077000000000000000e+03,-9.168017708959474987e+01,1.402256637811660767e-01,8.706591606140136719e+00,2.460205554962158203e+00
2.078000000000000000e+03,-9.168017141020135341e+01,1.403083503246307373e-01,8.710772514343261719e+00,2.460832595825195312e+00
2.079000000000000000e+03,-9.168016360104752493e+01,1.403910070657730103e-01,8.714952468872070312e+00,2.461459159851074219e+00
2.080000000000000000e+03,-9.168015543694720293e+01,1.404736489057540894e-01,8.719132423400878906e+00,2.462085723876953125e+00
2.081000000000000000e+03,-9.168014869270197664e+01,1.405562758445739746e-01,8.723310470581054688e+00,2.462712287902832031e+00
2.082000000000000000e+03,-9.168014194846722376e+01,1.406389027833938599e-01,8.727487564086914062e+00,2.463338613510131836e+00
2.083000000000000000e+03,-9.168013342944882993e+01,1.407214850187301636e-01,8.731664657592773438e+00,2.463964700698852539e+00
2.084000000000000000e+03,-9.168012668523779496e+01,1.408040672540664673e-01,8.735840797424316406e+00,2.464590787887573242e+00
2.085000000000000000e+03,-9.168012029599488244e+01,1.408866196870803833e-01,8.740015029907226562e+00,2.465216636657714844e+00
2.086000000000000000e+03,-9.168011071214814933e+01,1.409691572189331055e-01,8.744189262390136719e+00,2.465842485427856445e+00
2.087000000000000000e+03,-9.168010396797237149e+01,1.410516798496246338e-01,8.748362541198730469e+00,2.466468095779418945e+00
2.088000000000000000e+03,-9.168009615893984687e+01,1.411341875791549683e-01,8.752534866333007812e+00,2.467093467712402344e+00
2.089000000000000000e+03,-9.168009012469703123e+01,1.412166953086853027e-01,8.756707191467285156e+00,2.467718839645385742e+00
2.090000000000000000e+03,-9.168008231568938982e+01,1.412991583347320557e-01,8.760877609252929688e+00,2.468343973159790039e+00
2.091000000000000000e+03,-9.168007415174186292e+01,1.413816064596176147e-01,8.765046119689941406e+00,2.468968868255615234e+00
2.092000000000000000e+03,-9.168006669771621375e+01,1.414640545845031738e-01,8.769214630126953125e+00,2.469594001770019531e+00
2.093000000000000000e+03,-9.168006137342001693e+01,1.415464729070663452e-01,8.773382186889648438e+00,2.470218658447265625e+00
2.094000000000000000e+03,-9.168005143475122054e+01,1.416288763284683228e-01,8.777547836303710938e+00,2.470843315124511719e+00
2.095000000000000000e+03,-9.168004398076456596e+01,1.417112648487091064e-01,8.781713485717773438e+00,2.471467733383178711e+00
2.096000000000000000e+03,-9.168003794659426831e+01,1.417936384677886963e-01,8.785878181457519531e+00,2.472092151641845703e+00
2.097000000000000000e+03,-9.168003013768044696e+01,1.418759822845458984e-01,8.790041923522949219e+00,2.472716093063354492e+00
2.098000000000000000e+03,-9.168002339362979569e+01,1.419583261013031006e-01,8.794205665588378906e+00,2.473340272903442383e+00
2.099000000000000000e+03,-9.168001451989489681e+01,1.420406401157379150e-01,8.798367500305175781e+00,2.473964214324951172e+00
2.100000000000000000e+03,-9.168000955061128820e+01,1.421229392290115356e-01,8.802528381347656250e+00,2.474587917327880859e+00
2.101000000000000000e+03,-9.168000032195678273e+01,1.422052234411239624e-01,8.806689262390136719e+00,2.475211381912231445e+00
2.102000000000000000e+03,-9.167999357795244464e+01,1.422874927520751953e-01,8.810849189758300781e+00,2.475834846496582031e+00
2.103000000000000000e+03,-9.167998576911840303e+01,1.423697471618652344e-01,8.815007209777832031e+00,2.476458072662353516e+00
2.104000000000000000e+03,-9.167997902513664599e+01,1.424519717693328857e-01,8.819165229797363281e+00,2.477081060409545898e+00
2.105000000000000000e+03,-9.167997228116536235e+01,1.425341963768005371e-01,8.823322296142578125e+00,2.477704048156738281e+00
2.106000000000000000e+03,-9.167996411742467444e+01,1.426163911819458008e-01,8.827478408813476562e+00,2.478327035903930664e+00
2.107000000000000000e+03,-9.167995630864361090e+01,1.426985710859298706e-01,8.831633567810058594e+00,2.478949546813964844e+00
2.108000000000000000e+03,-9.167995098448272984e+01,1.427807360887527466e-01,8.835788726806640625e+00,2.479572296142578125e+00
