x,magnitude,phase
2.100498e-01,5.670149e-01,2.802114e+01
2.119953e-01,5.687196e-01,2.795927e+01
2.139589e-01,5.704255e-01,2.789726e+01
2.159406e-01,5.721327e-01,2.783510e+01
2.179407e-01,5.738411e-01,2.777278e+01
2.199593e-01,5.755507e-01,2.771032e+01
2.219966e-01,5.772615e-01,2.764772e+01
2.240528e-01,5.789733e-01,2.758496e+01
2.261280e-01,5.806863e-01,2.752206e+01
2.282224e-01,5.824003e-01,2.745901e+01
2.303363e-01,5.841153e-01,2.739581e+01
2.324697e-01,5.858313e-01,2.733247e+01
2.346229e-01,5.875482e-01,2.726898e+01
2.367960e-01,5.892660e-01,2.720535e+01
2.389893e-01,5.909848e-01,2.714157e+01
2.412028e-01,5.927043e-01,2.707765e+01
2.434369e-01,5.944247e-01,2.701359e+01
2.456916e-01,5.961458e-01,2.694938e+01
2.479673e-01,5.978677e-01,2.688503e+01
2.502640e-01,5.995903e-01,2.682053e+01
2.525820e-01,6.013136e-01,2.675590e+01
2.549215e-01,6.030374e-01,2.669112e+01
2.572826e-01,6.047619e-01,2.662620e+01
2.596656e-01,6.064869e-01,2.656114e+01
2.620707e-01,6.082125e-01,2.649594e+01
2.644980e-01,6.099385e-01,2.643060e+01
2.669478e-01,6.116649e-01,2.636513e+01
2.694204e-01,6.133918e-01,2.629951e+01
2.719158e-01,6.151190e-01,2.623376e+01
2.744343e-01,6.168466e-01,2.616787e+01
2.769762e-01,6.185745e-01,2.610184e+01
2.795416e-01,6.203026e-01,2.603568e+01
2.821308e-01,6.220309e-01,2.596938e+01
2.847439e-01,6.237594e-01,2.590295e+01
2.873813e-01,6.254880e-01,2.583638e+01
2.900430e-01,6.272168e-01,2.576968e+01
2.927295e-01,6.289456e-01,2.570284e+01
2.954408e-01,6.306744e-01,2.563588e+01
2.981772e-01,6.324032e-01,2.556878e+01
3.009390e-01,6.341319e-01,2.550155e+01
3.037264e-01,6.358605e-01,2.543419e+01
3.065395e-01,6.375890e-01,2.536670e+01
3.093788e-01,6.393173e-01,2.529908e+01
3.122443e-01,6.410453e-01,2.523133e+01
3.151363e-01,6.427731e-01,2.516346e+01
3.180552e-01,6.445006e-01,2.509546e+01
3.210011e-01,6.462278e-01,2.502733e+01
3.239743e-01,6.479545e-01,2.495908e+01
3.269750e-01,6.496808e-01,2.489070e+01
3.300035e-01,6.514067e-01,2.482220e+01
3.330600e-01,6.531320e-01,2.475357e+01
3.361449e-01,6.548568e-01,2.468482e+01
3.392583e-01,6.565809e-01,2.461596e+01
3.424006e-01,6.583045e-01,2.454697e+01
3.455720e-01,6.600273e-01,2.447786e+01
3.487727e-01,6.617494e-01,2.440863e+01
3.520031e-01,6.634707e-01,2.433928e+01
3.552635e-01,6.651913e-01,2.426982e+01
3.585540e-01,6.669109e-01,2.420024e+01
3.618750e-01,6.686297e-01,2.413054e+01
3.652267e-01,6.703475e-01,2.406073e+01
3.686095e-01,6.720643e-01,2.399080e+01
3.720237e-01,6.737801e-01,2.392076e+01
3.754694e-01,6.754948e-01,2.385061e+01
3.789471e-01,6.772084e-01,2.378035e+01
3.824570e-01,6.789208e-01,2.370998e+01
3.859994e-01,6.806320e-01,2.363949e+01
3.895746e-01,6.823419e-01,2.356890e+01
3.931829e-01,6.840505e-01,2.349820e+01
3.968246e-01,6.857578e-01,2.342740e+01
4.005001e-01,6.874637e-01,2.335649e+01
4.042096e-01,6.891682e-01,2.328547e+01
4.079535e-01,6.908712e-01,2.321436e+01
4.117320e-01,6.925726e-01,2.314314e+01
4.155455e-01,6.942725e-01,2.307181e+01
4.193944e-01,6.959708e-01,2.300039e+01
4.232789e-01,6.976674e-01,2.292887e+01
4.271994e-01,6.993622e-01,2.285725e+01
4.311562e-01,7.010554e-01,2.278553e+01
4.351497e-01,7.027467e-01,2.271371e+01
4.391801e-01,7.044362e-01,2.264180e+01
4.432479e-01,7.061238e-01,2.256980e+01
4.473533e-01,7.078094e-01,2.249770e+01
4.514968e-01,7.094931e-01,2.242552e+01
4.556786e-01,7.111747e-01,2.235324e+01
4.598992e-01,7.128542e-01,2.228087e+01
4.641589e-01,7.145317e-01,2.220841e+01
4.684580e-01,7.162069e-01,2.213587e+01
4.727970e-01,7.178799e-01,2.206324e+01
4.771761e-01,7.195507e-01,2.199052e+01
4.815958e-01,7.212192e-01,2.191772e+01
4.860564e-01,7.228853e-01,2.184484e+01
4.905584e-01,7.245489e-01,2.177188e+01
4.951020e-01,7.262102e-01,2.169884e+01
4.996877e-01,7.278689e-01,2.162571e+01
5.043159e-01,7.295251e-01,2.155252e+01
5.089870e-01,7.311787e-01,2.147924e+01
5.137014e-01,7.328297e-01,2.140589e+01
5.184594e-01,7.344780e-01,2.133247e+01
5.232614e-01,7.361236e-01,2.125897e+01
5.281080e-01,7.377663e-01,2.118540e+01
5.329994e-01,7.394063e-01,2.111177e+01
5.379362e-01,7.410434e-01,2.103806e+01
5.429186e-01,7.426775e-01,2.096429e+01
5.479472e-01,7.443087e-01,2.089045e+01
5.530224e-01,7.459369e-01,2.081655e+01
5.581446e-01,7.475621e-01,2.074258e+01
5.633143e-01,7.491841e-01,2.066856e+01
5.685318e-01,7.508030e-01,2.059447e+01
5.737976e-01,7.524187e-01,2.052033e+01
5.791123e-01,7.540311e-01,2.044612e+01
5.844761e-01,7.556403e-01,2.037186e+01
5.898896e-01,7.572461e-01,2.029755e+01
5.953533e-01,7.588485e-01,2.022318e+01
6.008676e-01,7.604476e-01,2.014877e+01
6.064329e-01,7.620431e-01,2.007430e+01
6.120498e-01,7.636351e-01,1.999978e+01
6.177188e-01,7.652236e-01,1.992522e+01
6.234402e-01,7.668084e-01,1.985061e+01
6.292146e-01,7.683896e-01,1.977596e+01
6.350425e-01,7.699671e-01,1.970126e+01
6.409244e-01,7.715409e-01,1.962652e+01
6.468608e-01,7.731108e-01,1.955175e+01
6.528521e-01,7.746769e-01,1.947693e+01
6.588990e-01,7.762392e-01,1.940208e+01
6.650018e-01,7.777975e-01,1.932720e+01
6.711612e-01,7.793518e-01,1.925228e+01
6.773776e-01,7.809022e-01,1.917733e+01
6.836516e-01,7.824484e-01,1.910235e+01
6.899837e-01,7.839906e-01,1.902734e+01
6.963745e-01,7.855286e-01,1.895230e+01
7.028244e-01,7.870625e-01,1.887724e+01
7.093341e-01,7.885921e-01,1.880216e+01
7.159041e-01,7.901174e-01,1.872705e+01
7.225349e-01,7.916384e-01,1.865193e+01
7.292272e-01,7.931550e-01,1.857678e+01
7.359814e-01,7.946672e-01,1.850162e+01
7.427982e-01,7.961750e-01,1.842644e+01
7.496782e-01,7.976783e-01,1.835125e+01
7.566219e-01,7.991771e-01,1.827605e+01
7.636298e-01,8.006713e-01,1.820084e+01
7.707027e-01,8.021608e-01,1.812562e+01
7.778411e-01,8.036457e-01,1.805039e+01
7.850456e-01,8.051259e-01,1.797516e+01
7.923169e-01,8.066014e-01,1.789993e+01
7.996555e-01,8.080721e-01,1.782469e+01
8.070620e-01,8.095379e-01,1.774946e+01
8.145372e-01,8.109989e-01,1.767423e+01
8.220816e-01,8.124550e-01,1.759900e+01
8.296959e-01,8.139062e-01,1.752377e+01
8.373807e-01,8.153524e-01,1.744856e+01
8.451366e-01,8.167935e-01,1.737335e+01
8.529644e-01,8.182296e-01,1.729816e+01
8.608648e-01,8.196606e-01,1.722298e+01
8.688383e-01,8.210865e-01,1.714781e+01
8.768856e-01,8.225072e-01,1.707266e+01
8.850075e-01,8.239227e-01,1.699753e+01
8.932046e-01,8.253329e-01,1.692242e+01
9.014776e-01,8.267379e-01,1.684733e+01
9.098273e-01,8.281375e-01,1.677226e+01
9.182543e-01,8.295318e-01,1.669723e+01
9.267593e-01,8.309207e-01,1.662222e+01
9.353432e-01,8.323041e-01,1.654723e+01
9.440065e-01,8.336821e-01,1.647229e+01
9.527500e-01,8.350546e-01,1.639737e+01
9.615746e-01,8.364216e-01,1.632249e+01
9.704809e-01,8.377830e-01,1.624765e+01
9.794697e-01,8.391388e-01,1.617284e+01
9.885417e-01,8.404889e-01,1.609808e+01
9.976978e-01,8.418334e-01,1.602336e+01
1.006939e+00,8.431722e-01,1.594869e+01
1.016265e+00,8.445053e-01,1.587406e+01
1.025678e+00,8.458326e-01,1.579948e+01
1.035178e+00,8.471541e-01,1.572495e+01
1.044766e+00,8.484698e-01,1.565048e+01
1.054443e+00,8.497797e-01,1.557606e+01
1.064209e+00,8.510836e-01,1.550170e+01
1.074066e+00,8.523817e-01,1.542739e+01
1.084014e+00,8.536738e-01,1.535315e+01
1.094055e+00,8.549599e-01,1.527896e+01
1.104188e+00,8.562401e-01,1.520485e+01
1.114415e+00,8.575142e-01,1.513080e+01
1.124737e+00,8.587822e-01,1.505681e+01
1.135155e+00,8.600442e-01,1.498290e+01
1.145669e+00,8.613001e-01,1.490906e+01
1.156280e+00,8.625498e-01,1.483530e+01
1.166990e+00,8.637934e-01,1.476161e+01
1.177799e+00,8.650308e-01,1.468800e+01
1.188708e+00,8.662620e-01,1.461447e+01
1.199718e+00,8.674869e-01,1.454102e+01
1.210830e+00,8.687057e-01,1.446766e+01
1.222045e+00,8.699181e-01,1.439438e+01
1.233363e+00,8.711242e-01,1.432119e+01
1.244787e+00,8.723240e-01,1.424809e+01
1.256317e+00,8.735175e-01,1.417508e+01
1.267953e+00,8.747046e-01,1.410217e+01
1.279697e+00,8.758853e-01,1.402935e+01
1.291550e+00,8.770596e-01,1.395663e+01
1.303512e+00,8.782275e-01,1.388401e+01
1.315586e+00,8.793890e-01,1.381150e+01
1.327771e+00,8.805440e-01,1.373908e+01
1.340069e+00,8.816925e-01,1.366678e+01
1.352481e+00,8.828345e-01,1.359458e+01
1.365008e+00,8.839700e-01,1.352249e+01
1.377651e+00,8.850990e-01,1.345051e+01
1.390411e+00,8.862214e-01,1.337865e+01
1.403289e+00,8.873373e-01,1.330690e+01
1.416287e+00,8.884466e-01,1.323528e+01
1.429405e+00,8.895493e-01,1.316377e+01
1.442644e+00,8.906455e-01,1.309238e+01
1.456006e+00,8.917350e-01,1.302111e+01
1.469492e+00,8.928179e-01,1.294998e+01
1.483103e+00,8.938941e-01,1.287897e+01
1.496839e+00,8.949637e-01,1.280808e+01
1.510703e+00,8.960266e-01,1.273733e+01
1.524696e+00,8.970829e-01,1.266672e+01
1.538818e+00,8.981325e-01,1.259624e+01
1.553071e+00,8.991754e-01,1.252589e+01
1.567455e+00,9.002116e-01,1.245569e+01
1.581973e+00,9.012412e-01,1.238563e+01
1.596626e+00,9.022640e-01,1.231570e+01
1.611414e+00,9.032801e-01,1.224593e+01
1.626340e+00,9.042894e-01,1.217630e+01
1.641403e+00,9.052921e-01,1.210682e+01
1.656606e+00,9.062880e-01,1.203749e+01
1.671950e+00,9.072771e-01,1.196831e+01
1.687436e+00,9.082596e-01,1.189929e+01
1.703065e+00,9.092353e-01,1.183042e+01
1.718839e+00,9.102042e-01,1.176171e+01
1.734759e+00,9.111664e-01,1.169316e+01
1.750827e+00,9.121219e-01,1.162477e+01
1.767044e+00,9.130706e-01,1.155655e+01
1.783410e+00,9.140125e-01,1.148849e+01
1.799929e+00,9.149477e-01,1.142059e+01
1.816600e+00,9.158762e-01,1.135287e+01
1.833425e+00,9.167979e-01,1.128531e+01
1.850407e+00,9.177128e-01,1.121793e+01
1.867546e+00,9.186211e-01,1.115073e+01
1.884843e+00,9.195225e-01,1.108369e+01
1.902301e+00,9.204173e-01,1.101684e+01
1.919921e+00,9.213053e-01,1.095016e+01
1.937703e+00,9.221866e-01,1.088367e+01
1.955651e+00,9.230612e-01,1.081736e+01
1.973764e+00,9.239290e-01,1.075123e+01
1.992046e+00,9.247902e-01,1.068529e+01
2.010496e+00,9.256446e-01,1.061953e+01
2.029118e+00,9.264924e-01,1.055397e+01
2.047912e+00,9.273335e-01,1.048859e+01
2.066880e+00,9.281679e-01,1.042341e+01
2.086024e+00,9.289956e-01,1.035842e+01
2.105345e+00,9.298167e-01,1.029363e+01
2.124845e+00,9.306311e-01,1.022904e+01
2.144526e+00,9.314389e-01,1.016464e+01
2.164389e+00,9.322401e-01,1.010045e+01
2.184436e+00,9.330347e-01,1.003645e+01
2.204669e+00,9.338227e-01,9.972662e+00
2.225089e+00,9.346040e-01,9.909076e+00
2.245698e+00,9.353789e-01,9.845697e+00
2.266498e+00,9.361471e-01,9.782526e+00
2.287491e+00,9.369089e-01,9.719563e+00
2.308678e+00,9.376641e-01,9.656812e+00
2.330061e+00,9.384128e-01,9.594273e+00
2.351643e+00,9.391550e-01,9.531947e+00
2.373424e+00,9.398907e-01,9.469836e+00
2.395407e+00,9.406200e-01,9.407941e+00
2.417594e+00,9.413428e-01,9.346264e+00
2.439986e+00,9.420592e-01,9.284806e+00
2.462586e+00,9.427692e-01,9.223569e+00
2.485395e+00,9.434728e-01,9.162552e+00
2.508415e+00,9.441700e-01,9.101759e+00
2.531648e+00,9.448610e-01,9.041190e+00
2.555097e+00,9.455455e-01,8.980846e+00
2.578763e+00,9.462238e-01,8.920728e+00
2.602648e+00,9.468958e-01,8.860839e+00
2.626754e+00,9.475616e-01,8.801178e+00
2.651084e+00,9.482211e-01,8.741747e+00
2.675638e+00,9.488744e-01,8.682548e+00
2.700421e+00,9.495215e-01,8.623581e+00
2.725433e+00,9.501624e-01,8.564848e+00
2.750676e+00,9.507972e-01,8.506349e+00
2.776153e+00,9.514259e-01,8.448085e+00
2.801867e+00,9.520485e-01,8.390059e+00
2.827818e+00,9.526650e-01,8.332270e+00
2.854010e+00,9.532755e-01,8.274720e+00
2.880444e+00,9.538800e-01,8.217409e+00
2.907123e+00,9.544785e-01,8.160339e+00
2.934050e+00,9.550710e-01,8.103511e+00
2.961225e+00,9.556576e-01,8.046925e+00
2.988653e+00,9.562383e-01,7.990583e+00
3.016334e+00,9.568131e-01,7.934485e+00
3.044272e+00,9.573820e-01,7.878632e+00
3.072469e+00,9.579452e-01,7.823025e+00
3.100927e+00,9.585026e-01,7.767665e+00
3.129648e+00,9.590542e-01,7.712553e+00
3.158635e+00,9.596000e-01,7.657689e+00
3.187891e+00,9.601402e-01,7.603074e+00
3.217418e+00,9.606747e-01,7.548708e+00
3.247218e+00,9.612036e-01,7.494594e+00
3.277295e+00,9.617268e-01,7.440730e+00
3.307650e+00,9.622445e-01,7.387119e+00
3.338286e+00,9.627566e-01,7.333760e+00
3.369206e+00,9.632633e-01,7.280654e+00
3.400412e+00,9.637644e-01,7.227802e+00
3.431907e+00,9.642601e-01,7.175204e+00
3.463694e+00,9.647504e-01,7.122861e+00
3.495776e+00,9.652353e-01,7.070774e+00
3.528154e+00,9.657148e-01,7.018942e+00
3.560833e+00,9.661891e-01,6.967367e+00
3.593814e+00,9.666580e-01,6.916049e+00
3.627100e+00,9.671217e-01,6.864988e+00
3.660695e+00,9.675802e-01,6.814184e+00
3.694601e+00,9.680336e-01,6.763639e+00
3.728821e+00,9.684817e-01,6.713352e+00
3.763358e+00,9.689248e-01,6.663324e+00
3.798215e+00,9.693628e-01,6.613555e+00
3.833395e+00,9.697957e-01,6.564045e+00
3.868901e+00,9.702237e-01,6.514796e+00
3.904735e+00,9.706467e-01,6.465806e+00
3.940902e+00,9.710647e-01,6.417076e+00
3.977403e+00,9.714779e-01,6.368607e+00
4.014242e+00,9.718861e-01,6.320399e+00
4.051423e+00,9.722896e-01,6.272451e+00
4.088948e+00,9.726883e-01,6.224764e+00
4.126821e+00,9.730822e-01,6.177339e+00
4.165044e+00,9.734714e-01,6.130174e+00
4.203622e+00,9.738559e-01,6.083271e+00
4.242556e+00,9.742358e-01,6.036629e+00
4.281852e+00,9.746111e-01,5.990248e+00
4.321511e+00,9.749818e-01,5.944129e+00
4.361538e+00,9.753479e-01,5.898272e+00
4.401935e+00,9.757096e-01,5.852675e+00
4.442707e+00,9.760668e-01,5.807340e+00
4.483856e+00,9.764196e-01,5.762266e+00
4.525386e+00,9.767680e-01,5.717454e+00
4.567301e+00,9.771120e-01,5.672902e+00
4.609604e+00,9.774517e-01,5.628611e+00
4.652300e+00,9.777872e-01,5.584581e+00
4.695390e+00,9.781184e-01,5.540812e+00
4.738880e+00,9.784454e-01,5.497303e+00
4.782772e+00,9.787683e-01,5.454054e+00
4.827071e+00,9.790870e-01,5.411066e+00
4.871780e+00,9.794016e-01,5.368337e+00
4.916904e+00,9.797122e-01,5.325867e+00
4.962445e+00,9.800188e-01,5.283657e+00
5.008408e+00,9.803214e-01,5.241706e+00
5.054797e+00,9.806200e-01,5.200013e+00
5.101615e+00,9.809147e-01,5.158578e+00
5.148867e+00,9.812056e-01,5.117401e+00
5.196557e+00,9.814926e-01,5.076482e+00
5.244689e+00,9.817759e-01,5.035819e+00
5.293266e+00,9.820554e-01,4.995413e+00
5.342293e+00,9.823311e-01,4.955264e+00
5.391775e+00,9.826032e-01,4.915370e+00
5.441714e+00,9.828716e-01,4.875731e+00
5.492116e+00,9.831364e-01,4.836347e+00
5.542986e+00,9.833977e-01,4.797218e+00
5.594326e+00,9.836553e-01,4.758342e+00
5.646141e+00,9.839095e-01,4.719719e+00
5.698437e+00,9.841603e-01,4.681349e+00
5.751217e+00,9.844075e-01,4.643231e+00
5.804486e+00,9.846514e-01,4.605364e+00
5.858248e+00,9.848920e-01,4.567749e+00
5.912508e+00,9.851292e-01,4.530383e+00
5.967271e+00,9.853631e-01,4.493267e+00
6.022541e+00,9.855937e-01,4.456400e+00
6.078323e+00,9.858212e-01,4.419781e+00
6.134622e+00,9.860454e-01,4.383410e+00
6.191442e+00,9.862665e-01,4.347285e+00
6.248788e+00,9.864845e-01,4.311407e+00
6.306666e+00,9.866994e-01,4.275774e+00
6.365079e+00,9.869112e-01,4.240386e+00
6.424034e+00,9.871201e-01,4.205242e+00
6.483534e+00,9.873259e-01,4.170341e+00
6.543586e+00,9.875288e-01,4.135682e+00
6.604194e+00,9.877288e-01,4.101265e+00
6.665363e+00,9.879259e-01,4.067089e+00
6.727099e+00,9.881202e-01,4.033153e+00
6.789407e+00,9.883117e-01,3.999455e+00
6.852292e+00,9.885004e-01,3.965996e+00
6.915759e+00,9.886863e-01,3.932775e+00
6.979814e+00,9.888695e-01,3.899789e+00
7.044462e+00,9.890500e-01,3.867040e+00
7.109709e+00,9.892279e-01,3.834525e+00
7.175561e+00,9.894032e-01,3.802245e+00
7.242022e+00,9.895758e-01,3.770197e+00
7.309099e+00,9.897460e-01,3.738381e+00
7.376798e+00,9.899135e-01,3.706796e+00
7.445123e+00,9.900786e-01,3.675442e+00
7.514081e+00,9.902413e-01,3.644316e+00
7.583678e+00,9.904015e-01,3.613419e+00
7.653919e+00,9.905593e-01,3.582749e+00
7.724811e+00,9.907147e-01,3.552306e+00
7.796360e+00,9.908678e-01,3.522087e+00
7.868572e+00,9.910185e-01,3.492093e+00
7.941452e+00,9.911670e-01,3.462323e+00
8.015007e+00,9.913132e-01,3.432774e+00
8.089243e+00,9.914572e-01,3.403447e+00
8.164168e+00,9.915990e-01,3.374340e+00
8.239786e+00,9.917387e-01,3.345452e+00
8.316104e+00,9.918762e-01,3.316783e+00
8.393129e+00,9.920115e-01,3.288330e+00
8.470868e+00,9.921448e-01,3.260094e+00
8.549327e+00,9.922761e-01,3.232073e+00
8.628513e+00,9.924053e-01,3.204265e+00
8.708431e+00,9.925325e-01,3.176670e+00
8.789091e+00,9.926577e-01,3.149288e+00
8.870497e+00,9.927810e-01,3.122115e+00
8.952657e+00,9.929023e-01,3.095153e+00
9.035578e+00,9.930217e-01,3.068399e+00
9.119268e+00,9.931393e-01,3.041852e+00
9.203732e+00,9.932550e-01,3.015512e+00
9.288979e+00,9.933690e-01,2.989377e+00
9.375015e+00,9.934811e-01,2.963446e+00
9.461848e+00,9.935914e-01,2.937717e+00
9.549486e+00,9.937000e-01,2.912191e+00
9.637935e+00,9.938069e-01,2.886866e+00
9.727203e+00,9.939120e-01,2.861740e+00
9.817298e+00,9.940155e-01,2.836813e+00
9.908228e+00,9.941173e-01,2.812082e+00
1.000000e+01,9.942176e-01,2.787549e+00
