col row val
0 0 -0.067331
1 0 -0.238878
2 0 0.243592
3 0 0.168827
4 0 0.156829
5 0 -0.271982
6 0 0.225525
7 0 0.079749
8 0 -0.394453
9 0 0.502321
10 0 0.178445
11 0 0.163883
12 0 -0.141316
13 0 -0.061411
14 0 -0.187870
15 0 -0.457077
16 0 -0.345173
17 0 -0.225551
18 0 -0.060578
19 0 -0.178356
20 0 -0.215843
21 0 -0.221535
22 0 0.096949
23 0 0.509816
24 0 0.186228
25 0 0.012948
26 0 -0.256157
27 0 -0.297382
28 0 0.151213
29 0 -0.187300
30 0 0.080395
31 0 0.034934
32 0 0.117185
33 0 0.308609
34 0 -0.107188
35 0 0.428654
36 0 0.593010
37 0 0.556217
38 0 0.363991
39 0 -0.379431
40 0 -0.457281
41 0 -0.657365
42 0 -0.406906
43 0 -0.239955
44 0 -0.381523
45 0 0.010433
46 0 -0.315188
47 0 0.286582
48 0 0.060831
49 0 0.131518
50 0 -0.149352
51 0 -0.571433
52 0 -0.345618
53 0 -0.112879
54 0 -0.017294
55 0 -0.182211
56 0 0.166981
57 0 -0.266614
58 0 -0.214715
59 0 0.248315
60 0 -0.404719
61 0 0.427452
62 0 0.070325
63 0 -0.613327
64 0 0.044067
65 0 0.215004
66 0 -0.248007
67 0 -0.124447
68 0 0.142947
69 0 0.137222
70 0 -0.076689
71 0 -0.245237
72 0 -0.237859
73 0 0.165055
74 0 -0.015439
75 0 0.065452
76 0 -0.418493
77 0 -0.305543
78 0 0.265882
79 0 -0.333104
80 0 0.018663
81 0 -0.284182
82 0 0.565573
83 0 -0.403658
84 0 0.589053
85 0 0.274862
86 0 -0.146971
87 0 0.352209
88 0 -0.069934
89 0 0.306985
90 0 0.183721
91 0 -0.045416
92 0 -0.193197
93 0 0.186403
94 0 0.220311
95 0 0.030534
96 0 -0.406141
97 0 0.830103
98 0 0.225902
99 0 -0.138340
100 0 0.172891
101 0 -0.331063
102 0 0.358264
103 0 -0.778523
104 0 -0.249288
105 0 -0.076337
106 0 -0.134756
107 0 0.232718
108 0 -0.424540
109 0 0.284688
110 0 -0.507419
111 0 0.355730
112 0 0.158932
113 0 0.066206
114 0 -0.184773
115 0 -0.281284
116 0 -0.296519
117 0 -0.006317
118 0 -0.168698
119 0 -0.282623
120 0 0.019204
121 0 -0.002930
122 0 -0.089621
123 0 0.195574
124 0 -0.563243
125 0 -0.446964
126 0 0.386160
127 0 0.226818

0 1 -0.148577
1 1 -0.249399
2 1 0.323256
3 1 0.321635
4 1 0.090267
5 1 -0.334139
6 1 -0.030372
