col row val
0 0 0.180774
1 0 -0.181025
2 0 0.102737
3 0 0.061278
4 0 -0.135590
5 0 0.467472
6 0 -0.032394
7 0 0.111040
8 0 0.296812
9 0 -0.283563
10 0 -0.049573
11 0 -0.110294
12 0 -0.269179
13 0 -0.256044
14 0 0.383508
15 0 0.107845
16 0 0.054707
17 0 -0.366619
18 0 -0.244811
19 0 0.009304
20 0 0.082730
21 0 -0.679835
22 0 0.071639
23 0 0.338975
24 0 0.594504
25 0 0.285123
26 0 0.130041
27 0 0.093767
28 0 0.204393
29 0 -0.270494
30 0 0.358953
31 0 0.099758
32 0 0.228747
33 0 0.381673
34 0 -0.053807
35 0 0.013150
36 0 -0.060724
37 0 0.363150
38 0 0.053484
39 0 0.222279
40 0 0.039602
41 0 -0.017197
42 0 -0.126216
43 0 0.166457
44 0 0.030689
45 0 -0.327050
46 0 -0.249218
47 0 -0.111930
48 0 0.011081
49 0 -0.160167
50 0 0.233859
51 0 0.520754
52 0 -0.198742
53 0 -0.000965
54 0 0.257135
55 0 -0.274074
56 0 -0.006371
57 0 -0.040433
58 0 0.478042
59 0 -0.155813
60 0 0.143225
61 0 -0.012689
62 0 0.104128
63 0 -0.095698
64 0 0.087066
65 0 0.060339
66 0 -0.138004
67 0 0.211822
68 0 0.203989
69 0 -0.188717
70 0 -0.075138
71 0 -0.145773
72 0 -0.012189
73 0 -0.016170
74 0 -0.052992
75 0 0.232195
76 0 -0.388691
77 0 -0.013488
78 0 0.064705
79 0 0.211735
80 0 0.067671
81 0 0.177658
82 0 -0.003106
83 0 0.662766
84 0 0.026047
85 0 0.412333
86 0 -0.136560
87 0 -0.123426
88 0 -0.336302
89 0 -0.089337
90 0 0.090477
91 0 -0.415396
92 0 -0.193309
93 0 0.097228
94 0 0.187633
95 0 0.481965
96 0 -0.087154
97 0 0.227119
98 0 0.050374
99 0 -0.074741
100 0 -0.242990
101 0 -0.299666
102 0 -0.312867
103 0 -0.526677
104 0 -0.515915
105 0 0.048306
106 0 -0.076103
107 0 -0.183066
108 0 -0.414687
109 0 -0.134497
110 0 -0.453940
111 0 0.090293
112 0 -0.053299
113 0 0.108603
114 0 -0.114818
115 0 0.025262
116 0 -0.491473
117 0 -0.119774
118 0 -0.209572
119 0 -0.000859
120 0 0.258624
121 0 -0.042208
122 0 0.293560
123 0 -0.332328
124 0 -0.139022
125 0 -0.028522
126 0 -0.247728
127 0 0.058541

0 1 0.259687
1 1 -0.132841
2 1 0.033556
3 1 -0.011370
4 1 -0.094188
5 1 0.362509
6 1 -0.035639
7 1 0.146193
8 1 0.274259
9 1 -0.215621
10 1 0.037981
11 1 -0.100043
12 1 -0.187700
13 1 -0.104316
14 1 0.265045
15 1 0.194166
16 1 0.134767
17 1 -0.296915
18 1 -0.205851
19 1 0.084909
20 1 0.120212
21 1 -0.528200
22 1 0.005404
23 1 0.303622
24 1 0.474477
25 1 0.139289
26 1 0.171876
27 1 -0.040606
28 1 0.120992
29 1 -0.181160
30 1 0.291510
31 1 -0.039383
32 1 0.035075
33 1 0.306319
34 1 0.013141
35 1 -0.043105
36 1 0.106050
37 1 0.226828
38 1 0.056084
39 1 0.173808
40 1 -0.031251
41 1 -0.020553
42 1 0.006300
43 1 0.080909
44 1 0.042755
45 1 -0.249984
46 1 -0.194256
47 1 0.042563
48 1 0.058342
49 1 0.032550
50 1 -0.006455
51 1 0.431406
52 1 -0.021059
53 1 -0.017635
54 1 0.210335
55 1 -0.198614
56 1 0.077058
57 1 -0.012564
58 1 0.377862
59 1 -0.157161
60 1 0.107705
61 1 -0.098602
62 1 0.172673
63 1 -0.013110
64 1 0.069278
65 1 -0.044234
66 1 -0.072018
67 1 0.204137
68 1 0.053932
69 1 -0.147684
70 1 -0.037321
71 1 -0.127877
72 1 0.024511
73 1 -0.030781
74 1 0.038045
75 1 0.116902
76 1 -0.182460
77 1 0.028730
78 1 0.060512
79 1 0.196359
80 1 0.145311
81 1 0.160088
82 1 -0.053142
83 1 0.425820
84 1 -0.088472
85 1 0.297980
86 1 -0.065730
87 1 -0.037094
88 1 -0.266810
89 1 -0.059415
90 1 -0.033881
91 1 -0.287359
92 1 -0.127775
93 1 0.088909
94 1 0.203604
95 1 0.163841
96 1 -0.138954
97 1 0.130382
98 1 0.087273
99 1 -0.220422
100 1 -0.154426
101 1 -0.169512
102 1 -0.214945
103 1 -0.511770
104 1 -0.403507
105 1 -0.058847
106 1 -0.095106
107 1 -0.068709
108 1 -0.200255
109 1 -0.088702
110 1 -0.238000
111 1 0.120131
112 1 0.025040
113 1 0.168788
114 1 -0.107852
115 1 0.056446
116 1 -0.368998
117 1 -0.091171
118 1 -0.147550
119 1 0.111091
120 1 0.069075
121 1 -0.023435
122 1 0.244601
123 1 -0.247978
124 1 -0.057121
125 1 -0.122251
126 1 -0.179038
127 1 -0.004236
