col row val
0 0 0.000000
1 0 0.000000
2 0 0.000002
3 0 0.000004
4 0 0.000000
5 0 0.000000
6 0 0.046224
7 0 0.064645
8 0 0.000000
9 0 0.000000
10 0 0.000000
11 0 0.000000
12 0 0.000000
13 0 0.000000
14 0 0.000000
15 0 0.000000
16 0 0.000000
17 0 0.000000
18 0 0.004216
19 0 0.183775
20 0 0.000000
21 0 0.000000
22 0 0.000000
23 0 0.000000
24 0 0.000000
25 0 0.000000
26 0 0.017275
27 0 0.370965
28 0 0.000000
29 0 0.000000
30 0 0.000000
31 0 0.000090
32 0 0.000000
33 0 0.000000
34 0 0.000000
35 0 0.000000
36 0 0.000000
37 0 0.000000
38 0 0.000124
39 0 0.000430
40 0 0.000000
41 0 0.000001
42 0 0.000000
43 0 0.000000
44 0 0.000000
45 0 0.000000
46 0 0.000002
47 0 0.000001
48 0 0.000000
49 0 0.000000
50 0 0.000042
51 0 0.000937
52 0 0.000000
53 0 0.000000
54 0 0.000000
55 0 0.000000
56 0 0.000000
57 0 0.000000
58 0 0.000000
59 0 0.000000
60 0 0.000011
61 0 0.311255

0 1 0.000000
1 1 0.000000
2 1 0.000002
3 1 0.000004
4 1 0.000000
5 1 0.000000
6 1 0.046224
7 1 0.064645
8 1 0.000000
9 1 0.000000
10 1 0.000000
11 1 0.000000
12 1 0.000000
13 1 0.000000
14 1 0.000000
15 1 0.000000
16 1 0.000000
17 1 0.000000
18 1 0.004216
19 1 0.183775
20 1 0.000000
21 1 0.000000
22 1 0.000000
23 1 0.000000
24 1 0.000000
25 1 0.000000
26 1 0.017275
27 1 0.370965
28 1 0.000000
29 1 0.000000
30 1 0.000000
31 1 0.000090
32 1 0.000000
33 1 0.000000
34 1 0.000000
35 1 0.000000
36 1 0.000000
37 1 0.000000
38 1 0.000124
39 1 0.000430
40 1 0.000000
41 1 0.000001
42 1 0.000000
43 1 0.000000
44 1 0.000000
45 1 0.000000
46 1 0.000002
47 1 0.000001
48 1 0.000000
49 1 0.000000
50 1 0.000042
51 1 0.000937
52 1 0.000000
53 1 0.000000
54 1 0.000000
55 1 0.000000
56 1 0.000000
57 1 0.000000
58 1 0.000000
59 1 0.000000
60 1 0.000011
61 1 0.311255
